code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,open_price,close_price,ret_oc,ret_max,ret_low,gap_pct
1605,2026-01-07,2026-01-08,NORMAL,NORMAL,-5.3,5,3025.0,3048.0,0.76,1.85,0.0,0.17
1692,2026-01-07,2026-01-08,NORMAL,NORMAL,-5.72,3,680.0,639.9,-5.9,0.0,-8.03,6.08
2501,2026-01-07,2026-01-08,NORMAL,NORMAL,-7.02,10,1546.5,1515.5,-2.0,0.42,-2.94,-1.02
253A,2026-01-07,2026-01-08,NORMAL,NORMAL,-5.75,3,1135.0,1077.0,-5.11,0.0,-5.55,0.27
2743,2026-01-07,2026-01-08,NORMAL,NORMAL,-20.0,7,4.0,4.0,0.0,25.0,-25.0,0.0
290A,2026-01-07,2026-01-08,NORMAL,NORMAL,-6.51,3,1050.0,1030.0,-1.9,0.57,-2.29,-1.22
4888,2026-01-07,2026-01-08,NORMAL,NORMAL,-16.1,3,248.0,240.0,-3.23,0.4,-3.63,1.22
6648,2026-01-07,2026-01-08,NORMAL,NORMAL,-7.43,9,2361.0,2245.0,-4.91,0.38,-4.96,-0.76
7360,2026-01-07,2026-01-08,NORMAL,NORMAL,-9.29,3,928.0,900.0,-3.02,1.29,-3.45,-5.88
9253,2026-01-07,2026-01-08,NORMAL,NORMAL,-7.85,3,797.0,798.0,0.13,1.38,-2.13,-1.6
1419,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.28,4,3505.0,3450.0,-1.57,0.43,-1.57,0.14
1911,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.26,6,1561.0,1579.0,1.15,1.86,-0.74,2.63
2670,2026-01-08,2026-01-09,NORMAL,NORMAL,-6.38,7,2510.0,2540.5,1.22,1.93,-0.12,0.4
3391,2026-01-08,2026-01-09,NORMAL,NORMAL,-6.33,6,2594.5,2581.5,-0.5,0.33,-4.61,-2.3
3556,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.99,3,1045.0,1072.0,2.58,4.69,-1.44,2.45
4062,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.14,6,6818.0,6714.0,-1.53,0.63,-3.31,-0.48
4935,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.59,9,322.0,317.0,-1.55,0.62,-3.73,0.31
6327,2026-01-08,2026-01-09,NORMAL,NORMAL,-6.86,3,955.0,981.0,2.72,3.04,0.0,0.53
6648,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.63,8,2271.0,2245.0,-1.14,1.85,-1.63,1.16
6977,2026-01-08,2026-01-09,NORMAL,NORMAL,-7.52,3,1019.0,1015.0,-0.39,2.45,-6.08,-0.1
7771,2026-01-08,2026-01-09,NORMAL,NORMAL,-14.79,3,147.0,134.0,-8.84,1.36,-10.2,2.08
8105,2026-01-08,2026-01-09,NORMAL,NORMAL,-7.08,4,223.0,223.0,0.0,0.9,-4.93,0.0
9399,2026-01-08,2026-01-09,NORMAL,NORMAL,-6.49,3,73.0,71.0,-2.74,2.74,-2.74,1.39
9984,2026-01-08,2026-01-09,NORMAL,NORMAL,-7.59,8,4300.0,4263.0,-0.86,0.88,-2.21,0.0
2341,2026-01-09,2026-01-13,NORMAL,NORMAL,-5.13,3,185.0,181.0,-2.16,0.0,-2.16,0.0
241A,2026-01-09,2026-01-13,NORMAL,NORMAL,-5.79,3,676.0,641.0,-5.18,8.43,-5.18,-1.17
2743,2026-01-09,2026-01-13,NORMAL,NORMAL,-25.0,5,2.0,2.0,0.0,50.0,0.0,-33.33
3892,2026-01-09,2026-01-13,NORMAL,NORMAL,-7.56,4,1733.0,1731.0,-0.12,7.39,-4.9,-2.2
5597,2026-01-09,2026-01-13,NORMAL,NORMAL,-8.89,3,1740.0,1555.0,-10.63,0.57,-10.63,7.41
5955,2026-01-09,2026-01-13,NORMAL,NORMAL,-6.52,3,88.0,90.0,2.27,10.23,-2.27,2.33
5974,2026-01-09,2026-01-13,NORMAL,NORMAL,-9.5,3,895.0,874.0,-2.35,0.0,-6.15,2.17
7067,2026-01-09,2026-01-13,NORMAL,NORMAL,-8.38,3,1129.0,1136.0,0.62,2.3,-2.39,-2.59
7409,2026-01-09,2026-01-13,NORMAL,NORMAL,-5.59,5,2746.0,2903.0,5.72,7.06,-1.46,2.2
8267,2026-01-09,2026-01-13,NORMAL,NORMAL,-7.68,6,2199.0,2191.0,-0.36,2.23,-1.3,0.78
9064,2026-01-09,2026-01-13,NORMAL,NORMAL,-5.3,4,2124.0,2121.5,-0.12,1.37,-0.14,0.71
1357,2026-01-13,2026-01-14,NORMAL,NORMAL,-6.27,5,5044.0,4966.0,-1.55,0.61,-2.02,-1.6
1360,2026-01-13,2026-01-14,NORMAL,NORMAL,-6.25,7,123.9,121.8,-1.69,0.56,-2.02,-1.59
1366,2026-01-13,2026-01-14,NORMAL,NORMAL,-6.52,7,127.0,125.0,-1.57,0.79,-2.36,-1.55
137A,2026-01-13,2026-01-14,NORMAL,NORMAL,-21.51,8,874.0,817.0,-6.52,0.11,-6.52,0.23
1459,2026-01-13,2026-01-14,NORMAL,NORMAL,-6.33,6,204.0,201.0,-1.47,0.49,-2.45,-1.45
1469,2026-01-13,2026-01-14,NORMAL,NORMAL,-5.11,8,277.0,276.0,-0.36,0.0,-3.25,0.69
2157,2026-01-13,2026-01-14,NORMAL,NORMAL,-5.74,4,1175.0,1162.0,-1.11,1.19,-1.36,-0.59
2338,2026-01-13,2026-01-14,NORMAL,NORMAL,-7.36,3,340.0,352.0,3.53,8.24,-2.06,0.0
2734,2026-01-13,2026-01-14,NORMAL,NORMAL,-10.42,6,1082.0,1086.0,0.37,0.92,-3.42,4.84
2743,2026-01-13,2026-01-14,NORMAL,NORMAL,-33.33,7,2.0,2.0,0.0,50.0,0.0,0.0
4316,2026-01-13,2026-01-14,NORMAL,NORMAL,-9.77,3,1000.0,979.0,-2.1,1.8,-3.5,-2.44
438A,2026-01-13,2026-01-14,NORMAL,NORMAL,-9.74,3,1470.0,1386.0,-5.71,0.75,-6.46,-0.81
4598,2026-01-13,2026-01-14,NORMAL,NORMAL,-17.74,5,283.0,267.0,-5.65,0.71,-6.01,-23.72
4664,2026-01-13,2026-01-14,NORMAL,NORMAL,-16.27,3,1092.0,1062.0,-2.75,1.37,-5.13,0.09
5129,2026-01-13,2026-01-14,NORMAL,NORMAL,-6.57,4,373.0,374.0,0.27,1.88,-0.8,0.81
7036,2026-01-13,2026-01-14,NORMAL,NORMAL,-15.97,7,989.0,968.0,-2.12,0.0,-3.84,0.0
7581,2026-01-13,2026-01-14,NORMAL,NORMAL,-5.41,3,5920.0,6000.0,1.35,2.03,-0.34,-0.5
8836,2026-01-13,2026-01-14,NORMAL,NORMAL,-6.25,4,30.0,30.0,0.0,3.33,0.0,0.0
1377,2026-01-14,2026-01-15,NORMAL,STRONG,-7.0,6,4035.0,4100.0,1.61,2.35,-0.25,1.25
137A,2026-01-14,2026-01-15,NORMAL,STRONG,-6.31,9,819.0,834.0,1.83,2.44,-2.32,0.24
228A,2026-01-14,2026-01-15,NORMAL,STRONG,-8.78,3,2295.0,2183.0,-4.88,0.31,-6.27,0.0
247A,2026-01-14,2026-01-15,NORMAL,STRONG,-6.68,4,1365.0,1423.0,4.25,5.2,-2.2,-1.3
2726,2026-01-14,2026-01-15,NORMAL,STRONG,-9.09,9,1730.0,1703.0,-1.56,0.69,-2.6,-1.2
290A,2026-01-14,2026-01-15,NORMAL,STRONG,-5.11,4,1015.0,1068.0,5.22,6.01,-0.2,-0.59
3181,2026-01-14,2026-01-15,NORMAL,STRONG,-5.94,4,879.0,895.0,1.82,2.62,-0.68,0.92
325A,2026-01-14,2026-01-15,NORMAL,STRONG,-13.1,3,4180.0,4110.0,-1.67,1.08,-1.67,-1.53
340A,2026-01-14,2026-01-15,NORMAL,STRONG,-12.64,5,388.0,384.0,-1.03,1.8,-2.06,0.26
3562,2026-01-14,2026-01-15,NORMAL,STRONG,-19.99,8,1791.0,1928.0,7.65,7.71,-0.34,-10.49
369A,2026-01-14,2026-01-15,NORMAL,STRONG,-14.44,3,3080.0,3170.0,2.92,3.57,-1.95,0.0
3935,2026-01-14,2026-01-15,NORMAL,STRONG,-10.62,8,821.0,827.0,0.73,1.71,-0.49,0.61
4293,2026-01-14,2026-01-15,NORMAL,STRONG,-9.29,3,467.0,469.0,0.43,0.43,-1.93,1.74
4324,2026-01-14,2026-01-15,NORMAL,STRONG,-11.29,6,3162.0,3108.0,-1.71,0.98,-1.77,0.64
438A,2026-01-14,2026-01-15,NORMAL,STRONG,-6.48,5,1416.0,1398.0,-1.27,0.92,-2.9,2.16
4422,2026-01-14,2026-01-15,NORMAL,STRONG,-11.63,3,1112.0,1500.0,34.89,34.89,-5.13,-7.33
4443,2026-01-14,2026-01-15,NORMAL,STRONG,-5.82,3,1923.0,1976.0,2.76,3.17,-3.54,14.26
4579,2026-01-14,2026-01-15,NORMAL,STRONG,-10.32,3,1013.0,1018.0,0.49,4.74,-1.58,-0.39
4598,2026-01-14,2026-01-15,NORMAL,STRONG,-28.03,9,275.0,268.0,-2.55,1.45,-6.55,3.0
4673,2026-01-14,2026-01-15,NORMAL,STRONG,-13.49,5,4285.0,4525.0,5.6,8.05,0.0,0.47
4812,2026-01-14,2026-01-15,NORMAL,STRONG,-7.23,10,2513.0,2555.0,1.67,2.03,-0.84,-0.08
5578,2026-01-14,2026-01-15,NORMAL,STRONG,-5.3,3,1272.0,1318.0,3.62,7.31,-0.94,1.76
5721,2026-01-14,2026-01-15,NORMAL,STRONG,-13.15,3,183.0,214.0,16.94,22.95,0.0,-1.08
6432,2026-01-14,2026-01-15,NORMAL,STRONG,-7.87,4,6680.0,6520.0,-2.4,0.15,-2.99,0.15
6505,2026-01-14,2026-01-15,NORMAL,STRONG,-8.29,4,2001.0,2005.0,0.2,0.95,-0.4,0.5
9168,2026-01-14,2026-01-15,NORMAL,STRONG,-17.75,6,595.0,614.0,3.19,5.21,0.0,-14.39
135A,2026-01-15,2026-01-16,STRONG,NORMAL,-9.25,6,3005.0,3015.0,0.33,0.83,-3.39,-1.15
1418,2026-01-15,2026-01-16,STRONG,NORMAL,-8.9,4,635.0,630.0,-0.79,2.83,-2.2,0.0
205A,2026-01-15,2026-01-16,STRONG,NORMAL,-9.98,3,1717.0,1659.0,-3.38,0.0,-4.48,0.7
244A,2026-01-15,2026-01-16,STRONG,NORMAL,-11.5,6,1540.0,1535.0,-0.32,0.71,-3.25,0.59
2471,2026-01-15,2026-01-16,STRONG,NORMAL,-5.05,4,263.0,259.0,-1.52,0.38,-2.28,0.0
276A,2026-01-15,2026-01-16,STRONG,NORMAL,-10.06,3,2820.0,2745.0,-2.66,0.0,-3.87,-0.46
3678,2026-01-15,2026-01-16,STRONG,NORMAL,-5.3,5,1717.0,1669.0,-2.8,0.0,-2.85,0.12
3697,2026-01-15,2026-01-16,STRONG,NORMAL,-8.54,6,872.4,836.2,-4.15,0.34,-7.15,0.13
373A,2026-01-15,2026-01-16,STRONG,NORMAL,-9.35,6,1668.0,1655.0,-0.78,0.24,-2.82,0.0
414A,2026-01-15,2026-01-16,STRONG,NORMAL,-9.83,5,1067.0,1040.0,-2.53,0.94,-4.59,0.28
441A,2026-01-15,2026-01-16,STRONG,NORMAL,-5.37,4,641.0,644.0,0.47,1.25,-0.31,1.1
5527,2026-01-15,2026-01-16,STRONG,NORMAL,-8.99,4,717.0,743.0,3.63,3.77,-0.7,1.13
5967,2026-01-15,2026-01-16,STRONG,NORMAL,-5.06,3,505.0,496.0,-1.78,0.0,-2.57,-0.39
6044,2026-01-15,2026-01-16,STRONG,NORMAL,-7.48,4,1998.0,1910.0,-4.4,0.3,-6.26,1.01
6465,2026-01-15,2026-01-16,STRONG,NORMAL,-5.07,4,5180.0,5158.0,-0.42,0.27,-1.54,0.58
6474,2026-01-15,2026-01-16,STRONG,NORMAL,-5.49,3,5160.0,5220.0,1.16,2.33,-0.58,0.0
7049,2026-01-15,2026-01-16,STRONG,NORMAL,-7.41,4,915.0,914.0,-0.11,0.66,-0.44,0.33
7351,2026-01-15,2026-01-16,STRONG,NORMAL,-10.02,4,577.0,576.0,-0.17,0.52,-2.25,0.35
7373,2026-01-15,2026-01-16,STRONG,NORMAL,-21.74,8,2519.0,2261.0,-10.24,0.0,-10.84,-0.04
9168,2026-01-15,2026-01-16,STRONG,NORMAL,-11.65,9,615.0,595.0,-3.25,0.16,-3.58,0.16
9326,2026-01-15,2026-01-16,STRONG,NORMAL,-5.83,3,453.0,468.0,3.31,3.31,-0.44,0.22
9560,2026-01-15,2026-01-16,STRONG,NORMAL,-6.32,4,928.0,907.0,-2.26,0.0,-2.37,0.98
2484,2026-01-16,2026-01-19,NORMAL,NORMAL,-8.9,4,145.0,146.0,0.69,2.07,-3.45,9.02
3088,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.52,6,2522.0,2500.0,-0.87,1.31,-0.87,1.61
3089,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.07,6,1268.0,1266.0,-0.16,0.0,-2.84,1.04
3349,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.17,9,6633.0,6822.0,2.85,5.38,-0.02,1.36
3513,2026-01-16,2026-01-19,NORMAL,NORMAL,-7.1,3,3315.0,3460.0,4.37,6.49,0.0,1.38
3856,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.19,3,583.0,591.0,1.37,2.92,-4.97,-3.32
3896,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.21,3,476.0,501.0,5.25,15.34,-2.94,0.63
3922,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.33,3,2683.0,2671.0,-0.45,0.3,-1.79,-1.36
4316,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.1,5,980.0,1003.0,2.35,4.08,-1.22,1.34
4406,2026-01-16,2026-01-19,NORMAL,NORMAL,-6.55,3,273.0,258.0,-5.49,3.3,-5.49,6.23
4413,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.17,4,2135.0,2124.0,-0.52,1.78,-1.26,0.28
4422,2026-01-16,2026-01-19,NORMAL,NORMAL,-12.0,3,1306.0,1332.0,1.99,13.86,-4.67,-1.06
4716,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.83,8,11860.0,11855.0,-0.04,2.15,-0.93,1.93
4894,2026-01-16,2026-01-19,NORMAL,NORMAL,-6.84,3,8040.0,8410.0,4.6,6.34,-1.24,0.0
5243,2026-01-16,2026-01-19,NORMAL,NORMAL,-8.79,3,2581.0,2734.0,5.93,8.06,-0.81,1.98
5287,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.37,3,1327.0,1292.0,-2.64,0.6,-4.6,-2.21
5471,2026-01-16,2026-01-19,NORMAL,NORMAL,-6.24,3,2038.0,2002.0,-1.77,0.0,-2.82,0.39
5698,2026-01-16,2026-01-19,NORMAL,NORMAL,-9.04,3,910.0,1045.0,14.84,14.84,-1.1,1.68
6058,2026-01-16,2026-01-19,NORMAL,NORMAL,-6.58,3,1481.0,1429.0,-3.51,0.54,-5.54,0.34
6167,2026-01-16,2026-01-19,NORMAL,NORMAL,-10.9,3,1150.0,1155.0,0.43,5.65,-3.39,-3.69
6532,2026-01-16,2026-01-19,NORMAL,NORMAL,-8.02,3,6686.0,6641.0,-0.67,0.09,-2.27,0.92
6572,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.54,5,289.0,278.0,-3.81,0.0,-4.15,-0.34
7373,2026-01-16,2026-01-19,NORMAL,NORMAL,-10.28,9,2280.0,2359.0,3.46,4.3,-0.44,0.84
7746,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.09,3,1070.0,1100.0,2.8,2.8,-2.24,12.63
8136,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.36,4,4762.0,4598.0,-3.44,0.02,-4.64,-0.89
8267,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.26,5,2197.0,2257.0,2.73,3.46,-0.77,3.83
8995,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.09,4,1418.0,1392.0,-1.83,0.85,-2.68,0.0
9104,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.01,3,4735.0,4756.0,0.44,1.03,-1.03,0.36
9227,2026-01-16,2026-01-19,NORMAL,NORMAL,-10.81,3,1350.0,1398.0,3.56,6.59,-4.44,12.13
2338,2026-01-19,2026-01-20,NORMAL,WEAK,-8.36,5,307.0,313.0,1.95,4.56,-0.65,0.0
2721,2026-01-19,2026-01-20,NORMAL,WEAK,-5.1,3,188.0,184.0,-2.13,0.0,-2.66,1.08
3656,2026-01-19,2026-01-20,NORMAL,WEAK,-7.89,3,329.0,343.0,4.26,8.21,-0.91,0.61
3994,2026-01-19,2026-01-20,NORMAL,WEAK,-6.49,3,4450.0,4284.0,-3.73,1.64,-3.73,0.23
6081,2026-01-19,2026-01-20,NORMAL,WEAK,-6.83,3,263.0,265.0,0.76,9.51,-3.8,-3.66
6634,2026-01-19,2026-01-20,NORMAL,WEAK,-6.9,3,137.0,133.0,-2.92,0.0,-3.65,1.48
7506,2026-01-19,2026-01-20,NORMAL,WEAK,-9.91,3,1409.0,1410.0,0.07,1.14,-0.35,0.64
7590,2026-01-19,2026-01-20,NORMAL,WEAK,-5.72,4,412.0,414.0,0.49,0.73,0.0,0.0
7794,2026-01-19,2026-01-20,NORMAL,WEAK,-8.26,3,545.0,526.0,-3.49,2.2,-4.95,0.18
8057,2026-01-19,2026-01-20,NORMAL,WEAK,-80.06,10,2264.0,2209.0,-2.43,0.09,-3.89,-0.04
9327,2026-01-19,2026-01-20,NORMAL,WEAK,-11.19,3,260.0,245.0,-5.77,19.23,-8.46,5.69
130A,2026-01-20,2026-01-21,WEAK,WEAK,-5.91,4,495.0,494.0,-0.2,3.43,-0.4,-5.71
135A,2026-01-20,2026-01-21,WEAK,WEAK,-7.08,7,2733.0,2719.0,-0.51,0.99,-2.31,-1.8
198A,2026-01-20,2026-01-21,WEAK,WEAK,-13.43,3,287.0,286.0,-0.35,9.76,-6.97,-5.28
3529,2026-01-20,2026-01-21,WEAK,WEAK,-5.2,6,1146.0,1199.0,4.62,4.89,-1.4,1.42
4082,2026-01-20,2026-01-21,WEAK,WEAK,-10.42,3,3040.0,3100.0,1.97,17.43,-2.3,-11.63
4596,2026-01-20,2026-01-21,WEAK,WEAK,-11.94,3,60.0,60.0,0.0,15.0,-1.67,1.69
6504,2026-01-20,2026-01-21,WEAK,WEAK,-7.44,3,11270.0,11290.0,0.18,3.11,-0.18,-2.59
6787,2026-01-20,2026-01-21,WEAK,WEAK,-5.66,8,9180.0,9430.0,2.72,4.25,-0.44,-1.61
8742,2026-01-20,2026-01-21,WEAK,WEAK,-10.69,3,452.0,458.0,1.33,1.55,-2.21,-5.04
9399,2026-01-20,2026-01-21,WEAK,WEAK,-5.97,6,63.0,62.0,-1.59,0.0,-6.35,0.0
2337,2026-01-21,2026-01-22,WEAK,STRONG,-7.17,5,413.0,412.0,-0.24,0.73,-1.45,-0.24
2338,2026-01-21,2026-01-22,WEAK,STRONG,-6.39,5,285.0,276.0,-3.16,0.7,-4.56,-2.73
3204,2026-01-21,2026-01-22,WEAK,STRONG,-7.9,3,500.0,503.0,0.6,0.6,-1.8,-2.53
3671,2026-01-21,2026-01-22,WEAK,STRONG,-5.61,3,352.0,357.0,1.42,2.27,-0.28,-0.28
3778,2026-01-21,2026-01-22,WEAK,STRONG,-5.38,3,2740.0,2746.0,0.22,0.55,-0.84,0.55
3853,2026-01-21,2026-01-22,WEAK,STRONG,-10.51,3,1162.0,1150.0,-1.03,4.04,-4.39,-2.52
4100,2026-01-21,2026-01-22,WEAK,STRONG,-8.74,3,1565.0,1466.0,-6.33,1.85,-8.37,0.64
4361,2026-01-21,2026-01-22,WEAK,STRONG,-11.31,3,1660.0,1653.0,-0.42,0.9,-2.29,-2.01
462A,2026-01-21,2026-01-22,WEAK,STRONG,-8.75,7,933.0,962.0,3.11,7.61,-2.47,0.54
4784,2026-01-21,2026-01-22,WEAK,STRONG,-6.06,3,843.0,818.0,-2.97,2.02,-3.68,-1.17
5131,2026-01-21,2026-01-22,WEAK,STRONG,-12.77,6,167.0,158.0,-5.39,0.0,-5.99,1.83
5240,2026-01-21,2026-01-22,WEAK,STRONG,-5.42,5,262.0,252.0,-3.82,0.76,-4.2,0.0
5721,2026-01-21,2026-01-22,WEAK,STRONG,-28.18,5,150.0,148.0,-1.33,4.0,-6.0,-5.06
6063,2026-01-21,2026-01-22,WEAK,STRONG,-5.24,3,961.0,950.0,-1.14,1.35,-1.77,-1.54
6166,2026-01-21,2026-01-22,WEAK,STRONG,-19.01,3,669.0,581.0,-13.15,0.9,-19.13,4.69
7280,2026-01-21,2026-01-22,WEAK,STRONG,-7.81,3,1774.0,1421.0,-19.9,0.0,-20.86,9.71
7477,2026-01-21,2026-01-22,WEAK,STRONG,-5.17,3,1689.0,1874.0,10.95,13.74,-0.06,0.0
8105,2026-01-21,2026-01-22,WEAK,STRONG,-7.66,6,193.0,185.0,-4.15,0.0,-6.74,0.0
8729,2026-01-21,2026-01-22,WEAK,STRONG,-5.77,4,160.3,158.0,-1.43,0.19,-1.56,1.14
2338,2026-01-22,2026-01-23,STRONG,NORMAL,-5.8,5,284.0,278.0,-2.11,0.0,-3.52,2.9
2667,2026-01-22,2026-01-23,STRONG,NORMAL,-7.62,3,300.0,283.0,-5.67,1.67,-10.0,-0.99
3372,2026-01-22,2026-01-23,STRONG,NORMAL,-5.37,3,234.0,229.0,-2.14,0.0,-2.56,2.18
4098,2026-01-22,2026-01-23,STRONG,NORMAL,-11.68,3,1250.0,1428.0,14.24,24.8,-5.6,-1.03
4531,2026-01-22,2026-01-23,STRONG,NORMAL,-15.63,3,465.0,492.0,5.81,9.68,-5.59,-2.11
5721,2026-01-22,2026-01-23,STRONG,NORMAL,-6.33,6,148.0,142.0,-4.05,0.68,-4.73,0.0
5856,2026-01-22,2026-01-23,STRONG,NORMAL,-6.25,3,30.0,30.0,0.0,3.33,-3.33,0.0
6081,2026-01-22,2026-01-23,STRONG,NORMAL,-7.83,3,320.0,335.0,4.69,9.06,-4.38,0.63
6166,2026-01-22,2026-01-23,STRONG,NORMAL,-9.08,3,618.0,640.0,3.56,10.03,-5.34,6.37
6276,2026-01-22,2026-01-23,STRONG,NORMAL,-11.2,4,324.0,317.0,-2.16,0.31,-4.63,-0.31
6433,2026-01-22,2026-01-23,STRONG,NORMAL,-11.64,3,886.0,900.0,1.58,4.51,-3.72,-0.23
6696,2026-01-22,2026-01-23,STRONG,NORMAL,-11.58,3,343.0,337.0,-1.75,0.29,-2.92,2.08
6814,2026-01-22,2026-01-23,STRONG,NORMAL,-5.51,4,7280.0,7060.0,-3.02,1.92,-3.02,-1.22
7280,2026-01-22,2026-01-23,STRONG,NORMAL,-12.12,3,1397.0,1374.0,-1.65,5.8,-5.15,-1.69
8267,2026-01-22,2026-01-23,STRONG,NORMAL,-5.53,3,2232.0,2240.0,0.36,0.69,-1.28,0.88
9610,2026-01-22,2026-01-23,STRONG,NORMAL,-7.59,5,212.0,216.0,1.89,1.89,-5.66,2.42
1433,2026-01-29,2026-01-30,NORMAL,NORMAL,-8.67,6,1192.0,1176.0,-1.34,1.26,-2.1,-1.57
1514,2026-01-29,2026-01-30,NORMAL,NORMAL,-17.23,3,676.0,672.0,-0.59,1.63,-3.7,-4.92
1758,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.31,7,2530.0,2550.0,0.79,0.79,-1.5,2.02
2338,2026-01-29,2026-01-30,NORMAL,NORMAL,-9.4,7,228.0,211.0,-7.46,0.0,-8.77,7.55
2585,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.35,6,1578.0,1609.0,1.96,2.72,-1.33,1.94
2721,2026-01-29,2026-01-30,NORMAL,NORMAL,-11.06,4,184.0,181.0,-1.63,0.0,-2.72,-0.54
2737,2026-01-29,2026-01-30,NORMAL,NORMAL,-19.89,8,11510.0,11740.0,2.0,4.0,-1.56,2.4
2983,2026-01-29,2026-01-30,NORMAL,NORMAL,-48.45,9,1640.0,1647.0,0.43,0.91,-3.66,0.68
299A,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.56,3,1088.0,1102.0,1.29,1.93,-0.92,-1.45
3064,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.93,7,2038.5,2091.5,2.6,3.38,-0.12,0.12
3103,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.21,3,538.0,629.0,16.91,16.91,-0.93,1.7
3169,2026-01-29,2026-01-30,NORMAL,NORMAL,-9.51,8,628.0,633.0,0.8,0.8,0.0,0.0
3246,2026-01-29,2026-01-30,NORMAL,NORMAL,-9.33,9,677.0,666.0,-1.62,0.89,-1.62,-0.44
3320,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.13,6,1352.0,1375.0,1.7,2.22,-0.15,0.07
3446,2026-01-29,2026-01-30,NORMAL,NORMAL,-19.18,3,1300.0,1271.0,-2.23,0.77,-2.31,-1.44
3529,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.23,6,1139.0,1152.0,1.14,1.14,-2.11,-0.26
3662,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.56,7,1133.0,1118.0,-1.32,0.62,-2.38,-0.61
3665,2026-01-29,2026-01-30,NORMAL,NORMAL,-15.29,6,424.0,403.0,-4.95,2.36,-5.42,-1.85
366A,2026-01-29,2026-01-30,NORMAL,NORMAL,-48.75,9,1061.0,1046.0,-1.41,0.19,-4.34,-0.19
3697,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.76,7,750.0,731.7,-2.44,0.19,-3.11,-2.47
4113,2026-01-29,2026-01-30,NORMAL,NORMAL,-13.67,8,1112.0,1132.0,1.8,3.69,0.0,0.63
4241,2026-01-29,2026-01-30,NORMAL,NORMAL,-10.01,3,605.0,645.0,6.61,9.09,0.0,-0.98
4287,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.21,8,452.0,468.0,3.54,3.54,0.0,-0.22
4347,2026-01-29,2026-01-30,NORMAL,NORMAL,-8.45,9,1860.0,1935.0,4.03,4.57,-0.48,2.2
4362,2026-01-29,2026-01-30,NORMAL,NORMAL,-11.83,7,2636.0,2622.0,-0.53,0.19,-1.9,1.93
4376,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.06,3,156.0,158.0,1.28,1.92,-0.64,0.65
4422,2026-01-29,2026-01-30,NORMAL,NORMAL,-70.49,4,340.0,396.0,16.47,16.47,0.0,7.59
4478,2026-01-29,2026-01-30,NORMAL,NORMAL,-7.52,5,2658.0,2711.0,1.99,2.9,-0.26,-2.71
5031,2026-01-29,2026-01-30,NORMAL,NORMAL,-13.39,9,290.0,290.0,0.0,1.38,-0.34,-0.34
5279,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.14,3,1445.0,1402.0,-2.98,0.07,-4.01,0.35
5381,2026-01-29,2026-01-30,NORMAL,NORMAL,-13.37,3,505.0,528.0,4.55,8.12,-1.39,-3.81
5721,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.33,6,142.0,139.0,-2.11,0.7,-4.23,0.0
6140,2026-01-29,2026-01-30,NORMAL,NORMAL,-13.08,3,895.0,905.0,1.12,2.35,-1.56,-1.0
6342,2026-01-29,2026-01-30,NORMAL,NORMAL,-12.64,3,3575.0,3135.0,-12.31,19.16,-12.31,-6.78
6356,2026-01-29,2026-01-30,NORMAL,NORMAL,-8.04,5,840.0,856.0,1.9,2.5,-2.98,0.6
6433,2026-01-29,2026-01-30,NORMAL,NORMAL,-8.77,6,801.0,951.0,18.73,18.73,-1.37,0.0
6532,2026-01-29,2026-01-30,NORMAL,NORMAL,-8.17,5,5742.0,5441.0,-5.24,0.14,-5.56,-1.0
