code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,ret_oc,ret_max,ret_low
7545,2025-12-22,2025-12-23,NORMAL,NORMAL,-5.61,5,-0.29,0.86,-0.43
7552,2025-12-29,2025-12-30,NORMAL,WEAK,-49.78,9,-0.41,0.85,-0.98
7552,2026-02-12,2026-02-13,NORMAL,WEAK,-5.3,4,-2.2,0.97,-2.38
7564,2026-01-06,2026-01-07,NORMAL,NORMAL,-5.98,4,0.96,1.28,-1.12
7571,2025-10-03,2025-10-06,NORMAL,NORMAL,-4.2,6,-1.68,1.68,-3.36
7571,2025-11-14,2025-11-17,NORMAL,NORMAL,-10.4,5,-0.88,1.75,-4.39
7575,2026-02-02,2026-02-03,NORMAL,NORMAL,-9.13,8,1.2,1.7,-0.42
7578,2026-02-16,2026-02-17,NORMAL,NORMAL,-5.69,6,-1.72,0.0,-2.59
7581,2026-01-13,2026-01-14,NORMAL,NORMAL,-5.41,3,1.35,2.03,-0.34
7590,2025-11-27,2025-11-28,NORMAL,NORMAL,-7.47,3,-0.47,0.47,-0.47
7590,2026-01-19,2026-01-20,NORMAL,WEAK,-5.72,4,0.49,0.73,0.0
7599,2026-03-06,2026-03-10,NORMAL,WEAK,-6.7,5,0.23,2.65,-0.83
7600,2025-10-30,2025-10-31,NORMAL,NORMAL,-4.67,4,-4.22,0.4,-4.42
7602,2026-02-19,2026-02-20,NORMAL,WEAK,-4.13,4,-6.99,0.0,-8.3
7602,2026-02-20,2026-02-24,WEAK,NORMAL,-8.19,7,3.29,5.16,-1.41
7603,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.43,5,-1.84,1.23,-1.84
7603,2025-12-17,2025-12-18,NORMAL,NORMAL,-5.16,5,0.0,0.68,-2.04
7603,2026-02-20,2026-02-24,WEAK,NORMAL,-4.65,4,-1.83,3.05,-3.66
7603,2026-02-25,2026-02-26,NORMAL,NORMAL,-6.83,6,0.0,4.76,0.0
7607,2025-10-15,2025-10-16,NORMAL,NORMAL,-4.96,7,-1.61,1.13,-1.94
7608,2025-11-20,2025-11-21,NORMAL,NORMAL,-6.29,3,1.72,3.05,-1.25
7608,2026-02-26,2026-02-27,NORMAL,NORMAL,-47.37,8,3.11,4.89,0.0
7609,2025-11-05,2025-11-06,WEAK,NORMAL,-7.09,3,-2.07,0.11,-2.07
7609,2025-12-29,2025-12-30,NORMAL,WEAK,-48.88,10,-1.78,1.13,-2.06
7611,2025-10-07,2025-10-08,NORMAL,NORMAL,-4.64,5,-0.43,0.86,-0.43
7613,2025-11-10,2025-11-11,NORMAL,NORMAL,-8.76,8,1.63,1.63,-0.57
7613,2026-02-13,2026-02-16,WEAK,NORMAL,-4.74,3,1.58,3.16,-0.38
7613,2026-03-10,2026-03-11,WEAK,NORMAL,-7.32,6,0.08,1.78,0.0
7614,2025-11-20,2025-11-21,NORMAL,NORMAL,-4.95,3,-16.7,6.65,-17.14
7614,2025-11-21,2025-11-25,NORMAL,NORMAL,-20.21,4,0.39,2.62,-0.39
7615,2025-10-17,2025-10-20,WEAK,NORMAL,-5.17,5,0.59,3.55,-4.14
7615,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.25,6,5.0,10.62,-0.62
7615,2025-11-20,2025-11-21,NORMAL,NORMAL,-4.22,4,-3.82,0.64,-4.46
7615,2025-11-21,2025-11-25,NORMAL,NORMAL,-5.03,5,-2.6,0.65,-3.25
7624,2025-12-25,2025-12-26,NORMAL,NORMAL,-6.9,4,-1.46,0.0,-3.65
7628,2025-12-29,2025-12-30,NORMAL,WEAK,-50.41,10,0.17,1.83,-0.08
7640,2025-10-30,2025-10-31,NORMAL,NORMAL,-10.71,5,-1.12,2.25,-1.69
7640,2025-11-04,2025-11-05,NORMAL,WEAK,-5.68,4,-1.21,0.61,-3.03
7640,2025-12-16,2025-12-17,WEAK,NORMAL,-16.54,3,-0.94,0.47,-5.19
7640,2026-03-13,2026-03-16,WEAK,NORMAL,-7.52,3,-3.88,0.49,-3.88
7670,2026-03-16,2026-03-17,NORMAL,NORMAL,-4.19,8,-0.72,2.17,-2.08
7679,2026-01-07,2026-01-08,NORMAL,NORMAL,-4.15,3,-1.9,1.0,-1.9
7683,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.84,6,0.83,0.83,-0.08
7686,2026-02-24,2026-02-25,NORMAL,NORMAL,-7.87,7,-2.11,0.0,-3.05
7687,2026-01-30,2026-02-02,NORMAL,NORMAL,-5.41,3,-2.04,0.0,-2.04
7692,2025-12-12,2025-12-15,NORMAL,NORMAL,-4.0,4,5.21,5.21,-2.08
7692,2026-03-13,2026-03-16,WEAK,NORMAL,-5.66,4,-1.98,0.0,-1.98
7707,2026-02-17,2026-02-18,NORMAL,NORMAL,-7.08,4,4.6,7.53,-1.67
7707,2026-02-19,2026-02-20,NORMAL,WEAK,-8.4,3,-3.48,0.87,-3.48
7711,2025-11-06,2025-11-07,NORMAL,NORMAL,-18.36,4,-4.17,3.25,-6.49
7711,2025-11-07,2025-11-10,NORMAL,NORMAL,-7.05,5,-9.21,0.65,-10.34
7711,2025-11-10,2025-11-11,NORMAL,NORMAL,-9.35,7,11.82,11.82,-2.2
7711,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.66,4,-1.79,7.46,-3.43
7711,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.46,5,-3.04,3.96,-4.57
7716,2025-11-25,2025-11-26,NORMAL,NORMAL,-6.27,5,2.11,2.78,-0.15
7717,2025-11-05,2025-11-06,WEAK,NORMAL,-6.03,3,0.15,1.36,-0.76
7717,2025-11-13,2025-11-14,NORMAL,NORMAL,-9.97,7,-1.5,1.1,-1.5
7717,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.01,5,2.07,2.38,-0.9
7719,2025-12-04,2025-12-05,NORMAL,WEAK,-8.64,3,2.06,13.4,-1.37
7719,2026-03-27,2026-03-30,NORMAL,UNKNOWN,-9.86,3,6.0,6.2,-2.0
7721,2025-11-21,2025-11-25,NORMAL,NORMAL,-6.09,3,-3.82,0.36,-5.64
7721,2026-03-27,2026-03-30,NORMAL,UNKNOWN,-4.25,5,-1.52,0.46,-3.64
7722,2026-02-10,2026-02-12,NORMAL,NORMAL,-7.04,3,-1.58,0.4,-3.86
7722,2026-03-06,2026-03-10,NORMAL,WEAK,-5.36,4,-0.91,1.02,-1.71
7723,2025-11-05,2025-11-06,WEAK,NORMAL,-8.66,4,0.91,1.92,-0.83
7725,2025-10-17,2025-10-20,WEAK,NORMAL,-4.51,3,0.36,0.71,-0.43
7727,2025-11-05,2025-11-06,WEAK,NORMAL,-4.32,3,0.0,0.95,-1.59
7729,2026-03-10,2026-03-11,WEAK,NORMAL,-7.18,3,0.36,1.87,-0.9
7731,2026-02-06,2026-02-09,NORMAL,NORMAL,-4.57,4,0.51,1.83,-0.69
7733,2026-02-16,2026-02-17,NORMAL,NORMAL,-12.87,8,-2.77,0.0,-3.17
7733,2026-02-20,2026-02-24,WEAK,NORMAL,-4.39,7,-1.17,0.62,-1.54
7735,2025-11-04,2025-11-05,NORMAL,WEAK,-12.43,4,-0.2,1.81,-3.53
7735,2026-03-10,2026-03-11,WEAK,NORMAL,-6.47,3,-1.26,0.73,-3.09
7740,2025-11-07,2025-11-10,NORMAL,NORMAL,-7.68,4,-0.59,0.29,-1.27
7743,2026-02-09,2026-02-10,NORMAL,NORMAL,-6.93,6,-1.62,0.0,-2.34
7743,2026-03-17,2026-03-18,NORMAL,NORMAL,-5.46,3,-5.32,1.5,-10.15
7745,2025-11-10,2025-11-11,NORMAL,NORMAL,-5.95,4,0.65,0.97,-1.57
7746,2025-10-03,2025-10-06,NORMAL,NORMAL,-4.26,3,2.15,5.15,-2.58
7746,2025-11-21,2025-11-25,NORMAL,NORMAL,-6.34,5,-10.73,0.32,-11.67
7746,2025-11-25,2025-11-26,NORMAL,NORMAL,-8.71,6,4.53,10.8,-2.44
7746,2025-12-02,2025-12-03,WEAK,WEAK,-12.33,3,-1.52,3.05,-1.83
7746,2025-12-09,2025-12-10,NORMAL,NORMAL,-6.78,3,-2.85,1.9,-3.16
7746,2025-12-17,2025-12-18,NORMAL,NORMAL,-6.1,7,-2.19,2.19,-2.92
7746,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.09,3,2.8,2.8,-2.24
7746,2026-02-19,2026-02-20,NORMAL,WEAK,-7.9,4,2.7,10.5,-1.5
7746,2026-02-24,2026-02-25,NORMAL,NORMAL,-10.13,4,12.95,12.95,0.0
7746,2026-03-10,2026-03-11,WEAK,NORMAL,-4.77,6,2.85,4.79,-0.2
7760,2026-03-26,2026-03-27,WEAK,NORMAL,-4.82,7,0.22,1.08,-3.48
7771,2026-01-08,2026-01-09,NORMAL,NORMAL,-14.79,3,-8.84,1.36,-10.2
7771,2026-02-18,2026-02-19,NORMAL,NORMAL,-16.95,3,-8.25,0.24,-13.59
7771,2026-02-19,2026-02-20,NORMAL,WEAK,-13.3,3,1.1,9.62,-3.57
7771,2026-03-17,2026-03-18,NORMAL,NORMAL,-4.85,3,9.79,11.22,-1.43
7774,2026-03-27,2026-03-30,NORMAL,UNKNOWN,-7.48,5,-8.58,0.92,-9.19
7776,2025-10-17,2025-10-20,WEAK,NORMAL,-7.63,3,0.46,2.75,-1.15
7776,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.09,4,-1.23,0.74,-1.97
7776,2025-11-21,2025-11-25,NORMAL,NORMAL,-21.11,7,3.16,9.82,0.0
7776,2025-12-02,2025-12-03,WEAK,WEAK,-6.58,8,-1.75,1.75,-1.75
7776,2025-12-04,2025-12-05,NORMAL,WEAK,-4.29,8,-1.1,0.37,-4.76
7776,2025-12-11,2025-12-12,WEAK,NORMAL,-4.91,7,-0.4,1.59,-1.59
7776,2026-03-26,2026-03-27,WEAK,NORMAL,-4.76,3,2.34,4.35,-1.34
7777,2025-12-15,2025-12-16,NORMAL,WEAK,-4.85,3,-2.55,2.55,-4.82
7777,2026-03-13,2026-03-16,WEAK,NORMAL,-20.92,3,6.11,9.98,-0.61
7777,2026-03-16,2026-03-17,NORMAL,NORMAL,-8.11,5,-11.19,0.56,-12.31
7777,2026-03-17,2026-03-18,NORMAL,NORMAL,-8.64,4,3.91,4.32,-1.65
7777,2026-03-26,2026-03-27,WEAK,NORMAL,-5.3,5,4.75,6.65,0.0
7779,2025-11-14,2025-11-17,NORMAL,NORMAL,-6.01,6,-3.49,0.58,-4.65
7779,2026-03-26,2026-03-27,WEAK,NORMAL,-7.77,4,1.41,2.83,-0.35
7794,2025-12-01,2025-12-02,WEAK,WEAK,-5.62,9,-3.23,0.0,-3.23
7794,2025-12-11,2025-12-12,WEAK,NORMAL,-5.57,5,-0.51,1.28,-2.05
7794,2026-01-19,2026-01-20,NORMAL,WEAK,-8.26,3,-3.49,2.2,-4.95
7794,2026-01-30,2026-02-02,NORMAL,NORMAL,-12.93,3,-6.21,5.76,-8.79
7794,2026-02-02,2026-02-03,NORMAL,NORMAL,-6.21,3,5.37,6.19,-5.21
7794,2026-03-26,2026-03-27,WEAK,NORMAL,-7.82,6,0.0,0.0,0.0
7800,2026-02-19,2026-02-20,NORMAL,WEAK,-18.06,3,7.69,10.12,-2.67
7803,2026-02-16,2026-02-17,NORMAL,NORMAL,-5.82,8,-2.32,0.39,-3.47
7806,2025-10-21,2025-10-22,NORMAL,NORMAL,-5.45,6,1.27,1.27,-0.64
7809,2026-02-16,2026-02-17,NORMAL,NORMAL,-5.56,8,-0.21,0.57,-0.43
7810,2026-01-29,2026-01-30,NORMAL,NORMAL,-21.7,3,-7.02,0.58,-7.6
7810,2026-03-26,2026-03-27,WEAK,NORMAL,-4.23,5,0.54,3.24,-1.08
7812,2026-03-25,2026-03-26,NORMAL,WEAK,-5.91,3,-1.26,1.41,-2.31
7814,2025-11-04,2025-11-05,NORMAL,WEAK,-17.36,9,7.49,9.05,-0.47
7814,2025-12-29,2025-12-30,NORMAL,WEAK,-7.42,6,-0.13,0.52,-0.39
7814,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.12,9,3.13,3.28,0.0
7814,2026-02-19,2026-02-20,NORMAL,WEAK,-6.8,10,-0.32,0.63,-1.43
7818,2025-10-16,2025-10-17,NORMAL,WEAK,-7.74,8,0.9,1.89,-0.2
7826,2026-03-26,2026-03-27,WEAK,NORMAL,-5.97,3,-0.62,0.31,-5.46
7827,2025-10-30,2025-10-31,NORMAL,NORMAL,-10.73,9,-1.33,0.0,-2.66
7831,2025-10-30,2025-10-31,NORMAL,NORMAL,-4.55,7,0.0,3.66,0.0
7831,2025-12-01,2025-12-02,WEAK,WEAK,-9.09,3,-4.04,0.0,-6.06
7832,2025-11-06,2025-11-07,NORMAL,NORMAL,-7.37,6,0.4,1.61,-1.32
7833,2025-12-29,2025-12-30,NORMAL,WEAK,-4.81,5,-0.15,1.04,-0.15
7836,2026-02-16,2026-02-17,NORMAL,NORMAL,-7.53,5,-1.18,1.18,-1.18
7837,2025-10-21,2025-10-22,NORMAL,NORMAL,-4.09,3,5.97,5.97,-6.57
7837,2025-10-23,2025-10-24,NORMAL,NORMAL,-11.97,3,-16.44,4.3,-18.28
7839,2026-02-02,2026-02-03,NORMAL,NORMAL,-4.85,5,-3.03,0.06,-3.03
7841,2026-02-16,2026-02-17,NORMAL,NORMAL,-6.44,6,-1.06,0.41,-1.38
7844,2025-11-04,2025-11-05,NORMAL,WEAK,-6.89,5,-3.8,0.0,-4.17
7851,2026-02-12,2026-02-13,NORMAL,WEAK,-5.2,4,0.4,0.79,-0.79
7856,2025-10-30,2025-10-31,NORMAL,NORMAL,-5.51,6,0.94,0.94,-2.57
7859,2025-11-05,2025-11-06,WEAK,NORMAL,-15.64,10,-4.49,0.0,-4.49
7859,2025-11-06,2025-11-07,NORMAL,NORMAL,-4.49,8,0.0,2.41,-2.41
7859,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.11,7,-1.2,0.6,-1.2
7864,2026-02-12,2026-02-13,NORMAL,WEAK,-7.75,5,-4.77,1.64,-5.92
7864,2026-02-13,2026-02-16,WEAK,NORMAL,-6.46,7,-0.41,0.38,-1.71
7865,2025-11-04,2025-11-05,NORMAL,WEAK,-5.25,8,-0.22,0.0,-1.56
7867,2025-11-12,2025-11-13,NORMAL,NORMAL,-7.62,6,0.1,1.62,-1.2
7879,2025-11-27,2025-11-28,NORMAL,NORMAL,-4.17,7,0.3,0.6,-0.3
7883,2025-11-05,2025-11-06,WEAK,NORMAL,-5.15,3,-0.86,0.0,-0.86
7888,2026-03-10,2026-03-11,WEAK,NORMAL,-4.48,4,-1.68,0.84,-1.68
7901,2025-11-28,2025-12-01,NORMAL,WEAK,-7.01,3,-4.05,1.85,-4.05
7901,2026-02-06,2026-02-09,NORMAL,NORMAL,-21.52,3,-16.44,19.55,-16.44
7901,2026-02-09,2026-02-10,NORMAL,NORMAL,-21.94,3,-3.08,5.65,-7.56
7901,2026-02-24,2026-02-25,NORMAL,NORMAL,-4.45,3,0.29,3.74,-2.46
7906,2025-11-10,2025-11-11,NORMAL,NORMAL,-9.06,4,-2.82,0.0,-3.36
7906,2025-12-01,2025-12-02,WEAK,WEAK,-5.71,5,-3.41,0.0,-3.41
7908,2026-01-30,2026-02-02,NORMAL,NORMAL,-6.3,6,0.78,2.35,-0.39
7914,2025-11-10,2025-11-11,NORMAL,NORMAL,-4.58,5,-0.62,1.1,-1.38
7915,2025-11-12,2025-11-13,NORMAL,NORMAL,-6.87,7,-0.58,0.83,-1.9
7915,2026-02-13,2026-02-16,WEAK,NORMAL,-5.16,3,-0.46,1.0,-0.62
7918,2025-11-12,2025-11-13,NORMAL,NORMAL,-4.35,4,0.91,0.91,-0.91
7919,2026-01-30,2026-02-02,NORMAL,NORMAL,-8.26,6,3.96,7.43,-0.5
7922,2026-03-25,2026-03-26,NORMAL,WEAK,-15.06,3,1.48,1.88,-0.4
7946,2026-03-24,2026-03-25,NORMAL,NORMAL,-18.4,10,3.25,5.69,-2.44
7946,2026-03-25,2026-03-26,NORMAL,WEAK,-4.51,10,-7.84,0.16,-8.0
7947,2026-03-10,2026-03-11,WEAK,NORMAL,-5.26,6,-0.33,0.58,-0.33
7955,2026-02-06,2026-02-09,NORMAL,NORMAL,-6.1,3,0.44,0.44,-1.64
7956,2025-11-07,2025-11-10,NORMAL,NORMAL,-10.86,6,2.3,2.33,0.0
7965,2025-11-19,2025-11-20,NORMAL,NORMAL,-4.19,3,-1.11,0.49,-1.54
7965,2025-12-26,2025-12-29,NORMAL,NORMAL,-4.26,4,-0.45,0.25,-1.65
7970,2025-10-24,2025-10-27,NORMAL,NORMAL,-4.21,4,0.84,1.74,-0.37
7972,2025-11-04,2025-11-05,NORMAL,WEAK,-7.22,5,-0.61,0.17,-3.33
7972,2026-02-13,2026-02-16,WEAK,NORMAL,-7.93,3,1.16,3.31,-2.78
7974,2026-01-07,2026-01-08,NORMAL,NORMAL,-4.65,3,-1.5,0.29,-1.6
7974,2026-02-04,2026-02-05,NORMAL,NORMAL,-10.98,8,-0.78,0.81,-1.65
7976,2026-02-13,2026-02-16,WEAK,NORMAL,-9.16,6,2.11,4.3,-0.94
7983,2025-12-09,2025-12-10,NORMAL,NORMAL,-12.36,7,-2.79,0.0,-4.02
7983,2025-12-16,2025-12-17,WEAK,NORMAL,-6.37,9,-0.54,0.0,-2.06
7984,2026-02-13,2026-02-16,WEAK,NORMAL,-5.92,3,-0.79,0.1,-2.61
7990,2025-11-11,2025-11-12,NORMAL,NORMAL,-7.8,8,2.48,2.72,-0.09
7991,2025-11-06,2025-11-07,NORMAL,NORMAL,-7.6,4,0.18,0.95,-0.95
7991,2025-12-02,2025-12-03,WEAK,WEAK,-4.88,7,-1.17,0.39,-2.91
7991,2026-02-04,2026-02-05,NORMAL,NORMAL,-12.9,8,4.09,5.84,-0.13
7992,2025-12-04,2025-12-05,NORMAL,WEAK,-8.33,3,-5.79,9.92,-6.61
7994,2025-11-10,2025-11-11,NORMAL,NORMAL,-5.16,5,-0.27,0.14,-1.14
7997,2025-10-20,2025-10-21,NORMAL,NORMAL,-4.21,4,-1.09,0.0,-2.97
7997,2025-11-27,2025-11-28,NORMAL,NORMAL,-13.61,5,-1.86,0.1,-2.93
7997,2025-12-01,2025-12-02,WEAK,WEAK,-4.68,5,-3.55,0.31,-3.65
8001,2025-12-29,2025-12-30,NORMAL,WEAK,-78.93,10,-1.94,0.05,-2.18
8002,2026-03-06,2026-03-10,NORMAL,WEAK,-6.5,3,0.8,1.73,-0.8
8008,2026-02-26,2026-02-27,NORMAL,NORMAL,-4.12,3,1.38,1.38,-0.39
8014,2025-10-30,2025-10-31,NORMAL,NORMAL,-5.26,6,11.66,11.66,0.0
8020,2025-12-29,2025-12-30,NORMAL,WEAK,-48.61,8,-0.47,0.53,-0.47
8022,2026-03-16,2026-03-17,NORMAL,NORMAL,-4.1,6,-1.45,0.14,-2.17
8029,2025-12-29,2025-12-30,NORMAL,WEAK,-6.95,7,-0.12,0.48,-0.2
8032,2025-11-07,2025-11-10,NORMAL,NORMAL,-5.01,4,-1.64,0.14,-1.78
8035,2025-11-21,2025-11-25,NORMAL,NORMAL,-7.14,3,0.32,0.94,-0.87
8037,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.28,4,0.81,0.81,-1.26
8050,2026-01-06,2026-01-07,NORMAL,NORMAL,-4.38,4,0.84,0.98,-0.7
8052,2025-11-04,2025-11-05,NORMAL,WEAK,-5.28,3,-0.89,0.54,-1.5
8053,2026-03-06,2026-03-10,NORMAL,WEAK,-7.21,3,1.03,1.8,-0.75
8056,2025-11-06,2025-11-07,NORMAL,NORMAL,-10.58,6,2.58,2.69,-0.83
8056,2026-02-04,2026-02-05,NORMAL,NORMAL,-8.84,9,-1.16,1.29,-3.33
8056,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.01,6,1.06,1.64,-0.68
8057,2025-12-04,2025-12-05,NORMAL,WEAK,-9.52,6,-2.65,0.98,-2.94
8057,2026-01-19,2026-01-20,NORMAL,WEAK,-80.06,10,-2.43,0.09,-3.89
8057,2026-02-13,2026-02-16,WEAK,NORMAL,-4.07,4,1.17,1.31,-0.19
8061,2025-11-07,2025-11-10,NORMAL,NORMAL,-12.45,4,1.64,1.73,-3.0
8077,2025-12-15,2025-12-16,NORMAL,WEAK,-6.37,6,-0.84,0.0,-0.84
8077,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.8,9,0.94,1.41,-0.94
8081,2025-11-05,2025-11-06,WEAK,NORMAL,-5.4,3,-2.06,0.05,-2.45
8088,2026-03-06,2026-03-10,NORMAL,WEAK,-5.68,3,0.35,1.12,-0.72
8091,2025-11-10,2025-11-11,NORMAL,NORMAL,-4.34,4,-0.45,0.12,-1.28
8093,2025-11-13,2025-11-14,NORMAL,NORMAL,-4.56,5,0.86,1.72,-0.52
8103,2025-10-31,2025-11-04,NORMAL,NORMAL,-8.54,6,-0.99,0.5,-2.85
8103,2026-03-10,2026-03-11,WEAK,NORMAL,-6.86,5,-0.6,0.48,-0.6
8104,2026-02-09,2026-02-10,NORMAL,NORMAL,-6.05,5,0.0,0.49,-1.48
8105,2025-10-06,2025-10-07,NORMAL,NORMAL,-6.23,3,-5.6,1.23,-10.68
8105,2025-10-07,2025-10-08,NORMAL,NORMAL,-8.18,4,-4.15,2.83,-4.15
8105,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.75,5,2.2,4.59,-1.8
8105,2025-10-15,2025-10-16,NORMAL,NORMAL,-5.76,6,-5.49,0.0,-5.49
8105,2025-10-16,2025-10-17,NORMAL,WEAK,-6.56,6,4.2,4.69,-2.47
8105,2025-11-19,2025-11-20,NORMAL,NORMAL,-8.02,7,15.2,15.2,-5.64
8105,2025-11-25,2025-11-26,NORMAL,NORMAL,-18.18,5,-4.84,8.29,-8.06
8105,2025-11-26,2025-11-27,NORMAL,NORMAL,-8.22,4,-4.82,0.69,-6.65
8105,2025-11-28,2025-12-01,NORMAL,WEAK,-5.06,5,0.0,0.0,0.0
8105,2025-12-01,2025-12-02,WEAK,WEAK,-20.3,5,42.0,52.0,0.0
8105,2025-12-03,2025-12-04,WEAK,NORMAL,-12.68,7,-4.69,7.5,-5.31
8105,2025-12-11,2025-12-12,WEAK,NORMAL,-10.1,6,-2.28,1.9,-4.94
8105,2025-12-16,2025-12-17,WEAK,NORMAL,-7.48,7,-0.42,2.12,-4.66
8105,2026-01-08,2026-01-09,NORMAL,NORMAL,-7.08,4,0.0,0.9,-4.93
8105,2026-01-13,2026-01-14,NORMAL,NORMAL,-4.93,4,-1.39,1.85,-2.78
8105,2026-01-21,2026-01-22,WEAK,NORMAL,-7.66,6,-4.15,0.0,-6.74
8105,2026-01-22,2026-01-23,NORMAL,NORMAL,-4.15,6,4.84,6.99,-1.08
8105,2026-03-26,2026-03-27,WEAK,NORMAL,-4.68,6,0.0,3.12,-4.38
8107,2025-11-13,2025-11-14,NORMAL,NORMAL,-15.91,7,-5.41,2.7,-8.11
8107,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.41,9,-2.94,0.0,-5.88
8107,2026-02-06,2026-02-09,NORMAL,NORMAL,-8.57,3,-3.12,3.12,-3.12
8111,2025-12-16,2025-12-17,WEAK,NORMAL,-6.04,5,-0.35,1.08,-0.91
8111,2026-02-06,2026-02-09,NORMAL,NORMAL,-7.16,5,-0.06,1.33,-1.1
8113,2025-11-11,2025-11-12,NORMAL,NORMAL,-4.22,4,-0.89,0.2,-1.36
8113,2026-02-09,2026-02-10,NORMAL,NORMAL,-6.0,3,0.82,1.0,-0.45
8125,2026-02-26,2026-02-27,NORMAL,NORMAL,-5.2,4,1.89,1.89,-0.55
8127,2025-12-03,2025-12-04,WEAK,NORMAL,-6.46,8,-5.44,0.0,-6.19
8127,2025-12-04,2025-12-05,NORMAL,WEAK,-8.36,10,0.4,1.21,-3.24
8129,2025-10-16,2025-10-17,NORMAL,WEAK,-4.53,5,-0.14,0.79,-0.3
8129,2025-11-04,2025-11-05,NORMAL,WEAK,-4.27,6,-1.49,0.73,-2.47
8133,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.3,4,-1.49,0.28,-2.92
8136,2025-11-06,2025-11-07,NORMAL,NORMAL,-13.79,8,-2.25,0.06,-5.78
8136,2025-11-10,2025-11-11,NORMAL,NORMAL,-5.29,8,-0.34,2.99,-0.45
8136,2025-11-25,2025-11-26,NORMAL,NORMAL,-4.09,7,2.1,2.1,-1.15
8136,2025-12-01,2025-12-02,WEAK,WEAK,-4.17,4,-1.57,0.24,-1.57
8136,2025-12-10,2025-12-11,NORMAL,WEAK,-5.71,4,-2.31,1.35,-3.78
8136,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.36,4,-3.44,0.02,-4.64
8136,2026-01-19,2026-01-20,NORMAL,WEAK,-4.31,5,0.78,3.18,-0.65
8139,2026-02-05,2026-02-06,NORMAL,NORMAL,-4.51,8,4.47,6.28,-1.47
8142,2026-01-29,2026-01-30,NORMAL,NORMAL,-67.17,10,0.71,1.1,-1.73
8143,2026-02-16,2026-02-17,NORMAL,NORMAL,-4.0,4,-0.45,0.91,-1.36
8165,2025-12-29,2025-12-30,NORMAL,WEAK,-4.07,6,-2.38,0.48,-2.38
8165,2026-02-16,2026-02-17,NORMAL,NORMAL,-27.4,10,-1.33,0.0,-2.0
8165,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.67,9,0.0,2.22,-1.48
8166,2025-12-18,2025-12-19,NORMAL,NORMAL,-6.67,5,0.0,1.18,-1.18
8174,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.97,7,2.52,3.26,-0.34
8179,2025-12-29,2025-12-30,NORMAL,WEAK,-52.28,10,-1.35,0.67,-1.35
8226,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.5,3,1.08,2.8,-0.43
8227,2026-02-19,2026-02-20,NORMAL,WEAK,-67.43,10,-0.76,0.51,-4.18
8227,2026-03-10,2026-03-11,WEAK,NORMAL,-4.31,7,-3.44,0.03,-3.44
8237,2026-03-06,2026-03-10,NORMAL,WEAK,-6.61,3,-4.33,2.75,-4.84
8237,2026-03-10,2026-03-11,WEAK,NORMAL,-8.39,5,-6.86,0.6,-6.91
8254,2025-10-06,2025-10-07,NORMAL,NORMAL,-14.12,8,-3.21,2.98,-3.67
8254,2025-10-22,2025-10-23,NORMAL,NORMAL,-4.8,6,-0.75,0.25,-1.01
8254,2026-02-09,2026-02-10,NORMAL,NORMAL,-11.66,7,1.3,1.82,-1.56
8267,2025-12-08,2025-12-09,NORMAL,NORMAL,-6.86,3,0.7,1.47,-0.91
8267,2026-01-09,2026-01-13,NORMAL,NORMAL,-7.68,6,-0.36,2.23,-1.3
8267,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.26,5,2.73,3.46,-0.77
8267,2026-01-22,2026-01-23,NORMAL,NORMAL,-5.53,3,0.36,0.69,-1.28
8273,2026-02-26,2026-02-27,NORMAL,NORMAL,-67.28,10,0.39,0.58,-1.93
8278,2026-02-26,2026-02-27,NORMAL,NORMAL,-4.06,5,0.19,0.19,-0.86
8281,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.96,5,-1.6,0.75,-3.02
8283,2025-11-05,2025-11-06,WEAK,NORMAL,-7.34,6,0.96,1.77,0.0
8308,2025-10-17,2025-10-20,WEAK,NORMAL,-4.0,4,3.91,3.91,-0.35
8358,2025-10-17,2025-10-20,WEAK,NORMAL,-4.15,4,2.36,2.77,-0.47
8381,2026-03-06,2026-03-10,NORMAL,WEAK,-5.64,3,3.94,4.13,-0.84
8410,2026-02-09,2026-02-10,NORMAL,NORMAL,-4.11,4,1.66,1.66,-0.14
8411,2025-10-17,2025-10-20,WEAK,NORMAL,-4.01,4,3.99,4.31,-0.17
