code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,ret_oc,ret_max,ret_low
2884,2025-10-17,2025-10-20,WEAK,NORMAL,-7.22,10,-2.64,1.9,-3.37
2884,2025-11-19,2025-11-20,NORMAL,NORMAL,-7.27,4,-1.37,1.06,-1.52
2884,2026-03-26,2026-03-27,WEAK,NORMAL,-4.64,4,-0.45,0.34,-1.58
288A,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.19,6,-2.05,0.68,-2.74
288A,2025-12-03,2025-12-04,WEAK,NORMAL,-4.44,7,0.0,1.55,-0.78
288A,2026-02-13,2026-02-16,WEAK,NORMAL,-6.72,4,0.81,2.42,0.0
2897,2025-11-11,2025-11-12,NORMAL,NORMAL,-4.26,4,2.22,2.65,-0.17
2901,2025-12-02,2025-12-03,WEAK,WEAK,-6.86,5,-3.12,0.0,-5.38
2901,2025-12-04,2025-12-05,NORMAL,WEAK,-17.92,9,-17.47,0.0,-17.47
2901,2025-12-05,2025-12-08,WEAK,NORMAL,-17.47,10,-0.26,3.66,-6.54
2901,2025-12-16,2025-12-17,WEAK,NORMAL,-5.15,6,-1.89,0.47,-4.96
290A,2025-11-14,2025-11-17,NORMAL,NORMAL,-8.37,3,0.88,0.88,-0.1
290A,2025-12-25,2025-12-26,NORMAL,NORMAL,-14.26,4,2.31,5.43,-1.42
290A,2026-01-07,2026-01-08,NORMAL,NORMAL,-6.51,3,-1.9,0.57,-2.29
290A,2026-01-14,2026-01-15,NORMAL,NORMAL,-5.11,4,5.22,6.01,-0.2
2910,2025-12-05,2025-12-08,WEAK,NORMAL,-5.6,7,2.17,2.47,-0.6
2924,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.1,7,0.15,0.34,-1.96
2924,2026-02-13,2026-02-16,WEAK,NORMAL,-5.88,4,-0.35,1.29,-0.45
2926,2025-11-10,2025-11-11,NORMAL,NORMAL,-8.93,5,0.0,0.96,-3.85
2926,2025-12-05,2025-12-08,WEAK,NORMAL,-4.0,3,-4.21,0.0,-6.32
2926,2025-12-08,2025-12-09,NORMAL,NORMAL,-5.21,7,0.0,1.09,-1.09
2926,2026-02-06,2026-02-09,NORMAL,NORMAL,-5.94,4,-2.08,0.0,-3.12
2929,2025-12-01,2025-12-02,WEAK,WEAK,-4.59,6,-1.2,0.67,-1.33
2929,2025-12-11,2025-12-12,WEAK,NORMAL,-7.05,9,-2.61,1.45,-3.62
2931,2025-12-01,2025-12-02,WEAK,WEAK,-4.77,4,-0.5,1.01,-0.5
2932,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.07,4,-0.63,0.0,-1.57
2934,2025-11-27,2025-11-28,NORMAL,NORMAL,-9.01,9,0.26,1.66,-1.02
2934,2025-12-04,2025-12-05,NORMAL,WEAK,-4.62,10,-2.92,0.0,-4.23
2935,2026-02-26,2026-02-27,NORMAL,NORMAL,-4.64,4,0.57,0.81,-0.9
2936,2025-10-15,2025-10-16,NORMAL,NORMAL,-14.19,9,-7.05,0.27,-7.32
2936,2025-10-16,2025-10-17,NORMAL,WEAK,-7.05,9,-9.12,0.0,-9.97
2936,2025-10-17,2025-10-20,WEAK,NORMAL,-7.0,10,0.3,1.19,-2.39
2962,2025-12-05,2025-12-08,WEAK,NORMAL,-8.46,5,-1.64,12.6,-3.56
2962,2026-01-29,2026-01-30,NORMAL,NORMAL,-4.48,3,-1.1,2.43,-7.51
2962,2026-02-13,2026-02-16,WEAK,NORMAL,-8.9,3,0.0,0.0,0.0
2962,2026-03-26,2026-03-27,WEAK,NORMAL,-7.68,6,-4.44,0.22,-8.23
2970,2025-11-11,2025-11-12,NORMAL,NORMAL,-8.76,4,-5.03,1.21,-6.7
2970,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.33,6,-5.07,0.0,-7.51
2978,2025-11-04,2025-11-05,NORMAL,WEAK,-6.19,7,1.91,10.62,0.0
2980,2026-02-04,2026-02-05,NORMAL,NORMAL,-8.35,10,2.23,4.11,-1.61
2980,2026-02-06,2026-02-09,NORMAL,NORMAL,-6.13,10,-1.12,0.48,-2.8
2980,2026-02-13,2026-02-16,WEAK,NORMAL,-10.55,5,-0.85,0.52,-3.14
2982,2025-11-20,2025-11-21,NORMAL,NORMAL,-5.41,5,1.94,3.16,-1.7
2982,2025-12-19,2025-12-22,NORMAL,NORMAL,-6.87,4,2.56,3.85,-2.05
2982,2025-12-22,2025-12-23,NORMAL,NORMAL,-4.76,6,3.73,4.23,0.0
2982,2026-02-12,2026-02-13,NORMAL,WEAK,-12.3,4,-1.64,0.0,-6.32
2983,2026-01-29,2026-01-30,NORMAL,NORMAL,-48.45,9,0.43,0.91,-3.66
2983,2026-02-17,2026-02-18,NORMAL,NORMAL,-7.82,8,-5.12,1.6,-9.11
2983,2026-02-20,2026-02-24,WEAK,NORMAL,-4.56,3,0.85,2.24,-3.03
2983,2026-03-17,2026-03-18,NORMAL,NORMAL,-15.71,7,-2.43,1.24,-5.36
2986,2026-02-13,2026-02-16,WEAK,NORMAL,-5.87,3,-1.41,0.0,-6.24
298A,2025-11-20,2025-11-21,NORMAL,NORMAL,-10.02,10,3.68,6.06,-0.43
298A,2026-02-16,2026-02-17,NORMAL,NORMAL,-17.39,10,-1.92,4.4,-9.34
298A,2026-02-17,2026-02-18,NORMAL,NORMAL,-6.05,10,4.99,8.5,0.0
2991,2025-12-12,2025-12-15,NORMAL,NORMAL,-6.56,5,0.61,1.07,-1.83
2991,2026-01-20,2026-01-21,WEAK,WEAK,-4.53,6,0.0,0.31,-0.77
2991,2026-03-16,2026-03-17,NORMAL,NORMAL,-6.38,7,2.09,2.26,-1.74
2998,2025-11-04,2025-11-05,NORMAL,WEAK,-9.52,9,-2.61,0.34,-7.71
2998,2025-11-05,2025-11-06,WEAK,NORMAL,-4.87,8,-3.54,1.06,-5.54
2998,2025-11-06,2025-11-07,NORMAL,NORMAL,-4.77,9,5.76,6.62,-1.35
2998,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.55,4,-5.98,0.32,-8.43
2998,2025-12-04,2025-12-05,NORMAL,WEAK,-4.26,4,0.76,1.14,-1.14
2998,2026-02-13,2026-02-16,WEAK,NORMAL,-15.31,7,-5.66,0.11,-6.97
2998,2026-02-17,2026-02-18,NORMAL,NORMAL,-6.81,6,5.11,5.6,-1.34
2998,2026-02-19,2026-02-20,NORMAL,WEAK,-8.8,8,-2.44,1.03,-2.44
2998,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.83,7,2.19,3.42,-0.14
299A,2025-10-07,2025-10-08,NORMAL,NORMAL,-8.07,6,-2.61,1.06,-2.98
299A,2025-10-22,2025-10-23,NORMAL,NORMAL,-6.06,5,0.21,2.17,-0.91
299A,2025-11-04,2025-11-05,NORMAL,WEAK,-4.04,6,3.63,4.89,-5.04
299A,2025-11-06,2025-11-07,NORMAL,NORMAL,-10.08,6,2.35,4.94,-1.1
299A,2025-12-05,2025-12-08,WEAK,NORMAL,-4.52,3,0.83,1.75,-0.5
299A,2025-12-11,2025-12-12,WEAK,NORMAL,-5.43,3,-0.94,1.62,-2.48
299A,2025-12-16,2025-12-17,WEAK,NORMAL,-5.32,4,3.3,4.26,-1.3
299A,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.56,3,1.29,1.93,-0.92
299A,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.19,7,-1.54,0.0,-3.85
299A,2026-02-12,2026-02-13,NORMAL,WEAK,-5.11,5,-0.3,1.7,-1.8
299A,2026-02-20,2026-02-24,WEAK,NORMAL,-4.12,3,-4.62,0.96,-6.16
3001,2025-12-29,2025-12-30,NORMAL,WEAK,-4.2,3,-2.07,0.03,-2.27
300A,2026-02-13,2026-02-16,WEAK,NORMAL,-8.18,6,-1.55,0.0,-4.44
300A,2026-02-17,2026-02-18,NORMAL,NORMAL,-5.26,5,-1.95,1.08,-3.25
300A,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.06,4,1.74,1.93,-2.35
3010,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.39,3,-4.64,0.0,-5.15
3021,2025-12-29,2025-12-30,NORMAL,WEAK,-7.44,3,0.59,1.49,-2.66
3023,2026-01-16,2026-01-19,NORMAL,NORMAL,-4.38,3,6.83,8.85,-0.96
3030,2026-01-13,2026-01-14,NORMAL,NORMAL,-4.48,3,0.1,1.1,-2.4
3030,2026-02-26,2026-02-27,NORMAL,NORMAL,-7.62,6,1.76,1.76,-2.59
3030,2026-03-10,2026-03-11,WEAK,NORMAL,-9.05,6,-1.68,2.02,-2.69
3031,2025-10-30,2025-10-31,NORMAL,NORMAL,-4.55,6,-1.48,0.44,-1.48
3034,2026-02-06,2026-02-09,NORMAL,NORMAL,-8.07,6,-2.94,0.25,-4.26
3038,2025-10-06,2025-10-07,NORMAL,NORMAL,-6.1,8,1.06,1.63,-0.16
3038,2026-01-13,2026-01-14,NORMAL,NORMAL,-4.54,3,0.44,1.07,-0.22
3038,2026-03-16,2026-03-17,NORMAL,NORMAL,-4.38,3,0.36,0.94,-1.05
303A,2025-12-04,2025-12-05,NORMAL,WEAK,-5.9,3,11.89,19.29,-1.08
303A,2026-01-07,2026-01-08,NORMAL,NORMAL,-4.72,5,-0.54,3.88,-0.76
3040,2026-02-24,2026-02-25,NORMAL,NORMAL,-11.02,4,2.96,3.17,0.0
3042,2026-02-16,2026-02-17,NORMAL,NORMAL,-7.36,6,-2.94,0.0,-2.94
3042,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.09,4,1.58,3.48,0.0
3046,2025-10-16,2025-10-17,NORMAL,WEAK,-4.58,8,0.66,1.59,-0.53
3046,2025-11-07,2025-11-10,NORMAL,NORMAL,-7.29,5,-2.75,0.14,-4.05
3046,2025-12-09,2025-12-10,NORMAL,NORMAL,-5.16,5,-2.98,0.88,-3.51
3046,2026-01-13,2026-01-14,NORMAL,NORMAL,-4.91,7,1.6,4.0,-0.1
3053,2025-12-29,2025-12-30,NORMAL,WEAK,-4.81,5,-1.69,0.56,-1.69
3054,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.12,9,-3.02,0.0,-3.4
3063,2026-02-26,2026-02-27,NORMAL,NORMAL,-6.28,4,0.24,0.61,-0.61
3064,2026-01-14,2026-01-15,NORMAL,NORMAL,-4.59,5,0.53,2.06,-0.4
3064,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.93,7,2.6,3.38,-0.12
3064,2026-02-13,2026-02-16,WEAK,NORMAL,-4.36,3,-2.44,0.59,-3.12
3070,2025-12-09,2025-12-10,NORMAL,NORMAL,-8.54,6,5.33,5.33,0.0
3070,2025-12-22,2025-12-23,NORMAL,NORMAL,-6.49,7,1.39,2.78,-1.39
3070,2026-03-16,2026-03-17,NORMAL,NORMAL,-23.64,8,-1.12,15.73,-3.37
3077,2025-11-10,2025-11-11,NORMAL,NORMAL,-6.12,3,0.18,2.11,-2.63
3077,2025-12-02,2025-12-03,WEAK,WEAK,-4.63,4,0.0,0.22,-1.1
3080,2026-02-26,2026-02-27,NORMAL,NORMAL,-8.81,7,-1.16,0.0,-1.29
3082,2025-12-29,2025-12-30,NORMAL,WEAK,-6.1,5,-0.33,0.98,-0.33
3083,2025-10-17,2025-10-20,WEAK,NORMAL,-4.7,6,4.29,4.29,0.0
3083,2025-11-14,2025-11-17,NORMAL,NORMAL,-9.67,7,-4.22,0.0,-4.52
3083,2026-02-02,2026-02-03,NORMAL,NORMAL,-4.04,5,-1.48,0.67,-2.16
3087,2025-10-15,2025-10-16,NORMAL,NORMAL,-4.47,7,0.36,0.65,-0.4
3088,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.52,6,-0.87,1.31,-0.87
3088,2026-03-06,2026-03-10,NORMAL,WEAK,-5.38,3,-0.63,1.3,-1.18
3089,2025-11-25,2025-11-26,NORMAL,NORMAL,-4.57,5,0.16,1.64,-0.82
3089,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.07,6,-0.16,0.0,-2.84
3092,2025-11-04,2025-11-05,NORMAL,WEAK,-4.8,5,0.12,2.07,-1.29
3092,2026-02-02,2026-02-03,NORMAL,NORMAL,-9.21,6,-0.57,0.7,-0.96
3092,2026-02-13,2026-02-16,WEAK,NORMAL,-5.1,5,-0.27,0.67,-1.17
3103,2025-12-16,2025-12-17,WEAK,NORMAL,-4.83,4,0.0,0.78,-1.96
3103,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.21,3,16.91,16.91,-0.93
3103,2026-02-02,2026-02-03,NORMAL,NORMAL,-7.47,3,9.34,10.49,-11.48
3103,2026-03-26,2026-03-27,WEAK,NORMAL,-18.04,6,6.64,12.02,-1.79
3104,2026-01-30,2026-02-02,NORMAL,NORMAL,-7.12,3,-2.35,3.46,-2.68
3105,2026-02-10,2026-02-12,NORMAL,NORMAL,-12.75,3,3.4,6.63,-0.26
3107,2025-11-07,2025-11-10,NORMAL,NORMAL,-4.53,4,2.28,2.28,-1.17
3110,2025-12-03,2025-12-04,WEAK,NORMAL,-5.28,3,0.61,7.62,-0.43
3110,2025-12-15,2025-12-16,NORMAL,WEAK,-4.57,5,-4.64,0.27,-6.0
3110,2025-12-16,2025-12-17,WEAK,NORMAL,-5.32,6,1.14,1.33,-3.62
3111,2026-02-20,2026-02-24,WEAK,NORMAL,-6.62,3,-1.57,0.78,-1.57
3113,2025-11-20,2025-11-21,NORMAL,NORMAL,-4.29,4,0.0,1.49,-1.49
3113,2026-03-17,2026-03-18,NORMAL,NORMAL,-5.68,3,-1.22,3.66,-2.44
3116,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.15,4,-3.16,0.0,-4.26
3116,2026-03-10,2026-03-11,WEAK,NORMAL,-5.4,4,-0.57,0.66,-1.02
3121,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.24,7,-1.96,1.96,-3.53
3121,2025-11-21,2025-11-25,NORMAL,NORMAL,-5.26,5,-1.29,0.43,-1.72
3121,2025-12-02,2025-12-03,WEAK,WEAK,-5.78,7,0.0,1.9,-0.95
3121,2025-12-09,2025-12-10,NORMAL,NORMAL,-6.44,3,1.37,1.37,-0.91
3121,2026-02-13,2026-02-16,WEAK,NORMAL,-6.55,3,6.54,6.54,-0.93
3121,2026-03-06,2026-03-10,NORMAL,WEAK,-6.17,3,1.82,2.73,-1.82
3131,2025-11-12,2025-11-13,NORMAL,NORMAL,-10.4,8,0.69,0.95,-2.66
3132,2026-02-02,2026-02-03,NORMAL,NORMAL,-7.21,4,6.88,7.79,-0.68
3133,2025-11-19,2025-11-20,NORMAL,NORMAL,-5.41,8,-0.39,0.58,-5.03
3133,2025-11-21,2025-11-25,NORMAL,NORMAL,-4.08,6,-8.79,0.82,-13.09
3133,2025-11-25,2025-11-26,NORMAL,NORMAL,-9.72,10,1.73,4.76,-3.25
3133,2025-12-01,2025-12-02,WEAK,WEAK,-4.09,7,-5.51,0.0,-8.15
3133,2025-12-11,2025-12-12,WEAK,NORMAL,-7.39,6,-1.89,2.12,-2.12
3133,2025-12-22,2025-12-23,NORMAL,NORMAL,-4.77,4,7.51,13.85,-0.23
3133,2026-02-13,2026-02-16,WEAK,NORMAL,-6.25,7,16.01,18.43,-0.3
3133,2026-02-17,2026-02-18,NORMAL,NORMAL,-7.81,6,0.84,3.08,-4.2
3133,2026-02-24,2026-02-25,NORMAL,NORMAL,-10.96,8,23.65,23.65,-2.4
3134,2025-10-30,2025-10-31,NORMAL,NORMAL,-57.61,9,-10.67,0.52,-10.67
3134,2025-10-31,2025-11-04,NORMAL,NORMAL,-9.11,9,-2.11,6.32,-2.11
3134,2025-11-06,2025-11-07,NORMAL,NORMAL,-4.08,8,1.61,3.02,0.0
3134,2025-11-25,2025-11-26,NORMAL,NORMAL,-4.13,3,-0.58,0.0,-1.54
3134,2025-12-16,2025-12-17,WEAK,NORMAL,-14.91,7,-1.35,3.82,-1.8
3134,2025-12-22,2025-12-23,NORMAL,NORMAL,-6.57,3,1.76,1.76,0.0
3135,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.87,6,-2.78,0.06,-3.63
3135,2025-12-29,2025-12-30,NORMAL,WEAK,-7.62,4,-2.05,0.0,-2.05
3135,2026-01-13,2026-01-14,NORMAL,NORMAL,-4.89,9,-0.07,1.07,-0.71
3135,2026-02-16,2026-02-17,NORMAL,NORMAL,-21.32,10,5.68,8.11,-1.05
3135,2026-02-17,2026-02-18,NORMAL,NORMAL,-9.3,10,-1.87,0.3,-2.17
3135,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.5,8,2.93,3.66,0.0
3138,2025-12-09,2025-12-10,NORMAL,NORMAL,-8.91,6,-1.19,1.78,-3.16
3138,2025-12-29,2025-12-30,NORMAL,WEAK,-11.89,7,-0.78,0.33,-1.56
3139,2025-10-15,2025-10-16,NORMAL,NORMAL,-15.14,10,-2.03,0.14,-2.17
3140,2025-12-29,2025-12-30,NORMAL,WEAK,-4.42,5,-0.98,0.0,-1.08
3143,2026-02-10,2026-02-12,NORMAL,NORMAL,-4.84,3,0.41,0.68,-0.41
314A,2026-01-30,2026-02-02,NORMAL,NORMAL,-7.08,3,-6.27,2.42,-6.84
314A,2026-02-02,2026-02-03,NORMAL,NORMAL,-12.64,5,1.84,1.84,-0.4
3160,2025-11-27,2025-11-28,NORMAL,NORMAL,-5.88,6,0.17,0.52,-0.17
3168,2026-01-30,2026-02-02,NORMAL,NORMAL,-7.68,3,0.63,6.32,-2.85
3168,2026-03-26,2026-03-27,WEAK,NORMAL,-4.37,5,-0.24,0.87,-4.43
3169,2026-01-29,2026-01-30,NORMAL,NORMAL,-9.51,8,0.8,0.8,0.0
3174,2026-02-26,2026-02-27,NORMAL,NORMAL,-10.2,4,-1.89,0.34,-1.89
3179,2025-11-12,2025-11-13,NORMAL,NORMAL,-7.16,4,1.59,2.01,-0.75
3180,2025-12-09,2025-12-10,NORMAL,NORMAL,-4.08,3,5.36,6.91,-2.68
3180,2026-02-26,2026-02-27,NORMAL,NORMAL,-5.23,5,0.97,2.31,-0.22
3181,2025-10-15,2025-10-16,NORMAL,NORMAL,-10.74,10,5.66,10.87,0.0
3181,2026-01-14,2026-01-15,NORMAL,NORMAL,-5.94,4,1.82,2.62,-0.68
3182,2025-11-14,2025-11-17,NORMAL,NORMAL,-6.22,5,-2.27,1.6,-3.93
3185,2025-12-04,2025-12-05,NORMAL,WEAK,-12.05,7,-4.95,15.35,-5.94
