cond,score,ratio_max,rise_max,gap_max,tp,sl,top_n,train_annual,train_max_dd,train_sharpe,train_wr,train_n_days,train_final,val_annual,val_max_dd,val_sharpe,val_wr,val_n_days,val_final
STR+NOR,5〜7,99.0,2.0,5.0,4.0,-2.0,5,68.1,-4.4,3.69,51.8,85,1311929.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,4.0,-2.0,5,62.8,-4.9,3.68,53.0,83,1290191.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,4.0,-1.0,10,9.7,-1.7,3.68,47.1,17,1049526.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,5.0,-2.0,10,55.2,-7.7,3.68,50.0,52,1254001.0,,,,,,
NORMAL,5〜8,5.0,0.0,2.0,5.0,-2.0,3,61.2,-6.4,3.67,52.7,55,1278507.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,5.0,-2.0,5,62.1,-4.5,3.67,52.1,71,1282207.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-2.0,10,72.0,-4.9,3.67,53.0,83,1327774.0,,,,,,
NORMAL,3〜8,5.0,2.0,2.0,2.0,-3.0,3,35.2,-4.5,3.67,58.2,79,1167793.0,,,,,,
STRONG,5〜8,99.0,0.0,5.0,4.0,-1.0,3,7.1,-2.0,3.67,64.7,17,1036327.0,,,,,,
NORMAL,5〜7,5.0,5.0,2.0,5.0,-2.0,5,56.1,-4.2,3.67,48.6,70,1262200.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,5.0,-1.0,10,40.5,-4.5,3.66,54.0,63,1191336.0,,,,,,
NORMAL,3〜7,5.0,0.0,2.0,4.0,-3.0,3,58.9,-6.6,3.66,50.7,71,1269143.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-3.0,5,59.5,-4.4,3.65,54.5,66,1271811.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,4.0,-2.0,3,64.2,-4.9,3.65,50.6,83,1295969.0,,,,,,
NORMAL,5〜7,3.0,2.0,2.0,5.0,-1.0,3,40.6,-4.7,3.65,48.4,62,1191724.0,,,,,,
STR+NOR,5〜8,3.0,2.0,2.0,4.0,-1.0,3,48.3,-5.2,3.64,48.8,80,1228924.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,4.0,-2.0,10,44.7,-4.5,3.63,53.0,66,1209607.0,,,,,,
NORMAL,5〜8,5.0,0.0,2.0,5.0,-2.0,5,58.6,-6.5,3.63,54.5,55,1267803.0,,,,,,
STRONG,5〜8,5.0,0.0,2.0,3.0,-1.0,3,7.5,-2.4,3.62,62.5,16,1038361.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,3.0,-1.0,10,8.5,-1.7,3.62,47.1,17,1043699.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,4.0,-1.0,10,35.5,-4.4,3.62,53.0,66,1169181.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,4.0,-1.0,5,50.1,-4.8,3.61,51.8,85,1236618.0,,,,,,
STRONG,5〜7,5.0,2.0,5.0,3.0,-1.0,5,8.3,-1.2,3.61,47.1,17,1042457.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,5.0,-1.0,10,58.4,-4.9,3.61,49.4,85,1272037.0,,,,,,
NORMAL,5〜7,99.0,5.0,5.0,5.0,-2.0,3,64.8,-4.8,3.6,44.4,72,1298548.0,,,,,,
NORMAL,3〜8,99.0,0.0,2.0,4.0,-3.0,3,65.6,-7.3,3.6,54.1,74,1296316.0,,,,,,
STRONG,5〜8,5.0,0.0,2.0,5.0,-1.0,3,7.4,-2.6,3.6,62.5,16,1037797.0,,,,,,
STRONG,5〜7,5.0,2.0,2.0,4.0,-1.0,5,9.2,-1.3,3.6,47.1,17,1047138.0,,,,,,
STR+NOR,5〜7,99.0,0.0,2.0,5.0,-1.0,3,50.0,-5.7,3.59,47.7,65,1236383.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,3.0,-1.0,10,8.7,-0.9,3.59,35.3,17,1044363.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,4.0,-1.0,5,37.6,-4.3,3.59,52.9,68,1178501.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,3.0,-1.0,10,8.7,-0.9,3.59,35.3,17,1044363.0,,,,,,
NORMAL,5〜7,99.0,5.0,5.0,5.0,-2.0,10,59.7,-4.5,3.59,47.2,72,1277351.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,5.0,-1.0,5,45.9,-4.2,3.59,47.9,71,1214782.0,,,,,,
NORMAL,3〜7,5.0,0.0,2.0,5.0,-2.0,3,63.6,-6.1,3.58,45.1,71,1288169.0,,,,,,
STRONG,5〜7,3.0,2.0,5.0,3.0,-1.0,10,8.5,-0.9,3.58,35.3,17,1043455.0,,,,,,
STRONG,5〜8,3.0,2.0,5.0,3.0,-1.0,10,8.5,-0.9,3.58,35.3,17,1043455.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-3.0,3,66.7,-4.3,3.58,52.9,68,1301036.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-1.0,10,38.2,-5.6,3.58,46.0,50,1181023.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,4.0,-1.0,5,33.2,-5.6,3.58,46.0,50,1159028.0,,,,,,
STRONG,5〜7,5.0,2.0,2.0,5.0,-1.0,5,10.6,-1.3,3.58,47.1,17,1054147.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,4.0,-1.0,5,34.1,-4.4,3.57,54.0,63,1163071.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,4.0,-2.0,3,52.3,-4.2,3.57,51.4,70,1241927.0,,,,,,
NORMAL,5〜7,5.0,0.0,2.0,5.0,-2.0,5,49.8,-7.6,3.57,52.0,50,1231257.0,,,,,,
STRONG,5〜8,3.0,2.0,5.0,3.0,-1.0,3,8.4,-0.9,3.57,47.1,17,1043286.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,5.0,-2.0,5,68.5,-6.5,3.57,49.3,73,1308004.0,,,,,,
STRONG,5〜7,3.0,2.0,5.0,3.0,-1.0,3,8.4,-0.9,3.57,47.1,17,1043286.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,2.0,-1.0,3,5.3,-1.0,3.56,64.3,14,1027411.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,4.0,-1.0,10,46.9,-5.0,3.56,51.8,83,1222597.0,,,,,,
NORMAL,5〜7,5.0,0.0,2.0,5.0,-1.0,5,39.3,-5.6,3.56,44.0,50,1185892.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,2.0,-1.0,3,5.3,-1.0,3.56,64.3,14,1027411.0,,,,,,
STR+NOR,5〜7,99.0,0.0,2.0,5.0,-1.0,5,49.0,-5.7,3.56,46.2,65,1231892.0,,,,,,
NORMAL,5〜8,5.0,0.0,2.0,5.0,-1.0,5,46.6,-5.9,3.56,41.8,55,1217418.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-1.0,10,42.5,-4.4,3.55,51.5,68,1199760.0,,,,,,
STR+NOR,5〜7,3.0,2.0,2.0,5.0,-1.0,10,52.7,-4.6,3.55,49.4,79,1247903.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-3.0,3,59.5,-4.7,3.55,53.0,66,1271746.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-2.0,10,56.0,-4.5,3.55,52.9,70,1257273.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-3.0,5,48.3,-4.4,3.54,56.1,66,1224892.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-1.0,3,44.5,-4.6,3.54,47.1,68,1208817.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,3.0,-1.0,5,29.9,-4.4,3.54,54.5,66,1144203.0,,,,,,
STR+NOR,5〜7,99.0,0.0,5.0,5.0,-2.0,3,68.7,-6.9,3.53,52.2,67,1314599.0,,,,,,
NORMAL,3〜8,99.0,0.0,2.0,4.0,-2.0,3,61.3,-6.1,3.53,48.6,74,1279055.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,4.0,-2.0,3,54.4,-6.1,3.53,46.5,71,1250530.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,4.0,-2.0,5,49.3,-4.4,3.53,52.9,70,1229235.0,,,,,,
NORMAL,5〜7,5.0,5.0,2.0,5.0,-2.0,3,56.6,-4.4,3.52,45.7,70,1264545.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,3.0,-1.0,5,8.0,-1.4,3.52,52.9,17,1040959.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,4.0,-2.0,10,47.6,-4.0,3.52,51.5,68,1221770.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,2.0,-3.0,3,40.1,-6.4,3.52,54.9,71,1189355.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,4.0,-2.0,3,65.7,-4.3,3.52,48.2,85,1302348.0,,,,,,
STRONG,5〜7,99.0,2.0,5.0,3.0,-1.0,5,8.1,-1.3,3.52,47.1,17,1041478.0,,,,,,
STR+NOR,5〜7,3.0,2.0,5.0,5.0,-1.0,5,54.8,-4.5,3.52,50.0,82,1256541.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,5.0,-2.0,5,74.9,-4.7,3.51,50.6,87,1339735.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,4.0,-1.0,3,9.3,-1.2,3.51,47.1,17,1047362.0,,,,,,
STRONG,5〜7,3.0,99.0,2.0,4.0,-1.0,3,8.9,-1.4,3.51,50.0,18,1045494.0,,,,,,
STR+NOR,5〜7,99.0,0.0,2.0,5.0,-2.0,3,62.6,-6.9,3.51,50.8,65,1289276.0,,,,,,
STRONG,5〜8,3.0,99.0,2.0,4.0,-1.0,3,8.9,-1.4,3.51,50.0,18,1045494.0,,,,,,
NORMAL,5〜8,5.0,5.0,2.0,5.0,-2.0,5,61.2,-4.1,3.5,48.6,74,1283770.0,,,,,,
NORMAL,5〜7,5.0,5.0,5.0,5.0,-2.0,5,59.2,-4.3,3.5,45.8,72,1275176.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,3.0,-3.0,3,50.5,-7.3,3.5,53.4,73,1234211.0,,,,,,
NORMAL,5〜7,5.0,0.0,5.0,5.0,-2.0,3,55.3,-7.9,3.5,48.1,52,1254300.0,,,,,,
NORMAL,5〜8,99.0,0.0,2.0,5.0,-1.0,5,48.0,-5.9,3.49,43.1,58,1223431.0,,,,,,
NORMAL,5〜7,99.0,5.0,2.0,4.0,-2.0,5,44.5,-4.2,3.49,50.0,70,1212231.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,5.0,-2.0,10,73.8,-4.4,3.49,50.6,85,1335044.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,5.0,-1.0,10,56.5,-4.9,3.48,46.0,87,1264067.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,3.0,-3.0,3,45.9,-6.6,3.48,52.1,71,1214558.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,5.0,-1.0,3,57.8,-5.2,3.48,45.9,85,1269308.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-3.0,10,60.4,-4.1,3.48,54.4,68,1275126.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,2.0,-3.0,3,42.2,-7.1,3.47,57.5,73,1198622.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,3.0,-2.0,5,36.9,-4.5,3.47,54.5,66,1175672.0,,,,,,
NORMAL,5〜8,5.0,2.0,5.0,5.0,-2.0,3,61.6,-5.1,3.47,50.7,73,1285476.0,,,,,,
NORMAL,5〜7,5.0,0.0,2.0,5.0,-2.0,3,49.8,-7.6,3.47,48.0,50,1231312.0,,,,,,
STR+NOR,5〜7,3.0,2.0,2.0,4.0,-1.0,3,44.9,-5.2,3.47,48.1,79,1213992.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,5.0,-1.0,5,39.5,-5.6,3.46,42.3,52,1186764.0,,,,,,
NORMAL,5〜7,3.0,2.0,2.0,5.0,-1.0,10,37.2,-4.5,3.46,53.2,62,1176861.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,4.0,-2.0,5,40.2,-7.5,3.46,54.0,50,1189793.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,4.0,-2.0,5,57.8,-4.9,3.45,50.6,83,1269352.0,,,,,,
NORMAL,5〜7,5.0,5.0,2.0,5.0,-2.0,10,50.3,-4.4,3.44,48.6,70,1237399.0,,,,,,
STRONG,5〜7,5.0,0.0,5.0,3.0,-1.0,3,6.5,-1.4,3.44,66.7,15,1033489.0,,,,,,
NORMAL,5〜8,5.0,0.0,2.0,5.0,-1.0,3,45.0,-5.8,3.44,43.6,55,1210644.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-3.0,5,48.8,-8.6,3.44,54.0,50,1227129.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,4.0,-1.0,3,33.2,-4.8,3.44,49.2,63,1159073.0,,,,,,
NORMAL,5〜7,5.0,99.0,5.0,5.0,-2.0,5,48.4,-4.7,3.44,47.2,72,1229262.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-1.0,10,41.4,-4.4,3.43,47.1,70,1195251.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,4.0,-1.0,5,47.7,-4.6,3.43,48.3,87,1226190.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-3.0,3,74.2,-5.4,3.43,53.0,83,1336673.0,,,,,,
NORMAL,5〜7,5.0,99.0,2.0,5.0,-2.0,5,47.6,-4.9,3.43,48.6,72,1225948.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,5.0,-1.0,10,54.3,-4.7,3.42,48.2,85,1254437.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-3.0,3,62.7,-4.4,3.42,51.4,70,1284510.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,4.0,-2.0,5,61.7,-4.4,3.42,49.4,85,1285789.0,,,,,,
NORMAL,5〜8,5.0,5.0,2.0,5.0,-2.0,3,62.8,-4.4,3.42,45.9,74,1290424.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,5.0,-2.0,10,65.6,-4.9,3.42,50.6,83,1301845.0,,,,,,
STR+NOR,5〜8,3.0,2.0,5.0,5.0,-1.0,3,52.9,-5.0,3.42,46.3,82,1248750.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,4.0,-1.0,5,46.6,-4.7,3.42,50.6,85,1221254.0,,,,,,
STR+NOR,5〜8,5.0,0.0,2.0,5.0,-1.0,3,54.7,-5.1,3.41,47.9,71,1256403.0,,,,,,
STRONG,5〜8,99.0,0.0,5.0,5.0,-1.0,3,6.3,-2.0,3.41,64.7,17,1032688.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-3.0,10,52.1,-4.4,3.41,54.5,66,1241085.0,,,,,,
NORMAL,5〜8,99.0,0.0,2.0,5.0,-2.0,3,58.7,-6.4,3.41,51.7,58,1268204.0,,,,,,
STRONG,5〜7,5.0,0.0,5.0,4.0,-1.0,3,6.4,-1.6,3.41,66.7,15,1032953.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,3.0,-1.0,5,38.1,-4.9,3.4,53.0,83,1183877.0,,,,,,
NORMAL,3〜7,5.0,0.0,2.0,2.0,-3.0,3,38.4,-6.4,3.4,54.9,71,1181857.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-3.0,5,61.1,-4.1,3.4,52.9,68,1278005.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-3.0,5,71.4,-4.8,3.4,54.2,83,1325440.0,,,,,,
NORMAL,5〜8,99.0,0.0,2.0,5.0,-2.0,5,56.7,-6.4,3.39,53.4,58,1260246.0,,,,,,
NORMAL,5〜7,5.0,0.0,5.0,5.0,-2.0,5,51.9,-7.7,3.39,48.1,52,1240128.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,4.0,-1.0,10,44.0,-4.8,3.39,50.6,83,1209989.0,,,,,,
STR+NOR,5〜8,3.0,2.0,2.0,4.0,-1.0,10,42.7,-4.6,3.39,51.2,80,1204149.0,,,,,,
STR+NOR,5〜8,3.0,2.0,2.0,3.0,-1.0,5,37.0,-4.6,3.39,52.5,80,1178770.0,,,,,,
STR+NOR,5〜8,3.0,2.0,5.0,4.0,-1.0,5,44.1,-4.5,3.39,51.2,82,1210472.0,,,,,,
STR+NOR,5〜7,99.0,5.0,2.0,5.0,-2.0,3,71.3,-6.0,3.39,48.9,88,1327096.0,,,,,,
NORMAL,3〜7,99.0,2.0,2.0,2.0,-3.0,3,30.4,-4.5,3.38,58.4,77,1146616.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,3.0,-2.0,3,46.1,-5.8,3.38,47.9,73,1215496.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-3.0,3,49.5,-8.9,3.38,50.0,50,1230108.0,,,,,,
NORMAL,3〜7,5.0,2.0,2.0,2.0,-3.0,3,30.4,-4.5,3.38,58.4,77,1146616.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,4.0,-2.0,10,7.0,-2.0,3.37,71.4,14,1036026.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,4.0,-2.0,3,40.5,-7.6,3.37,50.0,50,1191104.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,3.0,-1.0,10,7.9,-1.7,3.37,47.1,17,1040737.0,,,,,,
STRONG,5〜8,99.0,0.0,2.0,3.0,-1.0,3,7.1,-2.0,3.37,58.8,17,1036658.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,4.0,-2.0,10,7.0,-2.0,3.37,71.4,14,1036026.0,,,,,,
NORMAL,3〜8,5.0,2.0,2.0,5.0,-3.0,3,47.2,-5.3,3.36,53.2,79,1219988.0,,,,,,
STR+NOR,5〜8,99.0,2.0,2.0,5.0,-2.0,3,70.9,-4.7,3.36,48.9,88,1323490.0,,,,,,
NORMAL,5〜8,5.0,2.0,5.0,5.0,-2.0,5,57.0,-4.8,3.35,52.1,73,1266079.0,,,,,,
STR+NOR,5〜8,5.0,0.0,2.0,5.0,-1.0,5,53.0,-5.7,3.35,45.1,71,1249080.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,3.0,-1.0,3,7.8,-1.2,3.35,47.1,17,1040105.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,4.0,-1.0,10,33.3,-4.3,3.35,52.9,68,1159544.0,,,,,,
NORMAL,5〜8,99.0,0.0,2.0,5.0,-1.0,3,46.0,-5.8,3.35,43.1,58,1215006.0,,,,,,
STR+NOR,5〜7,99.0,0.0,2.0,5.0,-2.0,5,57.3,-7.2,3.35,53.8,65,1267133.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,4.0,-1.0,5,35.3,-4.1,3.34,48.6,70,1168217.0,,,,,,
NORMAL,5〜7,3.0,2.0,2.0,4.0,-1.0,5,31.0,-4.4,3.34,53.2,62,1148939.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,4.0,-2.0,3,61.6,-4.6,3.34,50.6,87,1285176.0,,,,,,
NORMAL,5〜7,5.0,5.0,5.0,5.0,-2.0,3,58.8,-4.8,3.34,43.1,72,1273658.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,4.0,-1.0,3,31.1,-5.5,3.34,46.0,50,1149428.0,,,,,,
NORMAL,5〜8,3.0,2.0,5.0,5.0,-1.0,5,37.7,-4.4,3.34,52.3,65,1179037.0,,,,,,
NORMAL,5〜8,3.0,99.0,2.0,4.0,-2.0,5,35.3,-4.8,3.34,50.0,68,1168383.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,5.0,-1.0,3,38.0,-5.5,3.34,44.2,52,1180411.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,3.0,-2.0,3,36.9,-4.5,3.33,53.0,66,1175277.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,5.0,-2.0,5,57.5,-6.8,3.33,47.9,71,1263341.0,,,,,,
NORMAL,5〜7,5.0,0.0,2.0,5.0,-1.0,3,36.6,-5.5,3.33,44.0,50,1174257.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,4.0,-1.0,3,48.1,-5.1,3.32,46.0,87,1227761.0,,,,,,
STR+NOR,5〜8,5.0,0.0,2.0,5.0,-2.0,3,67.0,-6.4,3.32,53.5,71,1307724.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,2.0,-1.0,5,4.9,-1.0,3.32,64.3,14,1025298.0,,,,,,
NORMAL,3〜7,5.0,0.0,2.0,4.0,-2.0,3,50.2,-6.1,3.32,45.1,71,1232764.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,2.0,-1.0,5,4.9,-1.0,3.32,64.3,14,1025298.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,4.0,-2.0,3,60.7,-4.3,3.31,47.1,85,1281609.0,,,,,,
NORMAL,5〜8,3.0,99.0,2.0,5.0,-2.0,5,39.6,-4.9,3.31,48.5,68,1187522.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,5.0,-3.0,5,64.2,-8.4,3.31,49.3,73,1290647.0,,,,,,
NORMAL,5〜7,5.0,5.0,5.0,5.0,-2.0,10,53.9,-4.5,3.31,45.8,72,1252867.0,,,,,,
STRONG,5〜7,3.0,99.0,5.0,4.0,-1.0,3,8.3,-1.4,3.31,50.0,18,1042720.0,,,,,,
NORMAL,5〜7,5.0,99.0,5.0,5.0,-2.0,10,43.8,-4.9,3.31,47.2,72,1209132.0,,,,,,
STRONG,5〜8,3.0,99.0,5.0,4.0,-1.0,3,8.3,-1.4,3.31,50.0,18,1042720.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,5.0,-3.0,5,58.1,-7.7,3.31,49.3,71,1265862.0,,,,,,
NORMAL,3〜8,99.0,0.0,2.0,5.0,-2.0,5,64.1,-6.5,3.31,50.0,74,1290357.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,4.0,-1.0,3,35.0,-4.7,3.3,48.5,68,1167163.0,,,,,,
STR+NOR,5〜8,99.0,2.0,2.0,5.0,-1.0,3,53.0,-5.1,3.3,44.3,88,1249159.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,4.0,-2.0,3,42.9,-8.2,3.3,50.0,52,1201786.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,5.0,-3.0,3,62.2,-4.6,3.3,50.7,71,1282844.0,,,,,,
NORMAL,5〜8,3.0,5.0,2.0,5.0,-2.0,3,49.2,-4.5,3.3,44.8,67,1228604.0,,,,,,
STRONG,5〜7,5.0,2.0,2.0,3.0,-1.0,5,7.5,-1.2,3.29,47.1,17,1038398.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,4.0,-1.0,5,33.8,-4.3,3.29,51.5,68,1161738.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,4.0,-1.0,10,30.3,-4.4,3.29,54.0,63,1145730.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-3.0,3,60.0,-4.3,3.29,51.5,68,1273863.0,,,,,,
STRONG,5〜7,5.0,0.0,5.0,5.0,-1.0,3,6.0,-1.6,3.28,66.7,15,1031188.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,5.0,-1.0,10,39.8,-4.4,3.28,46.5,71,1188384.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-3.0,5,56.6,-4.5,3.28,52.9,70,1259886.0,,,,,,
NORMAL,5〜8,5.0,0.0,5.0,5.0,-2.0,3,58.8,-6.9,3.28,52.5,59,1273631.0,,,,,,
STR+NOR,5〜8,3.0,2.0,5.0,5.0,-1.0,10,48.6,-4.6,3.28,48.8,82,1230141.0,,,,,,
STRONG,5〜7,99.0,2.0,5.0,5.0,-1.0,3,9.8,-1.0,3.27,41.2,17,1050042.0,,,,,,
STR+NOR,5〜8,5.0,2.0,5.0,5.0,-1.0,5,54.5,-4.5,3.27,46.7,90,1257149.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,4.0,-1.0,3,36.2,-4.5,3.27,45.7,70,1172241.0,,,,,,
NORMAL,5〜7,99.0,5.0,2.0,4.0,-2.0,3,44.2,-4.4,3.27,47.1,70,1211023.0,,,,,,
STRONG,5〜7,99.0,2.0,2.0,5.0,-1.0,5,9.7,-1.4,3.27,47.1,17,1049436.0,,,,,,
NORMAL,5〜7,5.0,99.0,5.0,5.0,-2.0,3,46.5,-3.9,3.27,44.4,72,1220962.0,,,,,,
NORMAL,5〜7,5.0,99.0,2.0,5.0,-2.0,10,42.4,-5.2,3.27,48.6,72,1202870.0,,,,,,
STRONG,5〜7,5.0,2.0,5.0,5.0,-1.0,3,9.8,-1.0,3.27,41.2,17,1050042.0,,,,,,
NORMAL,5〜7,3.0,99.0,2.0,4.0,-2.0,5,34.4,-4.8,3.27,50.0,68,1164471.0,,,,,,
NORMAL,5〜7,99.0,5.0,2.0,5.0,-3.0,5,50.8,-4.3,3.26,51.4,70,1239511.0,,,,,,
NORMAL,5〜7,5.0,99.0,2.0,4.0,-2.0,5,38.8,-4.3,3.26,48.6,72,1186826.0,,,,,,
STRONG,5〜7,99.0,99.0,2.0,5.0,-3.0,3,10.6,-2.6,3.26,55.6,18,1054261.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,3.0,-1.0,3,27.8,-4.7,3.26,51.5,66,1134682.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-3.0,10,41.6,-4.6,3.26,56.1,66,1196052.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,3.0,-1.0,5,36.1,-4.7,3.26,51.8,83,1175112.0,,,,,,
NORMAL,4〜7,99.0,2.0,5.0,5.0,-2.0,5,48.5,-4.1,3.26,53.2,77,1225617.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,4.0,-2.0,5,51.4,-6.5,3.25,49.3,73,1237887.0,,,,,,
NORMAL,5〜7,3.0,5.0,2.0,5.0,-2.0,3,48.2,-4.5,3.25,44.8,67,1224490.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,3.0,-1.0,5,27.2,-4.4,3.25,53.0,66,1131659.0,,,,,,
NORMAL,5〜8,99.0,2.0,5.0,5.0,-2.0,3,58.0,-5.1,3.25,50.0,74,1270275.0,,,,,,
STRONG,5〜7,99.0,2.0,2.0,4.0,-1.0,5,8.3,-1.4,3.25,47.1,17,1042458.0,,,,,,
NORMAL,5〜7,3.0,99.0,2.0,5.0,-2.0,5,38.7,-4.9,3.25,48.5,68,1183546.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-3.0,3,45.7,-5.2,3.25,54.5,66,1213695.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,5.0,-3.0,3,52.4,-9.7,3.25,50.0,52,1242287.0,,,,,,
NORMAL,3〜7,5.0,0.0,2.0,3.0,-3.0,3,42.3,-6.6,3.24,50.7,71,1199204.0,,,,,,
STR+NOR,5〜7,99.0,0.0,5.0,5.0,-2.0,5,60.1,-7.2,3.24,50.7,67,1279045.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,4.0,-2.0,3,47.5,-4.3,3.24,50.7,71,1221304.0,,,,,,
STR+NOR,5〜8,99.0,2.0,2.0,5.0,-1.0,5,49.4,-4.9,3.24,47.7,88,1233753.0,,,,,,
