cond,score,ratio_max,rise_max,gap_max,tp,sl,top_n,train_annual,train_max_dd,train_sharpe,train_wr,train_n_days,train_final,val_annual,val_max_dd,val_sharpe,val_wr,val_n_days,val_final
NORMAL,5〜7,99.0,99.0,5.0,5.0,-3.0,10,17.6,-6.5,1.53,47.2,72,1088591.0,,,,,,
STRONG,5〜7,5.0,5.0,2.0,4.0,-1.0,5,3.6,-2.2,1.53,44.4,18,1018549.0,,,,,,
NORMAL,3〜8,99.0,2.0,5.0,5.0,-3.0,3,20.5,-8.5,1.53,48.8,80,1102400.0,,,,,,
STR+NOR,5〜7,3.0,2.0,2.0,4.0,-3.0,5,22.0,-5.5,1.53,49.4,79,1109678.0,,,,,,
NORMAL,5〜8,99.0,0.0,5.0,5.0,-3.0,5,24.5,-10.5,1.52,48.4,62,1121269.0,,,,,,
STR+NOR,4〜8,99.0,0.0,2.0,4.0,-1.0,3,19.3,-10.6,1.52,40.5,84,1096450.0,,,,,,
STR+NOR,5〜7,5.0,5.0,5.0,5.0,-3.0,5,29.2,-9.6,1.52,45.6,90,1144157.0,,,,,,
STR+NOR,5〜8,99.0,2.0,2.0,3.0,-3.0,5,22.1,-5.9,1.52,51.1,88,1109979.0,,,,,,
STR+NOR,4〜7,99.0,0.0,2.0,5.0,-1.0,10,19.9,-10.2,1.52,39.2,79,1099351.0,,,,,,
STR+NOR,5〜7,3.0,99.0,2.0,5.0,-3.0,5,23.4,-6.7,1.52,50.0,86,1116433.0,,,,,,
NORMAL,3〜6,3.0,0.0,2.0,2.0,-2.0,5,12.2,-6.0,1.52,48.4,64,1060886.0,,,,,,
NORMAL,3〜7,3.0,0.0,2.0,5.0,-1.0,5,16.3,-5.7,1.52,42.0,69,1080703.0,,,,,,
NORMAL,3〜8,5.0,2.0,5.0,5.0,-3.0,5,20.2,-8.2,1.52,45.0,80,1100972.0,,,,,,
STR+NOR,4〜7,99.0,2.0,5.0,5.0,-1.0,5,15.6,-5.8,1.52,45.3,95,1078817.0,,,,,,
NORMAL,3〜8,5.0,5.0,2.0,2.0,-2.0,5,11.6,-4.0,1.52,52.5,80,1058984.0,,,,,,
STRONG,5〜7,5.0,0.0,5.0,2.0,-1.0,3,2.3,-1.5,1.52,60.0,15,1011741.0,,,,,,
STR+NOR,5〜7,99.0,5.0,2.0,3.0,-2.0,5,18.8,-6.8,1.52,47.7,88,1094590.0,,,,,,
NORMAL,5〜7,3.0,99.0,2.0,3.0,-1.0,10,10.6,-5.4,1.52,50.0,68,1053388.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,3.0,-2.0,5,3.8,-1.7,1.52,41.2,17,1019906.0,,,,,,
NORMAL,5〜7,5.0,5.0,2.0,3.0,-3.0,5,15.6,-5.4,1.52,50.0,70,1078616.0,,,,,,
NORMAL,5〜8,3.0,99.0,5.0,4.0,-1.0,5,12.1,-5.9,1.52,44.9,69,1060781.0,,,,,,
STR+NOR,4〜8,5.0,0.0,5.0,5.0,-2.0,10,29.2,-6.6,1.52,44.7,85,1144344.0,,,,,,
STR+NOR,5〜8,99.0,2.0,2.0,4.0,-3.0,10,23.3,-5.2,1.52,52.3,88,1115759.0,,,,,,
NORMAL,3〜6,5.0,0.0,2.0,3.0,-3.0,5,14.8,-8.4,1.52,49.2,65,1073635.0,,,,,,
NORMAL,5〜7,3.0,99.0,5.0,5.0,-3.0,5,18.6,-6.8,1.51,47.8,69,1091711.0,,,,,,
STR+NOR,3〜7,99.0,2.0,2.0,5.0,-1.0,10,13.1,-6.7,1.51,44.2,95,1066421.0,,,,,,
STR+NOR,3〜7,99.0,0.0,2.0,5.0,-1.0,10,21.3,-7.5,1.51,40.2,87,1106096.0,,,,,,
STR+NOR,5〜8,99.0,5.0,2.0,4.0,-2.0,5,21.4,-6.7,1.51,47.8,92,1107137.0,,,,,,
STR+NOR,5〜8,5.0,99.0,5.0,5.0,-1.0,3,20.7,-6.5,1.51,36.5,96,1103990.0,,,,,,
NORMAL,4〜8,5.0,0.0,5.0,4.0,-2.0,5,20.9,-7.4,1.51,48.5,68,1104413.0,,,,,,
STR+NOR,5〜8,3.0,2.0,5.0,5.0,-3.0,10,25.8,-4.3,1.51,48.8,82,1127494.0,,,,,,
STRONG,5〜8,99.0,99.0,5.0,5.0,-2.0,3,4.4,-2.6,1.51,47.4,19,1022990.0,,,,,,
NORMAL,4〜8,5.0,5.0,5.0,5.0,-1.0,3,15.9,-5.4,1.51,42.5,80,1080358.0,,,,,,
STR+NOR,5〜8,5.0,0.0,5.0,3.0,-2.0,3,20.9,-6.4,1.51,54.7,75,1105083.0,,,,,,
STRONG,5〜8,99.0,2.0,2.0,4.0,-1.0,5,2.6,-1.6,1.51,47.1,17,1013644.0,,,,,,
NORMAL,5〜8,5.0,5.0,2.0,2.0,-2.0,10,13.5,-5.8,1.51,50.0,74,1068622.0,,,,,,
STR+NOR,5〜7,3.0,2.0,5.0,2.0,-1.0,5,12.3,-3.9,1.51,48.8,82,1062748.0,,,,,,
STR+NOR,4〜7,5.0,0.0,2.0,5.0,-2.0,3,24.4,-8.3,1.51,46.2,78,1120845.0,,,,,,
NORMAL,3〜6,99.0,0.0,2.0,2.0,-3.0,10,13.6,-7.9,1.51,50.8,65,1067665.0,,,,,,
STR+NOR,3〜7,5.0,0.0,2.0,5.0,-3.0,10,25.9,-8.1,1.51,44.8,87,1127822.0,,,,,,
NORMAL,5〜7,99.0,5.0,2.0,3.0,-3.0,10,15.1,-6.2,1.51,51.4,70,1076212.0,,,,,,
NORMAL,5〜8,5.0,99.0,2.0,3.0,-3.0,3,18.3,-6.5,1.51,50.0,76,1092050.0,,,,,,
STR+NOR,4〜7,5.0,2.0,5.0,5.0,-1.0,5,15.3,-5.5,1.51,44.2,95,1077533.0,,,,,,
STR+NOR,5〜8,3.0,0.0,2.0,5.0,-3.0,5,20.6,-10.8,1.51,54.1,61,1103024.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,3.0,-1.0,5,14.1,-5.7,1.51,42.5,73,1070235.0,,,,,,
NORMAL,4〜7,99.0,2.0,2.0,4.0,-1.0,3,11.3,-4.6,1.51,48.0,75,1056816.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,4.0,-3.0,3,17.4,-6.1,1.51,49.2,63,1086057.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,2.0,-3.0,10,13.7,-7.9,1.51,50.7,71,1068501.0,,,,,,
NORMAL,4〜8,5.0,2.0,2.0,2.0,-1.0,3,10.4,-4.6,1.51,46.8,77,1052279.0,,,,,,
STR+NOR,3〜8,99.0,2.0,2.0,5.0,-1.0,10,15.6,-7.0,1.51,45.4,97,1078829.0,,,,,,
STR+NOR,5〜8,3.0,99.0,2.0,3.0,-2.0,3,18.0,-6.1,1.51,45.3,86,1090589.0,,,,,,
STR+NOR,3〜8,99.0,0.0,2.0,5.0,-3.0,10,28.4,-8.7,1.5,45.1,91,1139437.0,,,,,,
STR+NOR,4〜7,5.0,0.0,2.0,5.0,-1.0,10,19.1,-10.0,1.5,41.0,78,1095822.0,,,,,,
NORMAL,3〜8,99.0,5.0,2.0,5.0,-1.0,5,12.7,-5.8,1.5,40.0,80,1064302.0,,,,,,
NORMAL,4〜8,3.0,0.0,2.0,5.0,-2.0,3,18.3,-7.1,1.5,46.7,60,1090414.0,,,,,,
STRONG,5〜7,5.0,99.0,2.0,5.0,-3.0,3,5.0,-2.6,1.5,55.6,18,1026053.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,1.0,-1.0,5,1.7,-1.0,1.5,50.0,14,1008977.0,,,,,,
STR+NOR,4〜8,3.0,2.0,2.0,5.0,-1.0,3,13.8,-5.4,1.5,46.2,91,1070169.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,1.0,-1.0,5,1.7,-1.0,1.5,50.0,14,1008977.0,,,,,,
NORMAL,3〜7,5.0,0.0,2.0,2.0,-3.0,10,13.6,-7.9,1.5,50.7,71,1067596.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,2.0,-1.0,10,2.6,-1.7,1.5,41.2,17,1013258.0,,,,,,
NORMAL,5〜8,99.0,5.0,2.0,4.0,-1.0,5,13.0,-4.8,1.5,44.6,74,1066242.0,,,,,,
NORMAL,4〜7,3.0,0.0,5.0,5.0,-2.0,5,20.3,-9.3,1.5,45.2,62,1099749.0,,,,,,
NORMAL,5〜8,3.0,2.0,5.0,4.0,-3.0,5,18.3,-4.4,1.5,49.2,65,1090275.0,,,,,,
NORMAL,4〜8,5.0,2.0,2.0,2.0,-2.0,3,14.0,-4.5,1.5,51.9,77,1069577.0,,,,,,
STR+NOR,3〜7,5.0,2.0,2.0,5.0,-2.0,10,18.0,-6.2,1.5,48.4,95,1090265.0,,,,,,
STR+NOR,4〜7,3.0,2.0,2.0,5.0,-1.0,3,13.8,-5.4,1.5,46.2,91,1070169.0,,,,,,
NORMAL,5〜7,5.0,99.0,5.0,4.0,-1.0,10,12.6,-5.6,1.5,41.7,72,1063827.0,,,,,,
NORMAL,3〜7,99.0,0.0,5.0,3.0,-2.0,3,16.7,-6.1,1.5,41.7,72,1082617.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,3.0,-1.0,3,13.7,-5.4,1.5,40.8,71,1068235.0,,,,,,
STR+NOR,5〜8,3.0,5.0,5.0,4.0,-2.0,5,23.0,-6.5,1.5,41.4,87,1114381.0,,,,,,
NORMAL,3〜8,99.0,0.0,2.0,2.0,-2.0,5,14.6,-6.7,1.5,51.4,74,1072792.0,,,,,,
STR+NOR,5〜8,5.0,5.0,2.0,4.0,-3.0,5,25.4,-8.9,1.5,47.8,92,1126228.0,,,,,,
STRONG,5〜7,5.0,0.0,2.0,5.0,-1.0,10,2.5,-1.8,1.5,46.7,15,1012995.0,,,,,,
STR+NOR,4〜8,5.0,0.0,2.0,4.0,-1.0,10,18.8,-10.6,1.5,40.2,82,1094124.0,,,,,,
NORMAL,3〜7,5.0,99.0,2.0,5.0,-2.0,10,13.7,-5.5,1.5,43.0,79,1069643.0,,,,,,
STR+NOR,4〜8,99.0,0.0,5.0,5.0,-2.0,3,29.4,-5.9,1.5,49.4,87,1145129.0,,,,,,
NORMAL,4〜8,5.0,99.0,5.0,5.0,-2.0,10,17.4,-6.0,1.5,47.5,80,1087409.0,,,,,,
NORMAL,3〜7,5.0,2.0,5.0,2.0,-2.0,5,11.4,-5.1,1.5,48.7,78,1057365.0,,,,,,
NORMAL,3〜7,5.0,0.0,5.0,5.0,-1.0,3,17.6,-7.4,1.5,38.9,72,1086894.0,,,,,,
STR+NOR,5〜8,5.0,5.0,5.0,4.0,-2.0,10,24.1,-8.7,1.5,45.7,94,1120376.0,,,,,,
NORMAL,4〜7,99.0,2.0,5.0,4.0,-1.0,3,11.7,-5.0,1.49,48.1,77,1058660.0,,,,,,
NORMAL,3〜6,99.0,0.0,2.0,4.0,-2.0,5,14.9,-6.3,1.49,47.7,65,1074245.0,,,,,,
STRONG,5〜7,5.0,5.0,2.0,5.0,-2.0,3,4.8,-3.4,1.49,55.6,18,1024842.0,,,,,,
STR+NOR,5〜7,5.0,99.0,2.0,5.0,-3.0,10,24.1,-9.3,1.49,47.8,90,1120403.0,,,,,,
NORMAL,5〜7,5.0,0.0,5.0,3.0,-2.0,5,13.9,-8.5,1.49,50.0,52,1069210.0,,,,,,
STR+NOR,5〜8,99.0,0.0,5.0,4.0,-2.0,5,24.1,-6.7,1.49,49.4,79,1120098.0,,,,,,
NORMAL,3〜8,5.0,2.0,2.0,3.0,-1.0,5,10.3,-5.1,1.49,46.8,79,1051971.0,,,,,,
STR+NOR,5〜7,3.0,0.0,2.0,5.0,-3.0,3,20.4,-9.8,1.49,48.3,60,1102184.0,,,,,,
NORMAL,5〜8,5.0,2.0,5.0,3.0,-2.0,10,16.0,-4.8,1.49,50.7,73,1080512.0,,,,,,
NORMAL,3〜6,5.0,0.0,2.0,3.0,-2.0,5,13.6,-5.9,1.49,47.7,65,1067970.0,,,,,,
STR+NOR,5〜7,99.0,99.0,5.0,5.0,-3.0,5,23.2,-8.8,1.49,46.7,90,1116012.0,,,,,,
NORMAL,5〜8,5.0,0.0,2.0,3.0,-1.0,10,11.3,-6.0,1.49,40.0,55,1056823.0,,,,,,
STRONG,5〜7,99.0,2.0,2.0,4.0,-3.0,3,4.2,-2.1,1.49,47.1,17,1021745.0,,,,,,
STR+NOR,5〜7,5.0,5.0,5.0,4.0,-1.0,3,18.0,-7.1,1.49,41.1,90,1091093.0,,,,,,
NORMAL,5〜7,99.0,99.0,2.0,4.0,-1.0,5,11.2,-5.5,1.49,44.4,72,1057053.0,,,,,,
NORMAL,4〜8,99.0,0.0,5.0,4.0,-1.0,3,16.2,-9.3,1.49,38.6,70,1081846.0,,,,,,
STRONG,5〜7,5.0,0.0,2.0,3.0,-3.0,3,3.6,-2.4,1.49,60.0,15,1018536.0,,,,,,
NORMAL,5〜7,3.0,5.0,5.0,5.0,-3.0,10,21.8,-7.3,1.49,46.4,69,1106852.0,,,,,,
NORMAL,5〜8,5.0,5.0,5.0,3.0,-2.0,5,17.3,-6.0,1.49,46.1,76,1086812.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,3.0,-3.0,3,15.2,-10.6,1.49,51.9,52,1075751.0,,,,,,
NORMAL,5〜7,3.0,2.0,2.0,3.0,-2.0,3,13.7,-4.5,1.49,46.8,62,1068465.0,,,,,,
STR+NOR,5〜8,99.0,0.0,2.0,4.0,-3.0,3,24.0,-8.1,1.49,53.3,75,1119072.0,,,,,,
NORMAL,5〜8,99.0,2.0,5.0,3.0,-2.0,5,16.8,-5.1,1.49,50.0,74,1084796.0,,,,,,
STR+NOR,5〜7,3.0,2.0,2.0,5.0,-3.0,10,23.2,-6.3,1.49,48.1,79,1115214.0,,,,,,
NORMAL,3〜8,99.0,2.0,5.0,5.0,-1.0,5,13.5,-5.7,1.48,43.8,80,1068632.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,3.0,-3.0,3,3.4,-3.4,1.48,64.3,14,1017794.0,,,,,,
NORMAL,4〜7,5.0,0.0,5.0,5.0,-3.0,10,22.5,-11.6,1.48,45.3,64,1110151.0,,,,,,
STR+NOR,5〜8,99.0,2.0,5.0,3.0,-1.0,3,15.5,-6.3,1.48,42.9,91,1078829.0,,,,,,
NORMAL,4〜7,99.0,2.0,5.0,4.0,-1.0,5,11.1,-4.8,1.48,46.8,77,1055591.0,,,,,,
NORMAL,5〜7,3.0,0.0,5.0,5.0,-3.0,3,18.8,-11.4,1.48,42.9,49,1092727.0,,,,,,
NORMAL,5〜7,99.0,99.0,5.0,3.0,-2.0,5,12.4,-4.9,1.48,48.6,72,1063239.0,,,,,,
NORMAL,5〜7,5.0,99.0,5.0,4.0,-1.0,5,12.6,-5.4,1.48,41.7,72,1064207.0,,,,,,
NORMAL,4〜8,5.0,2.0,2.0,3.0,-2.0,5,14.8,-4.9,1.48,51.9,77,1073676.0,,,,,,
NORMAL,3〜7,99.0,2.0,5.0,3.0,-2.0,5,13.2,-6.7,1.48,50.0,78,1065676.0,,,,,,
NORMAL,4〜8,3.0,2.0,2.0,5.0,-2.0,10,13.9,-5.3,1.48,47.9,73,1069362.0,,,,,,
NORMAL,4〜8,3.0,2.0,2.0,5.0,-2.0,5,14.1,-5.3,1.48,49.3,73,1070213.0,,,,,,
NORMAL,5〜7,5.0,5.0,2.0,3.0,-1.0,10,11.4,-5.1,1.48,47.1,70,1058258.0,,,,,,
STRONG,5〜8,5.0,99.0,2.0,4.0,-2.0,3,4.4,-2.9,1.48,57.9,19,1022645.0,,,,,,
STR+NOR,4〜8,3.0,2.0,5.0,5.0,-2.0,10,19.5,-5.3,1.48,48.4,93,1097397.0,,,,,,
NORMAL,3〜7,99.0,5.0,2.0,5.0,-2.0,5,15.1,-6.0,1.48,48.1,79,1076239.0,,,,,,
STR+NOR,3〜7,5.0,0.0,2.0,4.0,-2.0,5,21.7,-6.8,1.48,44.8,87,1108379.0,,,,,,
NORMAL,4〜8,99.0,5.0,2.0,5.0,-1.0,3,13.0,-4.9,1.48,43.0,79,1066204.0,,,,,,
NORMAL,4〜8,99.0,2.0,5.0,4.0,-2.0,10,17.0,-4.6,1.48,51.9,79,1085759.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,3.0,-3.0,3,3.4,-3.4,1.48,64.3,14,1017794.0,,,,,,
STR+NOR,5〜8,5.0,2.0,5.0,4.0,-3.0,5,25.2,-5.6,1.48,50.0,90,1125425.0,,,,,,
NORMAL,5〜7,3.0,2.0,5.0,3.0,-1.0,10,10.6,-4.4,1.48,50.8,65,1053201.0,,,,,,
STRONG,5〜8,99.0,99.0,2.0,4.0,-1.0,5,3.0,-1.4,1.48,47.4,19,1015403.0,,,,,,
NORMAL,5〜8,5.0,5.0,2.0,3.0,-3.0,10,17.4,-6.8,1.48,48.6,74,1087334.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,3.0,-2.0,10,12.9,-4.5,1.48,49.2,63,1064314.0,,,,,,
NORMAL,3〜8,99.0,2.0,2.0,3.0,-3.0,10,13.8,-6.0,1.48,46.8,79,1068849.0,,,,,,
NORMAL,4〜7,5.0,99.0,5.0,5.0,-2.0,10,15.5,-4.7,1.48,49.4,79,1078290.0,,,,,,
NORMAL,4〜7,99.0,2.0,5.0,4.0,-1.0,10,11.0,-4.9,1.48,46.8,77,1055243.0,,,,,,
NORMAL,5〜8,3.0,99.0,5.0,4.0,-3.0,5,16.2,-6.3,1.47,47.8,69,1080274.0,,,,,,
STR+NOR,5〜8,3.0,2.0,5.0,3.0,-2.0,3,18.6,-4.3,1.47,43.9,82,1093429.0,,,,,,
NORMAL,3〜7,99.0,2.0,5.0,2.0,-2.0,3,11.8,-4.8,1.47,46.2,78,1058930.0,,,,,,
NORMAL,3〜6,3.0,2.0,5.0,2.0,-3.0,3,14.4,-5.0,1.47,50.6,77,1071639.0,,,,,,
STR+NOR,5〜7,3.0,99.0,5.0,4.0,-2.0,10,18.6,-6.5,1.47,46.0,87,1093315.0,,,,,,
NORMAL,3〜8,5.0,2.0,5.0,4.0,-2.0,5,15.9,-7.2,1.47,46.2,80,1080237.0,,,,,,
STRONG,5〜7,5.0,0.0,5.0,3.0,-2.0,10,3.2,-2.8,1.47,60.0,15,1016689.0,,,,,,
STR+NOR,4〜8,99.0,0.0,5.0,5.0,-1.0,5,21.9,-10.9,1.47,37.9,87,1109906.0,,,,,,
NORMAL,3〜7,5.0,2.0,5.0,2.0,-2.0,3,11.8,-4.8,1.47,46.2,78,1058930.0,,,,,,
NORMAL,3〜8,5.0,99.0,2.0,5.0,-3.0,10,17.7,-8.1,1.47,43.8,80,1089005.0,,,,,,
NORMAL,3〜8,99.0,5.0,2.0,4.0,-2.0,3,14.6,-6.0,1.47,43.8,80,1073670.0,,,,,,
STR+NOR,5〜7,3.0,99.0,2.0,3.0,-2.0,5,16.3,-5.6,1.47,47.7,86,1081960.0,,,,,,
NORMAL,5〜8,3.0,0.0,5.0,5.0,-3.0,5,18.0,-10.0,1.47,42.9,49,1088839.0,,,,,,
NORMAL,5〜7,3.0,0.0,2.0,5.0,-3.0,5,16.0,-10.9,1.47,45.7,46,1079354.0,,,,,,
STR+NOR,5〜7,3.0,0.0,2.0,4.0,-2.0,10,16.0,-8.0,1.47,50.0,60,1080710.0,,,,,,
NORMAL,4〜7,5.0,2.0,5.0,4.0,-3.0,5,17.8,-6.6,1.47,54.5,77,1087995.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,4.0,-3.0,10,4.2,-1.8,1.47,47.1,17,1021717.0,,,,,,
NORMAL,3〜7,99.0,2.0,5.0,2.0,-3.0,5,12.4,-5.2,1.47,51.3,78,1061886.0,,,,,,
STRONG,5〜8,5.0,0.0,5.0,3.0,-3.0,3,3.9,-3.4,1.47,56.2,16,1020289.0,,,,,,
STRONG,5〜8,99.0,99.0,5.0,4.0,-1.0,5,2.9,-1.3,1.47,42.1,19,1014955.0,,,,,,
NORMAL,3〜8,99.0,5.0,5.0,5.0,-3.0,3,17.1,-7.8,1.47,50.0,80,1086142.0,,,,,,
STR+NOR,3〜8,99.0,0.0,2.0,3.0,-2.0,3,21.1,-7.1,1.46,46.2,91,1105372.0,,,,,,
NORMAL,3〜6,99.0,0.0,2.0,4.0,-3.0,5,15.4,-8.4,1.46,49.2,65,1076334.0,,,,,,
STR+NOR,4〜8,5.0,2.0,2.0,3.0,-1.0,3,13.0,-6.1,1.46,47.4,95,1066124.0,,,,,,
NORMAL,4〜8,5.0,0.0,5.0,5.0,-3.0,5,24.5,-10.1,1.46,48.5,68,1121520.0,,,,,,
STR+NOR,5〜7,3.0,99.0,2.0,3.0,-2.0,3,17.3,-6.1,1.46,45.3,86,1086938.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,2.0,-1.0,3,2.4,-1.2,1.46,47.1,17,1012607.0,,,,,,
NORMAL,3〜8,5.0,5.0,5.0,4.0,-2.0,5,15.3,-7.5,1.46,50.0,80,1077518.0,,,,,,
STR+NOR,5〜8,5.0,99.0,2.0,5.0,-1.0,10,18.7,-7.1,1.46,40.0,95,1094309.0,,,,,,
STR+NOR,5〜8,99.0,0.0,2.0,3.0,-1.0,10,14.5,-5.9,1.46,44.0,75,1073581.0,,,,,,
STRONG,5〜7,5.0,0.0,2.0,5.0,-2.0,3,3.3,-2.8,1.46,60.0,15,1017063.0,,,,,,
STR+NOR,3〜7,99.0,2.0,5.0,5.0,-2.0,10,20.0,-7.0,1.46,47.9,96,1100224.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,3.0,-3.0,10,3.8,-1.6,1.46,47.1,17,1019721.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,2.0,-2.0,10,15.6,-4.9,1.46,55.2,87,1078564.0,,,,,,
NORMAL,3〜8,5.0,2.0,5.0,5.0,-1.0,5,13.3,-5.7,1.46,41.2,80,1067406.0,,,,,,
STR+NOR,5〜7,99.0,5.0,2.0,3.0,-1.0,5,14.5,-6.2,1.46,47.7,88,1073699.0,,,,,,
NORMAL,4〜7,3.0,2.0,2.0,5.0,-2.0,5,13.9,-5.3,1.46,49.3,73,1069347.0,,,,,,
NORMAL,5〜8,99.0,99.0,2.0,5.0,-3.0,5,19.3,-7.4,1.46,51.3,76,1096510.0,,,,,,
NORMAL,4〜7,3.0,0.0,2.0,5.0,-2.0,3,17.7,-7.1,1.46,46.7,60,1087552.0,,,,,,
STRONG,5〜8,99.0,99.0,5.0,3.0,-1.0,3,2.9,-1.6,1.46,42.1,19,1014971.0,,,,,,
STRONG,5〜8,99.0,0.0,5.0,4.0,-2.0,3,3.6,-2.0,1.46,52.9,17,1018619.0,,,,,,
STRONG,5〜7,5.0,5.0,5.0,4.0,-1.0,5,3.4,-2.3,1.46,44.4,18,1017751.0,,,,,,
STR+NOR,5〜8,3.0,0.0,5.0,4.0,-2.0,10,17.5,-7.4,1.46,49.2,63,1088004.0,,,,,,
NORMAL,5〜7,99.0,99.0,5.0,4.0,-3.0,5,15.6,-5.8,1.46,48.6,72,1078908.0,,,,,,
NORMAL,3〜6,3.0,2.0,2.0,2.0,-3.0,5,12.1,-4.1,1.46,48.0,75,1060356.0,,,,,,
NORMAL,5〜7,3.0,2.0,5.0,5.0,-3.0,10,19.6,-4.2,1.46,50.8,65,1096651.0,,,,,,
NORMAL,4〜7,3.0,2.0,2.0,5.0,-2.0,10,13.7,-5.3,1.46,47.9,73,1068498.0,,,,,,
STR+NOR,5〜7,5.0,5.0,2.0,4.0,-3.0,5,22.3,-8.1,1.46,48.9,88,1111828.0,,,,,,
STR+NOR,3〜8,5.0,0.0,2.0,4.0,-3.0,5,24.2,-8.4,1.46,47.8,90,1120161.0,,,,,,
NORMAL,5〜8,99.0,5.0,2.0,4.0,-1.0,3,12.9,-5.1,1.45,41.9,74,1065261.0,,,,,,
STRONG,5〜7,99.0,0.0,5.0,5.0,-1.0,5,2.5,-2.2,1.45,53.3,15,1012971.0,,,,,,
NORMAL,4〜8,3.0,2.0,5.0,4.0,-2.0,5,14.4,-4.3,1.45,52.0,75,1071795.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,2.0,-2.0,10,13.1,-7.0,1.45,52.1,73,1065381.0,,,,,,
STR+NOR,5〜8,5.0,5.0,2.0,3.0,-3.0,3,22.2,-10.0,1.45,48.9,92,1111130.0,,,,,,
NORMAL,3〜8,5.0,0.0,5.0,4.0,-1.0,3,16.2,-7.9,1.45,38.7,75,1081497.0,,,,,,
NORMAL,5〜7,5.0,5.0,2.0,2.0,-2.0,3,12.4,-4.2,1.45,48.6,70,1063077.0,,,,,,
NORMAL,5〜8,99.0,0.0,2.0,4.0,-3.0,10,17.9,-8.1,1.45,51.7,58,1088684.0,,,,,,
NORMAL,4〜7,5.0,2.0,5.0,3.0,-2.0,10,13.9,-4.7,1.45,51.9,77,1069325.0,,,,,,
STR+NOR,4〜7,5.0,2.0,2.0,4.0,-2.0,5,17.1,-5.8,1.45,52.7,93,1085987.0,,,,,,
NORMAL,3〜8,3.0,2.0,2.0,4.0,-3.0,10,11.7,-6.4,1.45,50.0,76,1058678.0,,,,,,
NORMAL,5〜7,99.0,99.0,2.0,4.0,-1.0,10,10.6,-5.6,1.45,44.4,72,1054124.0,,,,,,
NORMAL,3〜8,99.0,2.0,2.0,2.0,-3.0,10,11.6,-4.5,1.45,50.6,79,1058166.0,,,,,,
STR+NOR,4〜7,3.0,2.0,5.0,5.0,-2.0,10,19.0,-5.3,1.45,48.4,93,1095096.0,,,,,,
NORMAL,3〜8,5.0,2.0,5.0,4.0,-3.0,3,17.5,-8.5,1.45,48.8,80,1088094.0,,,,,,
NORMAL,3〜7,5.0,5.0,2.0,5.0,-1.0,10,11.6,-5.0,1.45,36.7,79,1059087.0,,,,,,
NORMAL,3〜8,5.0,2.0,5.0,3.0,-2.0,10,13.3,-5.3,1.45,46.2,80,1067409.0,,,,,,
NORMAL,4〜8,3.0,2.0,5.0,5.0,-3.0,3,18.1,-6.0,1.44,53.3,75,1089182.0,,,,,,
NORMAL,3〜6,5.0,0.0,2.0,4.0,-3.0,10,14.9,-7.5,1.44,47.7,65,1074098.0,,,,,,
NORMAL,3〜7,5.0,2.0,5.0,2.0,-3.0,5,12.0,-5.2,1.44,50.0,78,1059986.0,,,,,,
NORMAL,3〜7,5.0,2.0,5.0,4.0,-3.0,5,16.1,-8.1,1.44,46.2,78,1079754.0,,,,,,
STR+NOR,5〜7,3.0,0.0,5.0,4.0,-1.0,10,12.4,-4.3,1.44,42.9,63,1063260.0,,,,,,
NORMAL,4〜7,3.0,0.0,5.0,5.0,-2.0,3,19.1,-8.6,1.44,45.2,62,1094234.0,,,,,,
STR+NOR,4〜7,99.0,2.0,2.0,4.0,-2.0,3,17.8,-6.4,1.44,48.4,93,1089603.0,,,,,,
NORMAL,5〜8,5.0,99.0,2.0,4.0,-3.0,10,18.7,-7.0,1.44,51.3,76,1093921.0,,,,,,
NORMAL,3〜7,3.0,2.0,2.0,4.0,-3.0,10,11.6,-6.4,1.44,50.0,76,1058196.0,,,,,,
STR+NOR,5〜7,3.0,2.0,5.0,3.0,-2.0,5,18.2,-4.2,1.44,46.3,82,1091312.0,,,,,,
NORMAL,3〜8,5.0,5.0,5.0,2.0,-3.0,3,13.0,-5.3,1.44,52.5,80,1066019.0,,,,,,
NORMAL,3〜7,5.0,99.0,2.0,5.0,-2.0,3,14.2,-5.0,1.44,44.3,79,1072010.0,,,,,,
NORMAL,3〜8,5.0,2.0,2.0,3.0,-1.0,10,9.7,-6.0,1.44,45.6,79,1048719.0,,,,,,
STR+NOR,5〜7,3.0,5.0,5.0,4.0,-2.0,5,22.0,-6.5,1.44,41.4,87,1109501.0,,,,,,
