drop_lo,drop_hi,rb_min,gap_max,condition,exit,n,wr,avg,sharpe,max_dd,cum
-4.0,-3.0,2,0.0,NORMAL+STRONG,TP+2%/SL-2%,1585,52.1,0.109,1.1,-35.0,172.8
-8.0,-4.0,4,0.0,NORMAL+STRONG,TP+5%/SL-5%,1173,52.3,0.189,1.1,-46.7,221.9
-7.0,-3.0,3,0.0,NORMAL+STRONG,TP+5%/SL-3%,2628,51.0,0.159,1.1,-58.6,416.9
-8.0,-4.0,4,2.0,NORMAL+STRONG,TP+5%/SL-5%,2333,50.6,0.175,1.1,-75.2,408.9
-5.0,-3.0,2,999.0,NORMAL+STRONG,TP+5%/SL-5%,5559,51.2,0.161,1.1,-57.7,894.5
-6.0,-3.0,3,2.0,NORMAL+STRONG,TP+3%/SL-3%,4660,51.2,0.136,1.1,-70.7,635.3
-7.0,-4.0,5,2.0,NORMAL+STRONG,引け決済,1382,50.7,0.177,1.1,-43.4,245.0
-4.0,-3.0,3,999.0,NORMAL+STRONG,TP+5%/SL-5%,2607,51.4,0.152,1.09,-65.8,396.9
-7.0,-3.0,2,0.0,NORMAL+STRONG,TP+5%/SL-3%,3423,50.8,0.156,1.09,-64.3,534.4
-6.0,-5.0,5,2.0,NORMAL+STRONG,引け決済,415,48.7,0.176,1.09,-30.7,73.1
-5.0,-3.0,4,999.0,NORMAL+STRONG,引け決済,2837,51.6,0.163,1.09,-49.1,463.2
-6.0,-3.0,4,999.0,NORMAL+STRONG,TP+3%/SL-3%,3521,50.9,0.137,1.09,-72.1,483.2
-5.0,-3.0,4,999.0,NORMAL+STRONG,TP+2%/SL-2%,2837,50.6,0.108,1.08,-38.8,307.1
-7.0,-3.0,2,2.0,NORMAL+STRONG,TP+5%/SL-3%,6815,50.0,0.148,1.08,-74.5,1009.3
-5.0,-3.0,3,999.0,NORMAL+STRONG,TP+5%/SL-5%,4208,51.3,0.157,1.08,-57.4,660.2
-6.0,-4.0,3,2.0,NORMAL+STRONG,TP+5%/SL-5%,2280,51.1,0.167,1.08,-66.4,380.7
-7.0,-3.0,2,2.0,NORMAL+STRONG,TP+5%/SL-5%,6815,51.5,0.16,1.08,-73.8,1091.5
-5.0,-4.0,2,0.0,NORMAL+STRONG,引け決済,924,53.4,0.173,1.08,-49.2,160.2
-6.0,-4.0,5,0.0,NORMAL+STRONG,引け決済,544,52.8,0.185,1.08,-30.1,100.8
-5.0,-4.0,5,2.0,NORMAL+STRONG,TP+2%/SL-2%,646,49.5,0.112,1.08,-17.6,72.1
-8.0,-4.0,4,0.0,NORMAL+STRONG,引け決済,1173,52.5,0.189,1.07,-46.3,221.9
-8.0,-6.0,4,999.0,STRONG,引け決済,204,53.4,0.187,1.07,-35.0,38.2
-5.0,-3.0,2,999.0,NORMAL+STRONG,TP+5%/SL-3%,5559,49.7,0.145,1.07,-61.8,804.7
-4.0,-3.0,2,999.0,NORMAL+STRONG,TP+3%/SL-3%,3494,51.5,0.128,1.07,-66.5,448.0
-6.0,-3.0,5,2.0,NORMAL+STRONG,TP+2%/SL-2%,2081,49.7,0.109,1.07,-44.1,226.4
-5.0,-4.0,3,999.0,NORMAL+STRONG,TP+5%/SL-3%,1601,49.1,0.155,1.07,-57.5,247.8
-5.0,-4.0,2,2.0,NORMAL+STRONG,引け決済,1844,50.8,0.165,1.07,-64.8,304.7
-6.0,-5.0,4,2.0,NORMAL+STRONG,TP+5%/SL-5%,596,50.5,0.165,1.06,-47.0,98.6
-6.0,-4.0,6,2.0,NORMAL+STRONG,引け決済,671,51.3,0.18,1.06,-37.6,120.9
-5.0,-3.0,5,999.0,NORMAL+STRONG,TP+3%/SL-3%,1845,50.5,0.134,1.06,-39.7,246.7
-7.0,-3.0,4,999.0,NORMAL+STRONG,TP+5%/SL-3%,4007,49.4,0.15,1.06,-59.7,600.2
-5.0,-4.0,3,999.0,NORMAL+STRONG,TP+5%/SL-5%,1601,51.0,0.164,1.06,-51.5,263.3
-5.0,-3.0,6,0.0,NORMAL+STRONG,TP+5%/SL-3%,526,49.4,0.159,1.06,-29.5,83.7
-7.0,-3.0,2,0.0,NORMAL+STRONG,TP+5%/SL-5%,3423,52.7,0.164,1.05,-69.4,560.2
-6.0,-4.0,2,2.0,NORMAL+STRONG,TP+5%/SL-3%,2912,49.0,0.152,1.05,-70.9,442.9
-8.0,-3.0,3,0.0,NORMAL+STRONG,TP+5%/SL-3%,2873,50.5,0.154,1.05,-59.6,443.8
-5.0,-4.0,2,999.0,NORMAL+STRONG,TP+5%/SL-5%,2065,50.3,0.164,1.05,-42.8,339.4
-7.0,-3.0,3,0.0,NORMAL+STRONG,TP+5%/SL-5%,2628,52.9,0.165,1.05,-75.3,434.1
-5.0,-3.0,5,0.0,NORMAL+STRONG,TP+2%/SL-2%,855,50.1,0.108,1.05,-25.0,92.3
-6.0,-4.0,6,2.0,NORMAL+STRONG,TP+3%/SL-3%,671,50.1,0.142,1.04,-34.7,95.6
-6.0,-4.0,3,0.0,NORMAL+STRONG,TP+5%/SL-3%,1153,50.4,0.156,1.04,-46.2,179.9
-5.0,-3.0,3,999.0,NORMAL+STRONG,TP+5%/SL-3%,4208,49.7,0.142,1.04,-59.0,596.0
-6.0,-3.0,4,999.0,NORMAL+STRONG,引け決済,3521,51.3,0.161,1.04,-64.7,565.1
-8.0,-3.0,5,0.0,NORMAL+STRONG,TP+5%/SL-3%,1352,49.3,0.158,1.04,-51.6,213.4
-5.0,-3.0,5,0.0,NORMAL+STRONG,引け決済,855,52.5,0.166,1.04,-43.0,142.1
-8.0,-3.0,5,2.0,NORMAL+STRONG,TP+3%/SL-3%,2664,50.3,0.136,1.04,-51.0,362.4
-8.0,-6.0,6,2.0,STRONG,TP+5%/SL-5%,91,56.0,0.176,1.03,-12.7,16.0
-6.0,-5.0,2,2.0,NORMAL+STRONG,TP+5%/SL-5%,1068,51.4,0.167,1.03,-55.5,178.4
-7.0,-3.0,3,2.0,NORMAL+STRONG,TP+5%/SL-5%,5257,51.3,0.152,1.03,-75.8,799.3
-6.0,-3.0,2,999.0,NORMAL+STRONG,TP+5%/SL-5%,6793,51.1,0.155,1.03,-68.3,1050.8
-7.0,-3.0,2,0.0,NORMAL+STRONG,TP+3%/SL-3%,3423,52.1,0.134,1.03,-66.9,460.1
-6.0,-4.0,3,0.0,NORMAL+STRONG,TP+5%/SL-5%,1153,53.0,0.17,1.03,-45.2,195.6
-5.0,-4.0,5,999.0,NORMAL+STRONG,引け決済,718,51.9,0.167,1.03,-26.5,119.7
-8.0,-4.0,5,2.0,NORMAL+STRONG,TP+5%/SL-5%,1644,50.5,0.166,1.03,-60.2,273.4
-6.0,-4.0,3,2.0,NORMAL+STRONG,TP+5%/SL-3%,2280,49.2,0.147,1.02,-62.0,334.3
-5.0,-4.0,6,0.0,NORMAL+STRONG,TP+3%/SL-3%,211,51.2,0.146,1.02,-19.1,30.8
-5.0,-3.0,3,2.0,NORMAL+STRONG,引け決済,3823,51.7,0.148,1.02,-74.1,566.3
-7.0,-3.0,5,2.0,NORMAL+STRONG,引け決済,2402,50.7,0.157,1.02,-62.4,376.1
-4.0,-3.0,3,999.0,NORMAL+STRONG,TP+5%/SL-3%,2607,50.1,0.134,1.02,-72.9,348.2
-5.0,-3.0,2,2.0,NORMAL+STRONG,引け決済,5032,51.7,0.147,1.02,-89.3,739.1
-7.0,-3.0,3,2.0,NORMAL+STRONG,TP+5%/SL-3%,5257,49.8,0.14,1.02,-67.8,735.1
-8.0,-6.0,6,2.0,STRONG,TP+2%/SL-2%,91,52.7,0.112,1.02,-13.4,10.2
-7.0,-4.0,4,0.0,NORMAL+STRONG,TP+5%/SL-5%,1001,52.3,0.171,1.02,-44.2,171.1
-7.0,-3.0,5,0.0,NORMAL+STRONG,TP+5%/SL-3%,1223,49.5,0.15,1.01,-49.3,183.5
-8.0,-3.0,4,999.0,NORMAL+STRONG,TP+5%/SL-5%,4398,50.7,0.154,1.01,-80.4,678.9
-5.0,-3.0,5,999.0,NORMAL+STRONG,TP+5%/SL-5%,1845,50.8,0.151,1.01,-47.8,278.5
-5.0,-3.0,3,2.0,NORMAL+STRONG,TP+2%/SL-2%,3823,50.6,0.1,1.01,-53.7,382.1
-8.0,-3.0,3,0.0,NORMAL+STRONG,TP+5%/SL-5%,2873,52.6,0.162,1.01,-80.7,466.3
-6.0,-4.0,4,999.0,NORMAL+STRONG,TP+3%/SL-3%,1751,50.4,0.132,1.01,-61.4,231.2
-7.0,-6.0,5,999.0,STRONG,TP+5%/SL-3%,76,51.3,0.158,1.0,-13.3,12.0
-6.0,-3.0,3,0.0,NORMAL+STRONG,引け決済,2320,53.5,0.157,1.0,-73.7,363.3
-7.0,-3.0,3,0.0,NORMAL+STRONG,TP+3%/SL-3%,2628,52.3,0.131,1.0,-66.9,344.0
-5.0,-4.0,2,999.0,NORMAL+STRONG,TP+5%/SL-3%,2065,48.3,0.145,1.0,-44.4,300.2
-6.0,-3.0,5,0.0,NORMAL+STRONG,TP+5%/SL-5%,1056,51.9,0.159,1.0,-45.0,167.8
-7.0,-3.0,2,2.0,NORMAL+STRONG,TP+3%/SL-3%,6815,51.1,0.126,1.0,-68.1,855.6
-6.0,-4.0,3,0.0,NORMAL+STRONG,引け決済,1153,53.2,0.168,1.0,-51.5,193.4
-5.0,-3.0,6,2.0,NORMAL+STRONG,TP+5%/SL-5%,1024,50.9,0.156,0.99,-48.6,159.5
-6.0,-4.0,5,999.0,NORMAL+STRONG,TP+5%/SL-5%,1198,50.7,0.161,0.99,-47.9,192.5
-4.0,-3.0,3,999.0,NORMAL+STRONG,TP+3%/SL-3%,2607,51.1,0.119,0.99,-61.5,310.6
-7.0,-4.0,5,2.0,NORMAL+STRONG,TP+3%/SL-3%,1382,49.8,0.133,0.99,-39.7,183.2
-8.0,-3.0,2,0.0,NORMAL+STRONG,TP+5%/SL-3%,3716,50.3,0.145,0.99,-66.9,540.2
-4.0,-3.0,3,0.0,NORMAL+STRONG,引け決済,1167,53.9,0.146,0.99,-34.1,169.9
-6.0,-3.0,4,0.0,NORMAL+STRONG,TP+2%/SL-2%,1572,50.9,0.101,0.99,-40.3,159.4
-5.0,-4.0,6,2.0,NORMAL+STRONG,引け決済,413,52.5,0.171,0.99,-29.2,70.6
-8.0,-4.0,5,2.0,NORMAL+STRONG,TP+5%/SL-3%,1644,48.5,0.148,0.99,-52.2,243.9
-6.0,-3.0,5,0.0,NORMAL+STRONG,TP+3%/SL-3%,1056,51.1,0.133,0.99,-35.3,140.2
-6.0,-3.0,3,999.0,NORMAL+STRONG,TP+5%/SL-5%,5167,51.1,0.149,0.99,-69.8,770.8
-4.0,-3.0,2,2.0,NORMAL+STRONG,引け決済,3188,52.2,0.136,0.99,-105.4,434.5
-6.0,-4.0,3,2.0,NORMAL+STRONG,引け決済,2280,51.1,0.155,0.98,-73.1,353.9
-6.0,-4.0,2,0.0,NORMAL+STRONG,引け決済,1467,52.8,0.163,0.98,-56.8,239.4
-6.0,-4.0,5,0.0,NORMAL+STRONG,TP+5%/SL-3%,544,49.4,0.152,0.98,-40.7,82.6
-7.0,-4.0,4,999.0,NORMAL+STRONG,TP+5%/SL-5%,2237,50.6,0.156,0.98,-94.5,349.7
-7.0,-3.0,5,2.0,NORMAL+STRONG,TP+2%/SL-2%,2402,49.6,0.099,0.97,-46.2,238.3
-5.0,-3.0,2,0.0,NORMAL+STRONG,TP+2%/SL-2%,2509,51.4,0.099,0.97,-44.6,248.1
-8.0,-3.0,2,0.0,NORMAL+STRONG,TP+5%/SL-5%,3716,52.3,0.155,0.97,-71.4,577.3
-8.0,-6.0,4,0.0,NORMAL+STRONG,TP+5%/SL-3%,392,46.9,0.161,0.97,-35.0,63.1
-8.0,-4.0,4,2.0,NORMAL+STRONG,引け決済,2333,50.7,0.158,0.97,-78.0,367.7
-6.0,-3.0,3,2.0,NORMAL+STRONG,引け決済,4660,51.5,0.144,0.96,-92.7,670.0
-8.0,-3.0,2,2.0,NORMAL+STRONG,TP+5%/SL-5%,7354,51.2,0.145,0.96,-80.9,1065.8
-6.0,-3.0,5,0.0,NORMAL+STRONG,引け決済,1056,52.1,0.157,0.96,-56.3,165.5
-8.0,-4.0,5,2.0,NORMAL+STRONG,引け決済,1644,50.6,0.157,0.96,-64.2,257.4
-5.0,-3.0,2,999.0,NORMAL+STRONG,TP+3%/SL-3%,5559,50.7,0.119,0.96,-63.2,660.1
-4.0,-3.0,4,999.0,NORMAL+STRONG,引け決済,1770,51.3,0.138,0.96,-62.1,244.9
-6.0,-3.0,2,2.0,NORMAL+STRONG,引け決済,6100,51.6,0.143,0.96,-88.8,869.7
-8.0,-3.0,4,999.0,NORMAL+STRONG,TP+5%/SL-3%,4398,49.0,0.137,0.96,-63.6,604.2
-8.0,-3.0,4,2.0,NORMAL+STRONG,TP+2%/SL-2%,3954,50.3,0.097,0.95,-47.3,381.6
-7.0,-4.0,4,0.0,NORMAL+STRONG,TP+3%/SL-3%,1001,51.2,0.131,0.95,-39.6,130.8
-4.0,-3.0,3,2.0,NORMAL+STRONG,引け決済,2380,51.9,0.133,0.95,-68.1,316.1
-6.0,-4.0,2,0.0,NORMAL+STRONG,TP+3%/SL-3%,1467,51.3,0.128,0.95,-52.0,187.5
-8.0,-3.0,5,0.0,NORMAL+STRONG,TP+5%/SL-5%,1352,51.4,0.157,0.95,-56.1,211.8
-5.0,-4.0,6,0.0,NORMAL+STRONG,TP+5%/SL-5%,211,52.6,0.17,0.95,-24.0,35.8
-7.0,-3.0,6,2.0,NORMAL+STRONG,TP+5%/SL-3%,1510,48.8,0.139,0.95,-59.7,209.5
-8.0,-4.0,4,2.0,NORMAL+STRONG,TP+3%/SL-3%,2333,50.1,0.126,0.95,-61.1,293.4
-4.0,-3.0,5,999.0,NORMAL+STRONG,TP+2%/SL-2%,1127,49.8,0.095,0.95,-38.8,106.8
-7.0,-3.0,3,2.0,NORMAL+STRONG,TP+3%/SL-3%,5257,50.8,0.117,0.94,-65.7,617.5
-8.0,-3.0,5,2.0,NORMAL+STRONG,引け決済,2664,50.6,0.146,0.94,-75.5,388.5
-6.0,-3.0,5,999.0,NORMAL+STRONG,TP+5%/SL-5%,2325,50.5,0.143,0.94,-71.0,332.2
-5.0,-3.0,2,0.0,NORMAL+STRONG,引け決済,2509,53.2,0.142,0.94,-69.5,356.6
-5.0,-3.0,3,999.0,NORMAL+STRONG,TP+3%/SL-3%,4208,50.7,0.116,0.94,-65.2,489.8
-5.0,-4.0,6,0.0,NORMAL+STRONG,引け決済,211,53.6,0.172,0.94,-26.7,36.3
-5.0,-3.0,6,999.0,NORMAL+STRONG,TP+5%/SL-3%,1136,48.9,0.136,0.94,-49.7,154.1
-6.0,-5.0,2,0.0,NORMAL+STRONG,TP+5%/SL-5%,543,51.9,0.158,0.94,-42.2,86.0
-6.0,-4.0,6,2.0,NORMAL+STRONG,TP+5%/SL-5%,671,51.3,0.159,0.94,-40.6,106.7
-5.0,-4.0,6,2.0,NORMAL+STRONG,TP+2%/SL-2%,413,48.9,0.1,0.94,-17.4,41.3
-5.0,-4.0,4,2.0,NORMAL,TP+5%/SL-3%,723,47.0,0.132,0.93,-33.7,95.6
-5.0,-4.0,6,999.0,NORMAL+STRONG,TP+5%/SL-5%,463,51.8,0.156,0.93,-23.4,72.2
-8.0,-3.0,3,2.0,NORMAL+STRONG,TP+5%/SL-5%,5720,51.0,0.141,0.93,-81.7,808.0
-6.0,-4.0,2,2.0,NORMAL+STRONG,引け決済,2912,50.9,0.149,0.93,-92.8,435.3
-8.0,-3.0,2,2.0,NORMAL+STRONG,TP+5%/SL-3%,7354,49.5,0.13,0.93,-79.6,956.8
-6.0,-4.0,2,999.0,NORMAL+STRONG,TP+5%/SL-5%,3299,50.4,0.15,0.93,-81.9,495.7
-5.0,-3.0,6,999.0,NORMAL+STRONG,TP+3%/SL-3%,1136,50.2,0.121,0.92,-37.6,137.9
-6.0,-3.0,2,0.0,NORMAL+STRONG,引け決済,3052,53.0,0.143,0.92,-82.4,435.8
-6.0,-4.0,5,999.0,NORMAL+STRONG,引け決済,1198,50.8,0.151,0.92,-40.1,181.2
-7.0,-4.0,4,999.0,NORMAL+STRONG,TP+5%/SL-3%,2237,48.5,0.136,0.92,-79.5,304.3
-6.0,-3.0,6,2.0,NORMAL+STRONG,TP+5%/SL-5%,1282,50.6,0.144,0.91,-67.9,185.2
-5.0,-3.0,2,2.0,NORMAL+STRONG,TP+2%/SL-2%,5032,50.6,0.09,0.91,-59.4,453.5
-8.0,-3.0,3,2.0,NORMAL+STRONG,TP+5%/SL-3%,5720,49.3,0.127,0.91,-72.2,725.0
-5.0,-4.0,3,999.0,NORMAL+STRONG,引け決済,1601,51.0,0.147,0.91,-69.0,234.6
-6.0,-4.0,2,2.0,NORMAL+STRONG,TP+3%/SL-3%,2912,50.0,0.118,0.91,-57.8,343.4
-6.0,-4.0,3,999.0,NORMAL+STRONG,TP+5%/SL-5%,2560,50.8,0.146,0.91,-62.6,373.9
-7.0,-3.0,5,0.0,NORMAL+STRONG,TP+5%/SL-5%,1223,51.3,0.146,0.9,-59.3,178.9
-8.0,-3.0,6,2.0,NORMAL+STRONG,TP+5%/SL-3%,1709,49.0,0.133,0.9,-61.8,226.9
-7.0,-3.0,4,999.0,NORMAL+STRONG,TP+3%/SL-3%,4007,50.5,0.114,0.9,-67.9,457.8
-7.0,-4.0,2,0.0,NORMAL+STRONG,TP+5%/SL-5%,1838,52.1,0.152,0.9,-69.6,278.6
-6.0,-4.0,5,999.0,NORMAL+STRONG,TP+5%/SL-3%,1198,48.1,0.134,0.9,-36.5,160.6
-7.0,-4.0,2,2.0,NORMAL+STRONG,TP+5%/SL-5%,3627,50.8,0.144,0.9,-95.1,520.8
-4.0,-3.0,5,2.0,NORMAL+STRONG,引け決済,1020,50.7,0.129,0.9,-39.4,131.1
-7.0,-4.0,2,0.0,NORMAL+STRONG,TP+5%/SL-3%,1838,49.4,0.138,0.9,-63.5,253.1
-6.0,-4.0,5,0.0,NORMAL+STRONG,TP+5%/SL-5%,544,52.2,0.15,0.89,-31.7,81.8
-6.0,-3.0,3,999.0,NORMAL+STRONG,TP+5%/SL-3%,5167,49.3,0.123,0.89,-77.8,638.0
-8.0,-4.0,5,0.0,NORMAL+STRONG,TP+5%/SL-3%,840,48.5,0.143,0.89,-55.8,119.8
-6.0,-3.0,2,999.0,NORMAL+STRONG,TP+5%/SL-3%,6793,49.2,0.125,0.89,-67.3,846.0
-6.0,-5.0,4,999.0,NORMAL+STRONG,TP+5%/SL-5%,684,50.6,0.144,0.88,-49.7,98.6
-7.0,-3.0,6,2.0,NORMAL+STRONG,TP+3%/SL-3%,1510,50.1,0.119,0.88,-54.6,179.1
-5.0,-3.0,6,0.0,NORMAL+STRONG,TP+3%/SL-3%,526,50.8,0.12,0.88,-29.5,63.1
-8.0,-4.0,5,0.0,NORMAL+STRONG,引け決済,840,51.7,0.157,0.88,-56.1,131.8
-6.0,-3.0,5,999.0,NORMAL+STRONG,TP+5%/SL-3%,2325,48.6,0.125,0.88,-62.8,290.4
-8.0,-4.0,4,0.0,NORMAL+STRONG,TP+3%/SL-3%,1173,51.0,0.122,0.88,-47.1,142.7
-5.0,-4.0,2,999.0,NORMAL+STRONG,引け決済,2065,50.2,0.142,0.88,-50.1,292.8
-6.0,-4.0,3,2.0,NORMAL+STRONG,TP+3%/SL-3%,2280,50.2,0.114,0.88,-51.8,259.8
-7.0,-3.0,4,999.0,NORMAL+STRONG,引け決済,4007,51.0,0.137,0.88,-81.0,548.4
-6.0,-5.0,4,999.0,NORMAL+STRONG,引け決済,684,50.3,0.149,0.87,-40.0,102.0
-5.0,-4.0,3,0.0,NORMAL+STRONG,TP+2%/SL-2%,725,50.3,0.091,0.87,-33.4,65.7
-4.0,-3.0,6,2.0,NORMAL+STRONG,TP+5%/SL-5%,611,49.9,0.128,0.87,-50.3,78.5
-5.0,-4.0,3,999.0,NORMAL+STRONG,TP+3%/SL-3%,1601,50.2,0.112,0.87,-56.1,179.2
-5.0,-4.0,4,999.0,NORMAL+STRONG,TP+2%/SL-2%,1067,49.6,0.089,0.87,-36.1,94.8
-8.0,-3.0,3,0.0,NORMAL+STRONG,TP+3%/SL-3%,2873,51.9,0.116,0.87,-76.0,333.3
-4.0,-3.0,5,999.0,NORMAL+STRONG,TP+5%/SL-3%,1127,49.2,0.115,0.87,-69.1,129.8
-4.0,-3.0,5,999.0,NORMAL+STRONG,TP+5%/SL-5%,1127,50.3,0.124,0.87,-58.6,139.6
-4.0,-3.0,3,999.0,NORMAL+STRONG,TP+2%/SL-2%,2607,50.4,0.085,0.87,-57.7,222.0
-7.0,-4.0,2,2.0,NORMAL+STRONG,TP+5%/SL-3%,3627,48.7,0.127,0.86,-80.8,459.4
-8.0,-3.0,2,0.0,NORMAL+STRONG,TP+3%/SL-3%,3716,51.6,0.114,0.86,-80.5,423.3
-7.0,-3.0,5,999.0,NORMAL+STRONG,TP+5%/SL-5%,2682,50.2,0.134,0.86,-66.0,358.1
-7.0,-4.0,5,0.0,NORMAL+STRONG,引け決済,711,51.8,0.15,0.86,-43.4,106.8
-8.0,-3.0,5,0.0,NORMAL+STRONG,引け決済,1352,51.6,0.145,0.86,-61.2,196.6
-7.0,-4.0,5,999.0,NORMAL+STRONG,TP+5%/SL-5%,1555,50.1,0.141,0.86,-54.3,218.5
-7.0,-5.0,4,2.0,NORMAL+STRONG,TP+5%/SL-5%,1023,50.0,0.138,0.86,-57.8,141.6
-4.0,-3.0,5,999.0,NORMAL+STRONG,TP+3%/SL-3%,1127,50.1,0.106,0.86,-50.7,119.2
-8.0,-3.0,6,2.0,NORMAL+STRONG,TP+3%/SL-3%,1709,50.3,0.116,0.86,-62.0,198.1
-8.0,-4.0,5,0.0,NORMAL+STRONG,TP+5%/SL-5%,840,51.3,0.15,0.85,-48.0,125.7
-6.0,-5.0,3,2.0,NORMAL+STRONG,TP+5%/SL-5%,837,50.9,0.136,0.85,-52.2,114.0
-7.0,-3.0,5,0.0,NORMAL+STRONG,引け決済,1223,51.6,0.14,0.85,-62.9,171.5
-6.0,-3.0,6,2.0,NORMAL+STRONG,引け決済,1282,50.6,0.137,0.85,-72.8,175.8
-4.0,-3.0,2,0.0,NORMAL+STRONG,引け決済,1585,53.2,0.124,0.85,-59.8,196.4
-6.0,-4.0,3,0.0,NORMAL+STRONG,TP+3%/SL-3%,1153,51.5,0.113,0.84,-48.0,130.1
-7.0,-3.0,2,999.0,NORMAL+STRONG,TP+5%/SL-5%,7609,50.8,0.129,0.84,-84.6,984.4
-5.0,-3.0,2,999.0,NORMAL+STRONG,引け決済,5559,51.0,0.128,0.84,-79.1,709.9
-4.0,-3.0,5,0.0,NORMAL+STRONG,引け決済,512,51.4,0.127,0.83,-36.8,64.8
-6.0,-5.0,2,0.0,NORMAL+STRONG,引け決済,543,51.9,0.146,0.83,-35.2,79.2
-7.0,-4.0,4,999.0,NORMAL+STRONG,引け決済,2237,50.7,0.136,0.83,-97.0,303.5
-8.0,-4.0,4,999.0,NORMAL+STRONG,TP+5%/SL-5%,2628,50.1,0.135,0.83,-92.3,355.9
-5.0,-3.0,5,999.0,NORMAL+STRONG,TP+2%/SL-2%,1845,49.2,0.084,0.83,-46.2,155.5
-5.0,-4.0,4,0.0,ALL,TP+5%/SL-3%,586,48.1,0.12,0.82,-36.4,70.4
-7.0,-4.0,3,0.0,NORMAL+STRONG,TP+5%/SL-3%,1461,49.2,0.125,0.82,-61.6,183.2
-4.0,-3.0,2,999.0,NORMAL+STRONG,引け決済,3494,51.5,0.119,0.82,-98.5,417.1
-8.0,-3.0,2,2.0,NORMAL+STRONG,TP+3%/SL-3%,7354,50.6,0.105,0.82,-78.5,769.0
-6.0,-3.0,5,999.0,NORMAL+STRONG,TP+3%/SL-3%,2325,49.7,0.105,0.82,-52.0,244.9
-4.0,-3.0,4,2.0,ALL,TP+5%/SL-3%,1863,49.3,0.107,0.82,-97.5,199.0
-7.0,-4.0,5,0.0,NORMAL+STRONG,TP+5%/SL-3%,711,48.5,0.126,0.81,-51.5,89.8
-5.0,-4.0,5,999.0,NORMAL,TP+5%/SL-3%,528,47.2,0.121,0.81,-40.5,63.7
-8.0,-6.0,4,0.0,NORMAL+STRONG,TP+5%/SL-5%,392,49.7,0.152,0.81,-42.0,59.4
-7.0,-3.0,3,0.0,NORMAL+STRONG,引け決済,2628,52.9,0.131,0.81,-91.2,344.6
-8.0,-4.0,5,2.0,NORMAL+STRONG,TP+3%/SL-3%,1644,49.6,0.109,0.81,-53.5,179.5
-6.0,-4.0,3,999.0,NORMAL+STRONG,引け決済,2560,50.7,0.133,0.81,-68.0,339.6
-7.0,-4.0,3,2.0,NORMAL+STRONG,TP+5%/SL-5%,2877,50.6,0.127,0.81,-79.6,366.7
-7.0,-3.0,5,0.0,NORMAL+STRONG,TP+3%/SL-3%,1223,50.4,0.108,0.8,-42.3,131.9
-7.0,-3.0,3,2.0,NORMAL+STRONG,引け決済,5257,51.2,0.12,0.8,-102.0,632.5
-7.0,-4.0,3,2.0,NORMAL+STRONG,TP+5%/SL-3%,2877,48.6,0.116,0.8,-69.5,334.4
-5.0,-4.0,4,0.0,NORMAL,TP+5%/SL-3%,393,48.1,0.118,0.8,-32.8,46.5
-6.0,-3.0,3,2.0,NORMAL+STRONG,TP+2%/SL-2%,4660,50.1,0.08,0.8,-83.5,371.4
-7.0,-3.0,3,999.0,NORMAL+STRONG,TP+5%/SL-5%,5842,50.7,0.122,0.8,-77.0,711.9
-8.0,-4.0,2,0.0,NORMAL+STRONG,TP+5%/SL-5%,2131,51.6,0.139,0.8,-67.0,295.7
-4.0,-3.0,2,999.0,NORMAL+STRONG,TP+2%/SL-2%,3494,50.4,0.079,0.8,-55.4,274.8
-6.0,-5.0,5,2.0,NORMAL+STRONG,TP+5%/SL-5%,415,48.9,0.126,0.8,-43.3,52.1
-7.0,-5.0,4,2.0,NORMAL+STRONG,引け決済,1023,50.0,0.131,0.79,-46.6,133.5
-6.0,-3.0,3,0.0,NORMAL+STRONG,TP+2%/SL-2%,2320,50.8,0.081,0.79,-47.8,187.1
-5.0,-4.0,2,999.0,NORMAL+STRONG,TP+3%/SL-3%,2065,49.4,0.103,0.79,-47.7,212.1
-8.0,-3.0,5,2.0,NORMAL+STRONG,TP+2%/SL-2%,2664,49.2,0.081,0.79,-45.1,216.2
-7.0,-4.0,3,0.0,NORMAL+STRONG,TP+5%/SL-5%,1461,51.8,0.133,0.79,-65.6,194.5
-8.0,-6.0,5,0.0,NORMAL+STRONG,TP+5%/SL-5%,296,49.7,0.148,0.79,-39.5,43.9
-5.0,-4.0,6,2.0,NORMAL,TP+5%/SL-3%,314,47.8,0.122,0.79,-27.8,38.4
-8.0,-3.0,3,2.0,NORMAL+STRONG,TP+3%/SL-3%,5720,50.5,0.101,0.79,-72.0,575.8
-8.0,-4.0,3,0.0,NORMAL+STRONG,TP+5%/SL-3%,1706,48.6,0.123,0.79,-66.9,210.1
-7.0,-5.0,5,2.0,NORMAL+STRONG,引け決済,736,49.0,0.126,0.78,-47.3,92.8
-7.0,-3.0,2,2.0,NORMAL+STRONG,引け決済,6815,51.4,0.118,0.78,-97.9,805.0
-5.0,-4.0,2,0.0,NORMAL+STRONG,TP+2%/SL-2%,924,50.3,0.082,0.78,-30.2,75.4
-8.0,-4.0,4,999.0,NORMAL+STRONG,TP+5%/SL-3%,2628,47.9,0.117,0.78,-82.4,308.4
-8.0,-4.0,2,0.0,NORMAL+STRONG,TP+5%/SL-3%,2131,48.6,0.121,0.78,-77.0,258.8
-6.0,-4.0,5,999.0,NORMAL+STRONG,TP+3%/SL-3%,1198,49.3,0.105,0.78,-37.2,125.6
