code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,gap_pct,ret_oc,ret_max,ret_low,lower_shadow_ratio,vol_decay_3d,consec_drop
7068,2026-02-18,2026-02-19,STRONG,NORMAL,-3.63,4,0.82,0.49,0.98,-0.98,0.038,0,1
7068,2026-02-24,2026-02-25,NORMAL,NORMAL,-7.1,6,-0.69,2.62,3.15,0.0,0.033,0,1
7068,2026-03-26,2026-03-27,WEAK,NORMAL,-3.94,7,-0.74,-1.88,0.0,-4.13,0.098,0,1
7069,2025-11-07,2025-11-10,NORMAL,STRONG,-10.72,3,-3.31,2.41,2.41,-1.01,0.066,0,1
7071,2025-10-20,2025-10-21,STRONG,NORMAL,-13.4,8,5.8,4.2,6.58,-2.01,0.294,0,3
7071,2025-11-07,2025-11-10,NORMAL,STRONG,-18.98,9,0.0,2.81,3.28,-5.85,0.0,0,2
7071,2026-02-16,2026-02-17,NORMAL,NORMAL,-3.21,3,-0.62,0.42,4.38,-0.62,0.359,0,3
7071,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.53,3,1.46,2.89,3.51,-0.21,0.286,0,2
7071,2026-03-26,2026-03-27,WEAK,NORMAL,-3.95,5,-0.73,2.2,2.68,-0.98,0.133,0,1
7072,2025-10-17,2025-10-20,WEAK,STRONG,-8.31,3,2.25,2.71,3.3,-2.2,0.128,0,1
7072,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.15,2,-1.45,-4.48,0.15,-5.07,0.086,0,1
7072,2026-02-16,2026-02-17,NORMAL,NORMAL,-11.17,7,0.1,-5.88,0.1,-6.89,0.977,0,2
7078,2026-01-08,2026-01-09,NORMAL,NORMAL,-6.08,2,0.0,-3.89,0.26,-5.44,0.04,0,1
7080,2025-11-12,2025-11-13,STRONG,NORMAL,-7.52,5,0.0,-1.77,0.12,-3.89,0.194,0,1
7082,2025-10-06,2025-10-07,STRONG,NORMAL,-4.31,2,0.07,-0.9,0.55,-2.98,0.043,1,1
7082,2025-10-17,2025-10-20,WEAK,STRONG,-3.17,4,0.6,0.67,1.63,-1.33,0.255,0,1
7082,2025-11-04,2025-11-05,NORMAL,WEAK,-3.15,5,-0.49,0.0,0.57,-3.6,0.114,0,1
7082,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.17,2,-2.05,1.45,1.45,-0.65,0.217,0,1
7082,2025-11-19,2025-11-20,NORMAL,STRONG,-6.45,9,3.0,-2.52,0.58,-3.88,0.112,0,5
7082,2025-11-25,2025-11-26,NORMAL,STRONG,-5.58,9,0.0,2.95,3.48,0.0,0.171,0,2
7082,2025-12-01,2025-12-02,WEAK,WEAK,-4.63,7,-0.22,0.43,2.27,-0.54,0.175,0,1
7082,2026-02-06,2026-02-09,NORMAL,STRONG,-3.08,4,1.47,-0.45,0.45,-1.79,0.286,0,1
7082,2026-02-13,2026-02-16,WEAK,NORMAL,-5.73,7,-14.04,2.59,5.17,-0.27,0.052,0,2
7082,2026-02-16,2026-02-17,NORMAL,NORMAL,-11.81,9,0.0,-1.06,0.4,-3.85,0.05,0,3
7082,2026-02-19,2026-02-20,NORMAL,WEAK,-3.49,6,0.4,-0.93,0.0,-2.94,0.205,0,1
7085,2025-10-15,2025-10-16,STRONG,NORMAL,-5.66,6,-0.38,-1.92,1.41,-1.92,0.079,0,2
7085,2026-01-21,2026-01-22,WEAK,STRONG,-3.58,2,0.13,1.19,1.59,0.0,0.043,0,3
7089,2025-12-30,2026-01-05,WEAK,NORMAL,-4.73,10,1.27,-4.28,0.31,-4.91,0.128,0,2
7090,2025-10-17,2025-10-20,WEAK,STRONG,-18.86,4,1.75,7.07,11.03,-0.86,0.016,0,2
7091,2026-02-16,2026-02-17,NORMAL,NORMAL,-10.79,3,-1.37,1.74,1.74,-6.35,0.836,0,1
7093,2025-10-06,2025-10-07,STRONG,NORMAL,-10.77,3,0.34,0.34,0.86,-1.03,0.286,1,2
7094,2025-11-11,2025-11-12,NORMAL,STRONG,-16.36,7,0.0,-1.53,0.05,-4.03,0.075,0,1
7094,2025-11-13,2025-11-14,NORMAL,NORMAL,-4.15,7,-1.73,1.0,2.76,-0.59,0.135,1,3
7094,2025-11-20,2025-11-21,STRONG,STRONG,-3.39,7,-0.91,0.43,2.87,-0.43,0.209,0,1
7094,2025-12-01,2025-12-02,WEAK,WEAK,-3.41,6,0.12,-3.34,0.43,-3.95,0.033,0,1
7094,2025-12-02,2025-12-03,WEAK,WEAK,-3.22,6,-0.69,-0.63,1.46,-0.63,0.139,0,2
7094,2025-12-26,2025-12-29,NORMAL,NORMAL,-3.97,3,0.24,-2.48,0.12,-2.83,0.778,0,1
7094,2026-02-12,2026-02-13,NORMAL,WEAK,-3.51,5,-0.3,0.49,3.04,-0.43,0.22,0,1
7094,2026-03-26,2026-03-27,WEAK,NORMAL,-3.12,3,1.51,1.68,2.07,-0.13,0.067,0,1
7095,2025-10-17,2025-10-20,WEAK,STRONG,-3.37,4,2.46,-1.1,0.24,-1.49,0.0,0,2
7095,2025-11-05,2025-11-06,WEAK,NORMAL,-3.55,6,0.43,-2.1,1.94,-2.1,0.423,0,2
7095,2025-11-25,2025-11-26,NORMAL,STRONG,-3.39,4,0.52,0.34,1.09,-0.46,0.0,0,1
7095,2025-12-12,2025-12-15,STRONG,NORMAL,-17.24,9,0.07,0.74,1.47,-1.47,0.136,0,1
7095,2025-12-22,2025-12-23,NORMAL,NORMAL,-4.27,4,-1.15,0.75,1.3,-0.48,0.012,0,1
7095,2026-02-12,2026-02-13,NORMAL,WEAK,-3.04,2,0.61,-2.84,0.07,-3.45,0.378,1,1
7095,2026-03-13,2026-03-16,WEAK,NORMAL,-3.65,5,0.3,-1.04,0.07,-3.41,0.362,0,2
7095,2026-03-26,2026-03-27,WEAK,NORMAL,-3.89,5,1.62,1.19,1.67,-0.8,0.108,0,2
7097,2026-01-29,2026-01-30,NORMAL,NORMAL,-11.49,9,0.69,2.23,3.41,0.0,0.007,0,3
7110,2026-02-09,2026-02-10,STRONG,STRONG,-3.11,7,1.1,2.03,3.37,-0.2,0.153,0,2
7110,2026-03-17,2026-03-18,NORMAL,STRONG,-5.45,4,0.2,2.93,3.17,-1.09,0.202,0,1
7112,2026-02-05,2026-02-06,NORMAL,NORMAL,-10.36,3,-1.39,-5.79,0.42,-7.63,0.267,0,2
7115,2025-11-04,2025-11-05,NORMAL,WEAK,-6.48,8,-1.74,-0.26,0.91,-2.55,0.073,0,7
7115,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.65,8,0.0,4.16,5.01,-2.61,0.228,0,2
7115,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.23,8,1.17,0.89,2.0,-1.16,0.0,0,3
7122,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.21,4,-0.33,1.18,4.08,-0.82,0.0,0,1
7130,2025-11-05,2025-11-06,WEAK,NORMAL,-5.31,6,-0.67,-0.88,0.46,-3.14,0.26,0,2
7131,2025-12-12,2025-12-15,STRONG,NORMAL,-3.48,6,11.14,6.75,6.75,-0.1,0.682,0,3
7133,2026-02-16,2026-02-17,NORMAL,NORMAL,-7.11,8,-0.91,1.93,2.3,0.0,0.444,0,5
7134,2026-02-09,2026-02-10,STRONG,STRONG,-6.21,7,1.06,-2.28,0.47,-3.13,0.059,0,3
7135,2025-12-17,2025-12-18,NORMAL,NORMAL,-5.24,5,0.46,0.0,1.83,0.0,0.143,0,2
7138,2025-12-25,2025-12-26,NORMAL,NORMAL,-14.14,3,15.72,3.4,3.4,-1.49,0.0,1,1
7138,2026-01-22,2026-01-23,STRONG,NORMAL,-11.86,2,2.2,9.95,10.22,-2.69,0.113,1,2
7138,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.32,3,-1.76,-1.49,1.49,-4.18,0.083,0,2
7138,2026-01-30,2026-02-02,NORMAL,NORMAL,-3.23,4,1.82,2.08,5.65,-1.79,0.474,1,3
7138,2026-02-03,2026-02-04,STRONG,NORMAL,-3.79,2,-1.82,-3.09,1.23,-4.63,0.13,0,1
7138,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.85,4,0.0,3.82,4.78,-1.91,0.263,0,2
7138,2026-02-06,2026-02-09,NORMAL,STRONG,-3.07,3,2.85,-1.54,1.85,-3.08,0.353,1,1
7138,2026-02-12,2026-02-13,NORMAL,WEAK,-3.03,2,-1.88,-1.91,0.0,-7.32,0.25,0,1
7138,2026-02-13,2026-02-16,WEAK,NORMAL,-3.75,5,-1.62,8.58,10.23,-1.32,0.739,0,2
7138,2026-02-17,2026-02-18,NORMAL,STRONG,-5.47,5,0.96,-7.64,1.91,-7.96,0.1,0,1
7138,2026-02-18,2026-02-19,STRONG,NORMAL,-6.75,5,16.55,-3.85,2.07,-8.88,0.032,0,2
7138,2026-02-20,2026-02-24,WEAK,NORMAL,-7.08,3,-0.33,-1.66,4.65,-2.66,0.033,0,1
7138,2026-03-26,2026-03-27,WEAK,NORMAL,-5.36,5,2.02,1.19,1.98,-1.98,0.0,0,1
7148,2025-10-31,2025-11-04,NORMAL,NORMAL,-6.06,6,0.23,3.92,3.92,-0.23,0.12,0,1
7148,2025-12-22,2025-12-23,NORMAL,NORMAL,-22.75,7,0.06,4.41,8.83,-1.59,0.0,0,1
7148,2026-02-09,2026-02-10,STRONG,STRONG,-3.37,2,-0.9,0.62,1.38,-0.14,0.036,0,1
7157,2025-10-16,2025-10-17,NORMAL,WEAK,-3.55,2,-1.92,-0.26,0.95,-0.79,0.133,0,4
7157,2025-10-22,2025-10-23,STRONG,NORMAL,-3.11,2,0.11,-2.57,0.21,-2.89,0.153,0,1
7161,2025-11-13,2025-11-14,NORMAL,NORMAL,-4.17,3,-0.77,1.03,1.29,-0.52,0.273,0,1
7161,2025-12-03,2025-12-04,WEAK,NORMAL,-4.79,4,0.26,3.69,4.22,0.0,0.0,0,2
7161,2026-03-26,2026-03-27,WEAK,NORMAL,-5.44,3,0.0,0.82,1.64,-0.62,0.032,0,1
7162,2025-10-24,2025-10-27,NORMAL,STRONG,-3.1,3,3.2,8.53,19.38,-0.39,0.115,0,1
7167,2026-03-10,2026-03-11,WEAK,NORMAL,-3.19,2,0.95,-1.18,0.81,-1.18,0.247,0,4
7172,2025-12-22,2025-12-23,NORMAL,NORMAL,-6.18,4,0.05,0.19,1.09,-0.8,0.399,0,1
7172,2026-02-12,2026-02-13,NORMAL,WEAK,-16.51,5,0.63,-1.87,0.58,-4.94,0.048,0,1
7172,2026-02-20,2026-02-24,WEAK,NORMAL,-4.2,6,-0.31,0.46,1.48,-0.2,0.167,0,1
7173,2026-02-13,2026-02-16,WEAK,NORMAL,-6.06,2,-0.35,-2.1,0.44,-4.11,0.042,0,1
7177,2025-12-15,2025-12-16,NORMAL,WEAK,-3.52,5,0.46,-0.79,0.34,-1.14,0.094,0,1
7184,2025-11-07,2025-11-10,NORMAL,STRONG,-4.12,2,2.12,6.56,6.56,-2.07,0.323,0,1
7186,2026-03-06,2026-03-10,NORMAL,WEAK,-3.17,2,-4.01,2.29,3.17,-1.08,0.061,1,3
7186,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.01,5,2.53,-2.4,0.97,-2.78,0.014,0,1
7187,2025-11-11,2025-11-12,NORMAL,STRONG,-6.59,4,-0.07,0.82,1.83,-0.14,0.087,0,1
7196,2026-01-29,2026-01-30,NORMAL,NORMAL,-4.69,4,0.14,0.0,1.4,0.0,0.0,0,4
7198,2025-12-02,2025-12-03,WEAK,WEAK,-4.23,2,0.34,-2.14,0.68,-2.14,0.0,0,1
7199,2026-01-21,2026-01-22,WEAK,STRONG,-3.98,4,1.42,-0.32,0.32,-1.13,0.243,0,3
7199,2026-02-13,2026-02-16,WEAK,NORMAL,-4.1,4,1.5,1.2,1.97,-1.04,0.177,0,1
7201,2025-10-31,2025-11-04,NORMAL,NORMAL,-4.12,3,1.84,-2.14,0.14,-2.14,0.603,0,1
7201,2026-03-13,2026-03-16,WEAK,NORMAL,-4.4,6,-2.08,-1.18,0.36,-2.63,0.438,0,1
7201,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.24,6,1.76,-0.56,1.23,-0.56,0.486,0,2
7202,2026-03-16,2026-03-17,NORMAL,NORMAL,-4.37,5,0.82,0.6,0.89,-0.27,0.101,0,3
7203,2025-11-05,2025-11-06,WEAK,NORMAL,-3.65,2,2.3,0.93,2.32,-1.8,0.284,0,1
7205,2026-03-13,2026-03-16,WEAK,NORMAL,-3.3,6,-0.26,-1.05,0.26,-1.58,0.0,0,7
7212,2025-11-07,2025-11-10,NORMAL,STRONG,-9.71,4,0.83,-0.68,0.55,-1.09,0.029,0,1
7212,2026-03-13,2026-03-16,WEAK,NORMAL,-3.73,7,0.97,1.78,1.92,-0.96,0.154,0,2
7220,2025-10-17,2025-10-20,WEAK,STRONG,-5.16,4,4.61,-0.79,0.0,-2.36,0.056,0,2
7220,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.63,5,-3.42,3.4,4.95,-2.26,0.086,0,1
7220,2025-11-19,2025-11-20,NORMAL,STRONG,-3.02,5,3.66,-3.6,0.25,-4.94,0.336,0,5
7220,2025-12-16,2025-12-17,WEAK,NORMAL,-7.7,3,-0.82,-3.24,0.83,-3.47,0.04,0,6
7220,2025-12-17,2025-12-18,NORMAL,NORMAL,-4.04,6,-3.51,0.77,2.83,-0.81,0.053,0,7
7220,2026-02-09,2026-02-10,STRONG,STRONG,-14.69,5,0.24,2.07,5.37,-0.68,0.102,0,1
7220,2026-02-12,2026-02-13,NORMAL,WEAK,-5.1,5,-2.05,-6.62,1.26,-6.62,0.296,1,1
7220,2026-02-13,2026-02-16,WEAK,NORMAL,-8.54,6,0.18,2.42,4.93,-0.99,0.0,0,2
7220,2026-02-20,2026-02-24,WEAK,NORMAL,-3.3,4,-0.42,5.85,7.29,-0.85,0.068,0,1
7222,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.9,6,0.0,1.72,1.97,0.0,0.0,0,1
7222,2025-12-03,2025-12-04,WEAK,NORMAL,-3.95,2,0.8,-0.4,0.89,-0.5,0.0,0,3
7222,2025-12-11,2025-12-12,WEAK,STRONG,-3.2,2,1.2,0.49,0.69,-0.49,0.0,0,1
7222,2026-03-13,2026-03-16,WEAK,NORMAL,-3.76,3,0.0,0.51,0.93,-1.23,0.074,0,2
7224,2025-11-04,2025-11-05,NORMAL,WEAK,-7.62,2,-0.32,-1.03,0.0,-5.19,0.4,0,2
7235,2026-02-12,2026-02-13,NORMAL,WEAK,-3.66,3,-0.18,-2.46,0.0,-2.52,0.208,0,1
7235,2026-03-06,2026-03-10,NORMAL,WEAK,-4.29,2,-0.55,0.0,1.11,-1.17,0.568,0,3
7240,2025-11-11,2025-11-12,NORMAL,STRONG,-4.5,4,0.0,0.69,1.13,-0.46,0.228,0,1
7241,2025-10-31,2025-11-04,NORMAL,NORMAL,-3.96,4,-0.74,0.21,1.28,-1.81,0.172,0,1
7242,2026-03-06,2026-03-10,NORMAL,WEAK,-4.68,2,-2.78,0.11,1.43,-0.33,0.356,0,3
7244,2026-03-10,2026-03-11,WEAK,NORMAL,-3.21,3,0.98,-3.68,2.13,-3.68,0.214,0,1
7244,2026-03-13,2026-03-16,WEAK,NORMAL,-3.96,6,0.0,1.03,1.44,-0.82,0.0,0,1
7245,2025-11-14,2025-11-17,NORMAL,NORMAL,-3.05,4,-1.52,1.54,2.99,-1.03,0.189,0,2
7245,2025-12-01,2025-12-02,WEAK,WEAK,-4.29,3,-0.31,-1.57,0.63,-1.67,0.044,0,1
7245,2025-12-09,2025-12-10,NORMAL,NORMAL,-4.34,2,1.3,-0.75,0.32,-1.39,0.119,0,1
7245,2026-01-16,2026-01-19,NORMAL,NORMAL,-3.16,2,-1.18,0.37,1.28,-2.29,0.419,0,1
7245,2026-02-12,2026-02-13,NORMAL,WEAK,-6.96,3,-1.87,5.33,7.14,-1.9,0.112,0,1
7245,2026-03-10,2026-03-11,WEAK,NORMAL,-6.02,2,0.19,0.68,3.29,-1.26,0.594,1,4
7245,2026-03-13,2026-03-16,WEAK,NORMAL,-3.55,4,-0.21,-0.53,1.16,-1.58,0.387,0,2
7246,2026-03-10,2026-03-11,WEAK,NORMAL,-3.54,3,0.34,0.69,1.6,0.0,0.524,1,4
7247,2025-11-11,2025-11-12,NORMAL,STRONG,-9.67,6,0.56,-0.28,0.0,-0.84,0.25,0,1
7250,2025-10-15,2025-10-16,STRONG,NORMAL,-7.02,4,0.89,2.52,2.8,-0.76,0.0,0,3
7250,2025-12-19,2025-12-22,NORMAL,NORMAL,-4.11,2,0.66,1.48,3.28,-0.33,0.0,0,1
7254,2025-12-08,2025-12-09,NORMAL,NORMAL,-4.72,3,-1.86,4.04,4.8,0.0,0.6,0,2
7256,2026-02-19,2026-02-20,NORMAL,WEAK,-5.63,3,-4.55,5.65,6.85,-8.04,0.102,0,1
7256,2026-02-24,2026-02-25,NORMAL,NORMAL,-16.9,2,-1.36,4.81,15.46,-1.03,0.0,1,1
7259,2025-12-05,2025-12-08,WEAK,NORMAL,-3.07,2,0.8,3.93,3.93,0.0,0.0,0,1
7259,2026-02-20,2026-02-24,WEAK,NORMAL,-8.67,4,0.3,-0.33,1.19,-1.49,0.232,0,1
7259,2026-03-06,2026-03-10,NORMAL,WEAK,-3.73,5,-2.2,-0.51,0.12,-1.61,0.115,0,3
7261,2025-11-05,2025-11-06,WEAK,NORMAL,-3.12,4,1.86,-0.81,0.1,-2.11,0.458,0,3
7261,2026-03-10,2026-03-11,WEAK,NORMAL,-3.54,3,2.2,0.42,1.86,-0.25,0.36,0,4
7261,2026-03-13,2026-03-16,WEAK,NORMAL,-3.13,5,-1.22,1.33,2.08,-0.62,0.346,0,2
7265,2025-12-05,2025-12-08,WEAK,NORMAL,-12.99,6,1.49,2.79,2.94,-1.03,0.104,0,1
7267,2025-11-10,2025-11-11,STRONG,NORMAL,-4.67,2,-0.07,0.89,1.13,-0.5,0.069,0,1
7267,2026-02-12,2026-02-13,NORMAL,WEAK,-3.5,2,-0.68,0.06,1.16,-0.53,0.161,0,1
7267,2026-03-13,2026-03-16,WEAK,NORMAL,-5.56,9,-0.95,-0.77,1.4,-1.25,0.382,0,2
7269,2026-03-13,2026-03-16,WEAK,NORMAL,-3.58,6,-1.45,-1.81,0.52,-2.27,0.179,0,2
7269,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.23,5,1.84,-0.03,0.93,-0.83,0.167,0,3
7270,2025-12-03,2025-12-04,WEAK,NORMAL,-3.0,2,2.15,1.41,1.74,-1.29,0.0,0,3
7270,2026-02-06,2026-02-09,NORMAL,STRONG,-5.54,4,0.24,-9.13,0.3,-9.13,0.223,0,1
7270,2026-02-09,2026-02-10,STRONG,STRONG,-8.92,7,0.82,2.97,4.11,-0.29,0.0,0,2
7270,2026-02-24,2026-02-25,NORMAL,NORMAL,-3.46,5,-0.33,1.65,1.89,-0.58,0.425,0,2
7271,2025-12-09,2025-12-10,NORMAL,NORMAL,-3.39,3,1.51,2.47,2.87,-0.99,0.114,0,1
7271,2026-02-02,2026-02-03,NORMAL,STRONG,-3.13,2,0.92,4.49,6.23,-0.46,0.137,0,1
7271,2026-02-16,2026-02-17,NORMAL,NORMAL,-13.24,5,2.15,1.67,3.16,-2.2,0.205,0,2
7271,2026-02-20,2026-02-24,WEAK,NORMAL,-3.59,2,0.54,-1.35,0.54,-2.53,0.022,0,1
7272,2026-02-03,2026-02-04,STRONG,NORMAL,-10.09,9,0.05,1.19,1.19,-1.43,0.596,0,1
7273,2025-10-02,2025-10-03,NORMAL,STRONG,-3.25,9,3.73,-4.31,2.04,-5.15,0.5,0,6
7273,2025-10-06,2025-10-07,STRONG,NORMAL,-3.63,7,-1.04,3.54,8.66,-0.52,0.099,1,8
7273,2025-11-20,2025-11-21,STRONG,STRONG,-5.26,3,-1.18,1.2,4.07,-1.79,0.0,0,1
7273,2025-12-01,2025-12-02,WEAK,WEAK,-5.73,6,-1.29,2.88,7.99,-0.39,0.102,0,1
7273,2025-12-11,2025-12-12,WEAK,STRONG,-3.04,5,0.0,0.82,1.36,-2.59,0.067,0,2
7273,2025-12-15,2025-12-16,NORMAL,WEAK,-3.78,6,-0.28,-0.42,0.85,-1.83,0.211,0,1
7273,2025-12-17,2025-12-18,NORMAL,NORMAL,-5.52,7,-1.5,2.89,3.8,-0.91,0.079,0,3
7273,2025-12-23,2025-12-24,NORMAL,NORMAL,-3.48,3,-0.28,-1.81,0.0,-2.64,0.182,0,1
7273,2026-02-06,2026-02-09,NORMAL,STRONG,-3.03,4,2.86,-3.17,0.0,-3.44,0.1,0,1
7273,2026-02-17,2026-02-18,NORMAL,STRONG,-8.38,4,1.23,-1.35,0.27,-1.75,0.354,0,1
7277,2025-11-14,2025-11-17,NORMAL,NORMAL,-3.63,3,0.0,0.0,0.0,-2.32,0.0,0,2
7278,2025-10-30,2025-10-31,NORMAL,NORMAL,-3.02,2,0.58,0.58,0.58,-1.36,0.455,0,3
7279,2025-12-18,2025-12-19,NORMAL,NORMAL,-6.29,2,1.54,5.77,5.94,-0.67,0.007,0,1
7279,2026-03-06,2026-03-10,NORMAL,WEAK,-6.56,6,-3.59,2.33,4.65,0.0,0.529,0,3
7280,2026-01-22,2026-01-23,STRONG,NORMAL,-12.12,3,-1.69,-1.65,5.8,-5.15,0.046,0,2
7280,2026-02-10,2026-02-12,STRONG,NORMAL,-4.45,2,4.94,-1.01,3.76,-2.42,0.39,0,1
7280,2026-03-13,2026-03-16,WEAK,NORMAL,-3.17,5,0.0,0.56,1.68,-0.64,0.0,0,7
7282,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.92,3,5.87,-0.77,1.19,-1.87,0.218,0,1
7282,2025-11-21,2025-11-25,STRONG,NORMAL,-8.2,5,3.51,-0.36,0.48,-1.51,0.049,0,1
7282,2026-03-10,2026-03-11,WEAK,NORMAL,-3.97,4,2.29,-1.02,0.35,-1.04,0.553,0,4
7283,2026-02-02,2026-02-03,NORMAL,STRONG,-4.42,7,2.57,1.16,1.58,-1.58,0.343,0,1
7283,2026-03-13,2026-03-16,WEAK,NORMAL,-3.53,6,-0.67,0.21,0.99,-0.62,0.316,0,2
7287,2026-03-06,2026-03-10,NORMAL,WEAK,-6.28,3,-4.48,2.24,3.78,-0.54,0.284,1,3
7291,2026-03-13,2026-03-16,WEAK,NORMAL,-3.21,5,-0.47,0.24,1.43,-0.24,0.4,0,2
7294,2026-03-10,2026-03-11,WEAK,NORMAL,-3.16,4,1.53,-0.9,0.3,-0.9,0.3,1,4
7294,2026-03-13,2026-03-16,WEAK,NORMAL,-3.22,5,0.0,0.0,0.86,-0.75,0.0,0,2
7296,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.17,8,8.87,-2.23,0.66,-3.29,0.071,0,1
7296,2026-03-13,2026-03-16,WEAK,NORMAL,-4.14,6,0.3,-0.3,0.89,-0.45,0.182,0,2
7305,2025-11-10,2025-11-11,STRONG,NORMAL,-5.76,7,0.43,0.85,1.07,-0.32,0.0,0,1
7309,2025-11-19,2025-11-20,NORMAL,STRONG,-3.24,6,0.13,0.17,1.04,-0.37,0.0,0,3
7309,2026-02-12,2026-02-13,NORMAL,WEAK,-5.56,2,-0.79,-4.88,0.54,-4.88,0.419,0,1
7309,2026-02-13,2026-02-16,WEAK,NORMAL,-5.63,2,0.98,0.77,2.9,-0.59,0.0,0,2
7317,2025-11-11,2025-11-12,NORMAL,STRONG,-3.58,3,-0.38,3.34,3.59,-0.26,0.038,0,1
7318,2025-10-02,2025-10-03,NORMAL,STRONG,-4.9,4,-1.44,1.05,4.08,-1.67,0.056,0,1
7318,2025-10-17,2025-10-20,WEAK,STRONG,-9.7,4,4.13,1.39,1.59,-2.78,0.067,0,1
7318,2025-11-14,2025-11-17,NORMAL,NORMAL,-17.83,10,0.22,7.68,12.34,-4.65,0.0,0,4
7318,2025-11-19,2025-11-20,NORMAL,STRONG,-12.79,9,1.7,-6.56,0.0,-8.94,0.106,0,2
7318,2025-11-20,2025-11-21,STRONG,STRONG,-4.97,9,-1.79,4.81,16.88,0.0,0.267,0,3
7318,2025-11-27,2025-11-28,NORMAL,NORMAL,-72.75,10,0.0,5.56,5.65,-4.84,0.0,0,1
7318,2025-12-02,2025-12-03,WEAK,WEAK,-12.83,10,0.09,-5.09,1.76,-6.01,0.108,0,2
7318,2025-12-03,2025-12-04,WEAK,NORMAL,-5.0,8,-0.97,2.26,3.35,-2.26,0.119,0,3
7318,2025-12-05,2025-12-08,WEAK,NORMAL,-5.87,8,5.11,-2.43,1.46,-3.7,0.197,0,1
7318,2025-12-10,2025-12-11,NORMAL,WEAK,-3.65,7,1.39,-6.19,0.39,-6.68,0.09,0,1
7318,2025-12-11,2025-12-12,WEAK,STRONG,-4.88,7,3.14,2.34,4.57,0.0,0.069,0,2
7318,2025-12-16,2025-12-17,WEAK,NORMAL,-8.77,7,1.5,-1.38,0.39,-2.07,0.141,0,1
7318,2025-12-29,2025-12-30,NORMAL,WEAK,-5.91,3,-0.83,-3.73,0.56,-4.66,0.131,1,1
7318,2025-12-30,2026-01-05,WEAK,NORMAL,-4.53,2,1.55,-3.81,0.57,-4.29,0.179,1,2
7320,2025-11-13,2025-11-14,NORMAL,NORMAL,-23.03,10,-4.19,-3.81,2.25,-4.18,0.0,0,1
7320,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.84,10,1.17,1.28,2.76,-2.57,0.058,0,2
7320,2025-11-19,2025-11-20,NORMAL,STRONG,-3.4,7,0.98,-9.93,0.0,-11.93,0.068,1,1
7320,2025-11-20,2025-11-21,STRONG,STRONG,-9.05,9,0.21,4.21,4.21,-1.14,0.168,0,2
7320,2025-12-01,2025-12-02,WEAK,WEAK,-3.5,6,-0.34,-1.01,1.15,-1.42,0.123,0,2
7320,2025-12-22,2025-12-23,NORMAL,NORMAL,-3.16,3,2.18,1.42,2.7,0.0,0.102,0,1
7320,2026-02-13,2026-02-16,WEAK,NORMAL,-5.29,4,16.39,1.15,3.91,0.0,0.087,0,1
7325,2026-01-05,2026-01-06,NORMAL,STRONG,-3.45,5,0.6,-1.07,0.12,-2.6,0.225,0,1
7347,2025-12-29,2025-12-30,NORMAL,WEAK,-3.15,5,-0.24,-1.09,0.48,-1.09,0.0,0,4
7347,2026-02-13,2026-02-16,WEAK,NORMAL,-10.07,6,0.26,-2.63,0.53,-3.68,0.0,0,2
7347,2026-03-10,2026-03-11,WEAK,NORMAL,-5.1,2,0.0,-0.92,0.92,-1.44,0.684,0,1
7351,2025-10-16,2025-10-17,NORMAL,WEAK,-17.32,9,-2.79,-1.01,1.72,-4.02,0.0,0,1
7351,2025-10-17,2025-10-20,WEAK,STRONG,-3.77,9,1.45,-3.72,0.0,-4.72,0.525,0,2
7351,2026-01-15,2026-01-16,STRONG,NORMAL,-10.02,4,0.35,-0.17,0.52,-2.25,0.524,0,1
7352,2025-10-16,2025-10-17,NORMAL,WEAK,-9.0,6,-1.45,-1.61,0.8,-2.14,0.167,0,1
7352,2025-10-17,2025-10-20,WEAK,STRONG,-3.03,7,1.09,2.15,6.06,-0.27,0.182,0,2
7352,2025-10-24,2025-10-27,NORMAL,STRONG,-4.92,3,-0.54,-0.68,1.23,-1.78,0.0,0,2
7352,2025-11-25,2025-11-26,NORMAL,STRONG,-3.6,5,1.56,-1.84,0.46,-3.52,0.52,0,1
7352,2026-01-16,2026-01-19,NORMAL,NORMAL,-3.35,2,-1.79,-2.56,0.0,-2.56,0.782,0,4
7352,2026-02-06,2026-02-09,NORMAL,STRONG,-3.12,7,1.13,-1.44,1.12,-1.44,0.048,0,4
7352,2026-02-12,2026-02-13,NORMAL,WEAK,-3.85,8,-3.0,-2.92,0.34,-3.44,0.167,0,1
